,best
adjunct_island,0.561
adv_order,0.702
anaphor_gender_agreement,0.496
anaphor_number_agreement,0.501
center_embedding_double_1,0.397
center_embedding_double_2,0.887
center_embedding_single_1,0.393
center_embedding_single_2,0.968
complex_np_island,0.475
coordinate_structure_constrain_object_extraction,0.352
determiner_noun_agreement_1,0.463
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.516
determiner_noun_agreement_adj_2,0.602
ellipsis,0.335
green_ideas,0.551
intransitive,0.419
left_branch_island_simple_question,0.099
matrix_question_npi_licensor_present,0.343
npi_present,0.462
only_npi_licensor_present,0.468
only_npi_scope,0.254
pp_order,0.459
principle_A_c_command,0.511
principle_A_domain_1,1.0
principle_A_domain_2,0.519
principle_A_domain_3,0.499
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.7
recursion_poss_ditransitive_medium,0.741
recursion_poss_ditransitive_short,0.709
recursion_poss_transitive_long,0.879
recursion_poss_transitive_medium,0.931
recursion_poss_transitive_short,0.912
recursion_pp_is_long,0.399
recursion_pp_is_medium,0.655
recursion_pp_is_short,0.002
recursion_pp_verb_long,0.998
recursion_pp_verb_medium,0.999
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.834
sentential_negation_npi_scope,0.457
subj_aux_agreement_question_vary_aux,0.423
subj_aux_agreement_question_vary_subj,0.486
subj_aux_vary_subj,0.534
subj_aux_vary_verb,0.454
subj_aux_vary_verb_pp,0.514
subj_aux_vary_verb_rc,0.516
subj_verb_vary_verb,0.392
svo_vos,0.44
swapped_ditransitive_1,0.863
swapped_ditransitive_2,0.737
transitive,0.745
wh_island,1.0
wh_questions_object_gap,0.509
wh_questions_object_gap_long_distance,0.439
wh_questions_subject_gap,0.697
wh_questions_subject_gap_long_distance,0.68
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.001
wh_vs_that_with_gap_long_distance,0.001
