,best
adjunct_island,0.25
adv_order,0.504
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.458
center_embedding_double_1,0.574
center_embedding_double_2,0.233
center_embedding_single_1,0.441
center_embedding_single_2,0.281
complex_np_island,0.519
coordinate_structure_constrain_object_extraction,0.259
determiner_noun_agreement_1,0.517
determiner_noun_agreement_2,0.494
determiner_noun_agreement_adj_1,0.481
determiner_noun_agreement_adj_2,0.472
ellipsis,0.487
green_ideas,0.441
intransitive,0.569
left_branch_island_simple_question,0.476
matrix_question_npi_licensor_present,0.63
npi_present,0.832
only_npi_licensor_present,0.004
only_npi_scope,0.382
pp_order,0.441
principle_A_c_command,0.455
principle_A_domain_1,0.258
principle_A_domain_2,0.528
principle_A_domain_3,0.483
recursion_intensifier_adj_long,0.406
recursion_intensifier_adj_medium,0.316
recursion_intensifier_adj_short,0.184
recursion_intensifier_adv_long,0.608
recursion_intensifier_adv_medium,0.715
recursion_intensifier_adv_short,0.84
recursion_poss_ditransitive_long,0.378
recursion_poss_ditransitive_medium,0.374
recursion_poss_ditransitive_short,0.351
recursion_poss_transitive_long,0.282
recursion_poss_transitive_medium,0.269
recursion_poss_transitive_short,0.27
recursion_pp_is_long,0.502
recursion_pp_is_medium,0.464
recursion_pp_is_short,0.703
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.0
sentential_negation_npi_scope,0.713
subj_aux_agreement_question_vary_aux,0.477
subj_aux_agreement_question_vary_subj,0.454
subj_aux_vary_subj,0.527
subj_aux_vary_verb,0.535
subj_aux_vary_verb_pp,0.541
subj_aux_vary_verb_rc,0.525
subj_verb_vary_verb,0.59
svo_vos,0.383
swapped_ditransitive_1,0.479
swapped_ditransitive_2,0.571
transitive,0.341
wh_island,0.081
wh_questions_object_gap,0.542
wh_questions_object_gap_long_distance,0.523
wh_questions_subject_gap,0.276
wh_questions_subject_gap_long_distance,0.241
wh_vs_that_no_gap,0.028
wh_vs_that_no_gap_long_distance,0.0
wh_vs_that_with_gap,0.555
wh_vs_that_with_gap_long_distance,0.643
