,best
adjunct_island,0.585
adv_order,0.576
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.503
center_embedding_double_1,0.613
center_embedding_double_2,0.727
center_embedding_single_1,0.546
center_embedding_single_2,0.618
complex_np_island,0.464
coordinate_structure_constrain_object_extraction,0.268
determiner_noun_agreement_1,0.483
determiner_noun_agreement_2,0.578
determiner_noun_agreement_adj_1,0.513
determiner_noun_agreement_adj_2,0.597
ellipsis,0.206
green_ideas,0.51
intransitive,0.571
left_branch_island_simple_question,0.004
matrix_question_npi_licensor_present,0.481
npi_present,0.583
only_npi_licensor_present,0.98
only_npi_scope,0.598
pp_order,0.947
principle_A_c_command,0.51
principle_A_domain_1,1.0
principle_A_domain_2,0.511
principle_A_domain_3,0.517
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.647
recursion_poss_ditransitive_medium,0.662
recursion_poss_ditransitive_short,0.705
recursion_poss_transitive_long,0.875
recursion_poss_transitive_medium,0.818
recursion_poss_transitive_short,0.661
recursion_pp_is_long,0.964
recursion_pp_is_medium,0.497
recursion_pp_is_short,0.166
recursion_pp_verb_long,0.139
recursion_pp_verb_medium,0.339
recursion_pp_verb_short,0.968
sentential_negation_npi_licensor_present,0.269
sentential_negation_npi_scope,0.321
subj_aux_agreement_question_vary_aux,0.548
subj_aux_agreement_question_vary_subj,0.481
subj_aux_vary_subj,0.547
subj_aux_vary_verb,0.716
subj_aux_vary_verb_pp,0.47
subj_aux_vary_verb_rc,0.522
subj_verb_vary_verb,0.439
svo_vos,0.407
swapped_ditransitive_1,0.872
swapped_ditransitive_2,0.804
transitive,0.74
wh_island,0.931
wh_questions_object_gap,0.067
wh_questions_object_gap_long_distance,0.096
wh_questions_subject_gap,0.821
wh_questions_subject_gap_long_distance,0.863
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.546
wh_vs_that_with_gap_long_distance,0.543
