,best
adjunct_island,0.695
adv_order,0.522
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.495
center_embedding_double_1,0.473
center_embedding_double_2,0.846
center_embedding_single_1,0.412
center_embedding_single_2,0.814
complex_np_island,0.377
coordinate_structure_constrain_object_extraction,0.309
determiner_noun_agreement_1,0.465
determiner_noun_agreement_2,0.571
determiner_noun_agreement_adj_1,0.51
determiner_noun_agreement_adj_2,0.562
ellipsis,0.179
green_ideas,0.472
intransitive,0.544
left_branch_island_simple_question,0.051
matrix_question_npi_licensor_present,0.085
npi_present,0.49
only_npi_licensor_present,0.907
only_npi_scope,0.131
pp_order,0.596
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.503
principle_A_domain_3,0.482
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.605
recursion_poss_ditransitive_medium,0.674
recursion_poss_ditransitive_short,0.713
recursion_poss_transitive_long,0.703
recursion_poss_transitive_medium,0.704
recursion_poss_transitive_short,0.74
recursion_pp_is_long,0.006
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,0.87
recursion_pp_verb_medium,0.99
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.491
sentential_negation_npi_scope,0.639
subj_aux_agreement_question_vary_aux,0.487
subj_aux_agreement_question_vary_subj,0.484
subj_aux_vary_subj,0.545
subj_aux_vary_verb,0.714
subj_aux_vary_verb_pp,0.47
subj_aux_vary_verb_rc,0.47
subj_verb_vary_verb,0.462
svo_vos,0.681
swapped_ditransitive_1,0.797
swapped_ditransitive_2,0.673
transitive,0.815
wh_island,0.953
wh_questions_object_gap,0.078
wh_questions_object_gap_long_distance,0.079
wh_questions_subject_gap,0.861
wh_questions_subject_gap_long_distance,0.933
wh_vs_that_no_gap,0.956
wh_vs_that_no_gap_long_distance,0.958
wh_vs_that_with_gap,0.316
wh_vs_that_with_gap_long_distance,0.234
