,best
adjunct_island,0.681
adv_order,0.69
anaphor_gender_agreement,0.503
anaphor_number_agreement,0.5
center_embedding_double_1,0.518
center_embedding_double_2,0.963
center_embedding_single_1,0.327
center_embedding_single_2,0.978
complex_np_island,0.621
coordinate_structure_constrain_object_extraction,0.681
determiner_noun_agreement_1,0.488
determiner_noun_agreement_2,0.606
determiner_noun_agreement_adj_1,0.522
determiner_noun_agreement_adj_2,0.594
ellipsis,0.448
green_ideas,0.406
intransitive,0.645
left_branch_island_simple_question,0.533
matrix_question_npi_licensor_present,0.013
npi_present,0.391
only_npi_licensor_present,0.999
only_npi_scope,0.237
pp_order,0.833
principle_A_c_command,0.496
principle_A_domain_1,1.0
principle_A_domain_2,0.514
principle_A_domain_3,0.478
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.629
recursion_poss_ditransitive_medium,0.625
recursion_poss_ditransitive_short,0.639
recursion_poss_transitive_long,0.922
recursion_poss_transitive_medium,0.906
recursion_poss_transitive_short,0.969
recursion_pp_is_long,0.411
recursion_pp_is_medium,0.13
recursion_pp_is_short,0.375
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.995
sentential_negation_npi_licensor_present,0.515
sentential_negation_npi_scope,0.638
subj_aux_agreement_question_vary_aux,0.522
subj_aux_agreement_question_vary_subj,0.492
subj_aux_vary_subj,0.58
subj_aux_vary_verb,0.73
subj_aux_vary_verb_pp,0.456
subj_aux_vary_verb_rc,0.479
subj_verb_vary_verb,0.433
svo_vos,0.644
swapped_ditransitive_1,0.711
swapped_ditransitive_2,0.673
transitive,0.807
wh_island,0.906
wh_questions_object_gap,0.18
wh_questions_object_gap_long_distance,0.196
wh_questions_subject_gap,0.709
wh_questions_subject_gap_long_distance,0.621
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.39
wh_vs_that_with_gap_long_distance,0.395
