,best
adjunct_island,0.796
adv_order,0.459
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.47
center_embedding_double_1,0.462
center_embedding_double_2,0.856
center_embedding_single_1,0.397
center_embedding_single_2,0.785
complex_np_island,0.38
coordinate_structure_constrain_object_extraction,0.438
determiner_noun_agreement_1,0.479
determiner_noun_agreement_2,0.611
determiner_noun_agreement_adj_1,0.515
determiner_noun_agreement_adj_2,0.567
ellipsis,0.252
green_ideas,0.495
intransitive,0.611
left_branch_island_simple_question,0.048
matrix_question_npi_licensor_present,0.032
npi_present,0.473
only_npi_licensor_present,0.409
only_npi_scope,0.149
pp_order,0.411
principle_A_c_command,0.494
principle_A_domain_1,1.0
principle_A_domain_2,0.5
principle_A_domain_3,0.474
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.601
recursion_poss_ditransitive_medium,0.656
recursion_poss_ditransitive_short,0.716
recursion_poss_transitive_long,0.725
recursion_poss_transitive_medium,0.739
recursion_poss_transitive_short,0.784
recursion_pp_is_long,0.0
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.974
sentential_negation_npi_licensor_present,0.418
sentential_negation_npi_scope,0.572
subj_aux_agreement_question_vary_aux,0.419
subj_aux_agreement_question_vary_subj,0.481
subj_aux_vary_subj,0.555
subj_aux_vary_verb,0.774
subj_aux_vary_verb_pp,0.447
subj_aux_vary_verb_rc,0.464
subj_verb_vary_verb,0.473
svo_vos,0.609
swapped_ditransitive_1,0.819
swapped_ditransitive_2,0.744
transitive,0.813
wh_island,0.991
wh_questions_object_gap,0.042
wh_questions_object_gap_long_distance,0.041
wh_questions_subject_gap,0.766
wh_questions_subject_gap_long_distance,0.837
wh_vs_that_no_gap,0.92
wh_vs_that_no_gap_long_distance,0.851
wh_vs_that_with_gap,0.545
wh_vs_that_with_gap_long_distance,0.548
