,best
adjunct_island,0.957
adv_order,0.72
wh_vs_that_with_gap,0.295
anaphor_gender_agreement,0.536
anaphor_number_agreement,0.76
recursion_pp_verb_long,0.444
center_embedding_double_1,0.413
recursion_pp_verb_medium,0.535
center_embedding_double_2,0.965
recursion_pp_verb_short,0.722
center_embedding_single_1,0.391
subj_aux_vary_verb_rc,0.398
center_embedding_single_2,0.976
complex_np_island,0.632
recursion_poss_transitive_medium,0.687
coordinate_structure_constrain_object_extraction,0.442
subj_aux_vary_verb_pp,0.384
determiner_noun_agreement_1,0.794
subj_verb_vary_verb,0.77
determiner_noun_agreement_2,0.881
svo_vos,0.9
determiner_noun_agreement_adj_1,0.636
swapped_ditransitive_1,0.719
determiner_noun_agreement_adj_2,0.731
ellipsis,0.555
green_ideas,0.301
intransitive,0.639
recursion_poss_transitive_short,0.946
left_branch_island_simple_question,0.486
recursion_pp_is_long,0.295
matrix_question_npi_licensor_present,0.022
npi_present,0.347
swapped_ditransitive_2,0.745
only_npi_licensor_present,1.0
only_npi_scope,0.986
pp_order,0.809
principle_A_c_command,0.536
principle_A_domain_1,1.0
principle_A_domain_2,0.484
principle_A_domain_3,0.463
transitive,0.891
recursion_intensifier_adj_long,1.0
wh_island,0.756
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.233
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.226
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.284
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.837
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.774
recursion_poss_ditransitive_long,0.84
recursion_pp_is_medium,0.102
recursion_poss_ditransitive_medium,0.827
recursion_pp_is_short,0.346
recursion_poss_ditransitive_short,0.814
wh_vs_that_no_gap,0.938
recursion_poss_transitive_long,0.548
subj_aux_agreement_question_vary_subj,0.529
sentential_negation_npi_licensor_present,0.469
wh_vs_that_no_gap_long_distance,0.906
sentential_negation_npi_scope,0.476
subj_aux_vary_subj,0.796
subj_aux_agreement_question_vary_aux,0.665
subj_aux_vary_verb,0.974
