,best
adjunct_island,0.545
adv_order,0.619
anaphor_gender_agreement,0.495
anaphor_number_agreement,0.493
center_embedding_double_1,0.608
center_embedding_double_2,0.766
center_embedding_single_1,0.66
center_embedding_single_2,0.669
complex_np_island,0.353
coordinate_structure_constrain_object_extraction,0.232
determiner_noun_agreement_1,0.462
determiner_noun_agreement_2,0.543
determiner_noun_agreement_adj_1,0.496
determiner_noun_agreement_adj_2,0.542
ellipsis,0.087
green_ideas,0.458
intransitive,0.367
left_branch_island_simple_question,0.031
matrix_question_npi_licensor_present,0.137
npi_present,0.53
only_npi_licensor_present,1.0
only_npi_scope,0.176
pp_order,0.75
principle_A_c_command,0.491
principle_A_domain_1,1.0
principle_A_domain_2,0.503
principle_A_domain_3,0.503
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.492
recursion_poss_ditransitive_medium,0.497
recursion_poss_ditransitive_short,0.567
recursion_poss_transitive_long,0.692
recursion_poss_transitive_medium,0.736
recursion_poss_transitive_short,0.795
recursion_pp_is_long,0.519
recursion_pp_is_medium,0.176
recursion_pp_is_short,0.01
recursion_pp_verb_long,0.004
recursion_pp_verb_medium,0.362
recursion_pp_verb_short,0.994
sentential_negation_npi_licensor_present,0.582
sentential_negation_npi_scope,0.579
subj_aux_agreement_question_vary_aux,0.54
subj_aux_agreement_question_vary_subj,0.486
subj_aux_vary_subj,0.535
subj_aux_vary_verb,0.586
subj_aux_vary_verb_pp,0.481
subj_aux_vary_verb_rc,0.501
subj_verb_vary_verb,0.431
svo_vos,0.605
swapped_ditransitive_1,0.803
swapped_ditransitive_2,0.684
transitive,0.828
wh_island,0.98
wh_questions_object_gap,0.153
wh_questions_object_gap_long_distance,0.126
wh_questions_subject_gap,0.867
wh_questions_subject_gap_long_distance,0.861
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.412
wh_vs_that_with_gap_long_distance,0.489
