,best
adjunct_island,0.899
adv_order,0.547
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.501
center_embedding_double_1,0.407
center_embedding_double_2,0.903
center_embedding_single_1,0.409
center_embedding_single_2,0.824
complex_np_island,0.528
coordinate_structure_constrain_object_extraction,0.428
determiner_noun_agreement_1,0.473
determiner_noun_agreement_2,0.598
determiner_noun_agreement_adj_1,0.516
determiner_noun_agreement_adj_2,0.576
ellipsis,0.283
green_ideas,0.521
intransitive,0.702
left_branch_island_simple_question,0.01
matrix_question_npi_licensor_present,0.686
npi_present,0.462
only_npi_licensor_present,1.0
only_npi_scope,0.557
pp_order,0.864
principle_A_c_command,0.47
principle_A_domain_1,1.0
principle_A_domain_2,0.528
principle_A_domain_3,0.482
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.547
recursion_poss_ditransitive_medium,0.605
recursion_poss_ditransitive_short,0.637
recursion_poss_transitive_long,0.972
recursion_poss_transitive_medium,0.898
recursion_poss_transitive_short,0.747
recursion_pp_is_long,0.077
recursion_pp_is_medium,0.002
recursion_pp_is_short,0.0
recursion_pp_verb_long,0.636
recursion_pp_verb_medium,0.948
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.352
sentential_negation_npi_scope,0.612
subj_aux_agreement_question_vary_aux,0.65
subj_aux_agreement_question_vary_subj,0.49
subj_aux_vary_subj,0.596
subj_aux_vary_verb,0.683
subj_aux_vary_verb_pp,0.446
subj_aux_vary_verb_rc,0.452
subj_verb_vary_verb,0.461
svo_vos,0.178
swapped_ditransitive_1,0.74
swapped_ditransitive_2,0.731
transitive,0.83
wh_island,0.98
wh_questions_object_gap,0.037
wh_questions_object_gap_long_distance,0.075
wh_questions_subject_gap,0.819
wh_questions_subject_gap_long_distance,0.91
wh_vs_that_no_gap,0.832
wh_vs_that_no_gap_long_distance,0.835
wh_vs_that_with_gap,0.558
wh_vs_that_with_gap_long_distance,0.544
