,best
adjunct_island,0.532
adv_order,0.631
anaphor_gender_agreement,0.509
anaphor_number_agreement,0.48
center_embedding_double_1,0.422
center_embedding_double_2,0.786
center_embedding_single_1,0.318
center_embedding_single_2,0.74
complex_np_island,0.5
coordinate_structure_constrain_object_extraction,0.259
determiner_noun_agreement_1,0.474
determiner_noun_agreement_2,0.526
determiner_noun_agreement_adj_1,0.497
determiner_noun_agreement_adj_2,0.528
ellipsis,0.346
green_ideas,0.505
intransitive,0.552
left_branch_island_simple_question,0.482
matrix_question_npi_licensor_present,0.24
npi_present,0.13
only_npi_licensor_present,0.968
only_npi_scope,0.589
pp_order,0.696
principle_A_c_command,0.493
principle_A_domain_1,0.999
principle_A_domain_2,0.515
principle_A_domain_3,0.511
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.589
recursion_poss_ditransitive_medium,0.561
recursion_poss_ditransitive_short,0.495
recursion_poss_transitive_long,0.94
recursion_poss_transitive_medium,0.937
recursion_poss_transitive_short,0.959
recursion_pp_is_long,0.488
recursion_pp_is_medium,0.47
recursion_pp_is_short,0.293
recursion_pp_verb_long,0.001
recursion_pp_verb_medium,0.012
recursion_pp_verb_short,0.402
sentential_negation_npi_licensor_present,0.177
sentential_negation_npi_scope,0.551
subj_aux_agreement_question_vary_aux,0.421
subj_aux_agreement_question_vary_subj,0.475
subj_aux_vary_subj,0.543
subj_aux_vary_verb,0.512
subj_aux_vary_verb_pp,0.502
subj_aux_vary_verb_rc,0.513
subj_verb_vary_verb,0.417
svo_vos,0.541
swapped_ditransitive_1,0.539
swapped_ditransitive_2,0.315
transitive,0.644
wh_island,0.937
wh_questions_object_gap,0.413
wh_questions_object_gap_long_distance,0.348
wh_questions_subject_gap,0.459
wh_questions_subject_gap_long_distance,0.399
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.99
wh_vs_that_with_gap,0.125
wh_vs_that_with_gap_long_distance,0.254
