,best
adjunct_island,0.811
adv_order,0.435
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.446
center_embedding_double_1,0.437
center_embedding_double_2,0.887
center_embedding_single_1,0.365
center_embedding_single_2,0.817
complex_np_island,0.365
coordinate_structure_constrain_object_extraction,0.486
determiner_noun_agreement_1,0.491
determiner_noun_agreement_2,0.602
determiner_noun_agreement_adj_1,0.518
determiner_noun_agreement_adj_2,0.577
ellipsis,0.241
green_ideas,0.501
intransitive,0.652
left_branch_island_simple_question,0.045
matrix_question_npi_licensor_present,0.011
npi_present,0.469
only_npi_licensor_present,0.067
only_npi_scope,0.135
pp_order,0.387
principle_A_c_command,0.493
principle_A_domain_1,1.0
principle_A_domain_2,0.504
principle_A_domain_3,0.481
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.58
recursion_poss_ditransitive_medium,0.621
recursion_poss_ditransitive_short,0.673
recursion_poss_transitive_long,0.744
recursion_poss_transitive_medium,0.763
recursion_poss_transitive_short,0.823
recursion_pp_is_long,0.0
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.998
sentential_negation_npi_licensor_present,0.329
sentential_negation_npi_scope,0.53
subj_aux_agreement_question_vary_aux,0.422
subj_aux_agreement_question_vary_subj,0.493
subj_aux_vary_subj,0.564
subj_aux_vary_verb,0.819
subj_aux_vary_verb_pp,0.436
subj_aux_vary_verb_rc,0.455
subj_verb_vary_verb,0.476
svo_vos,0.595
swapped_ditransitive_1,0.856
swapped_ditransitive_2,0.788
transitive,0.822
wh_island,0.979
wh_questions_object_gap,0.038
wh_questions_object_gap_long_distance,0.031
wh_questions_subject_gap,0.753
wh_questions_subject_gap_long_distance,0.832
wh_vs_that_no_gap,0.873
wh_vs_that_no_gap_long_distance,0.741
wh_vs_that_with_gap,0.578
wh_vs_that_with_gap_long_distance,0.634
