,best
adjunct_island,0.622
adv_order,0.521
wh_vs_that_with_gap,0.529
anaphor_gender_agreement,0.529
anaphor_number_agreement,0.461
recursion_pp_verb_long,0.687
center_embedding_double_1,0.754
recursion_pp_verb_medium,0.9
center_embedding_double_2,0.902
recursion_pp_verb_short,1.0
center_embedding_single_1,0.722
subj_aux_vary_verb_rc,0.516
center_embedding_single_2,0.743
complex_np_island,0.509
recursion_poss_transitive_medium,0.739
coordinate_structure_constrain_object_extraction,0.303
subj_aux_vary_verb_pp,0.518
determiner_noun_agreement_1,0.509
subj_verb_vary_verb,0.395
determiner_noun_agreement_2,0.58
svo_vos,0.482
determiner_noun_agreement_adj_1,0.525
swapped_ditransitive_1,0.787
determiner_noun_agreement_adj_2,0.601
ellipsis,0.17
green_ideas,0.418
intransitive,0.391
recursion_poss_transitive_short,0.806
left_branch_island_simple_question,0.376
recursion_pp_is_long,0.632
matrix_question_npi_licensor_present,0.581
npi_present,0.348
swapped_ditransitive_2,0.651
only_npi_licensor_present,1.0
only_npi_scope,0.815
pp_order,0.599
principle_A_c_command,0.468
principle_A_domain_1,0.991
principle_A_domain_2,0.506
principle_A_domain_3,0.502
transitive,0.746
recursion_intensifier_adj_long,1.0
wh_island,0.995
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.21
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.63
recursion_intensifier_adv_long,0.001
wh_questions_object_gap_long_distance,0.168
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.448
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.348
recursion_poss_ditransitive_long,0.491
recursion_pp_is_medium,0.468
recursion_poss_ditransitive_medium,0.479
recursion_pp_is_short,0.381
recursion_poss_ditransitive_short,0.449
wh_vs_that_no_gap,0.998
recursion_poss_transitive_long,0.723
subj_aux_agreement_question_vary_subj,0.487
sentential_negation_npi_licensor_present,0.963
wh_vs_that_no_gap_long_distance,0.991
sentential_negation_npi_scope,0.517
subj_aux_vary_subj,0.512
subj_aux_agreement_question_vary_aux,0.523
subj_aux_vary_verb,0.508
