,best
adjunct_island,0.657
adv_order,0.42
wh_vs_that_with_gap,0.233
anaphor_gender_agreement,0.505
anaphor_number_agreement,0.459
recursion_pp_verb_long,0.0
center_embedding_double_1,0.758
recursion_pp_verb_medium,0.0
center_embedding_double_2,0.695
recursion_pp_verb_short,0.0
center_embedding_single_1,0.889
subj_aux_vary_verb_rc,0.495
center_embedding_single_2,0.359
complex_np_island,0.197
recursion_poss_transitive_medium,0.23
coordinate_structure_constrain_object_extraction,0.331
subj_aux_vary_verb_pp,0.492
determiner_noun_agreement_1,0.531
subj_verb_vary_verb,0.555
determiner_noun_agreement_2,0.44
svo_vos,0.148
determiner_noun_agreement_adj_1,0.502
swapped_ditransitive_1,0.453
determiner_noun_agreement_adj_2,0.417
ellipsis,0.606
green_ideas,0.435
intransitive,0.419
recursion_poss_transitive_short,0.266
left_branch_island_simple_question,0.59
recursion_pp_is_long,0.499
matrix_question_npi_licensor_present,0.932
npi_present,0.336
swapped_ditransitive_2,0.516
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.526
principle_A_c_command,0.47
principle_A_domain_1,0.505
principle_A_domain_2,0.518
principle_A_domain_3,0.476
transitive,0.487
recursion_intensifier_adj_long,0.218
wh_island,0.845
recursion_intensifier_adj_medium,0.095
wh_questions_object_gap,0.657
recursion_intensifier_adj_short,0.002
wh_vs_that_with_gap_long_distance,0.061
recursion_intensifier_adv_long,0.801
wh_questions_object_gap_long_distance,0.734
recursion_intensifier_adv_medium,0.929
wh_questions_subject_gap,0.759
recursion_intensifier_adv_short,0.995
wh_questions_subject_gap_long_distance,0.881
recursion_poss_ditransitive_long,0.38
recursion_pp_is_medium,0.595
recursion_poss_ditransitive_medium,0.375
recursion_pp_is_short,0.609
recursion_poss_ditransitive_short,0.422
wh_vs_that_no_gap,0.999
recursion_poss_transitive_long,0.254
subj_aux_agreement_question_vary_subj,0.5
sentential_negation_npi_licensor_present,0.774
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.185
subj_aux_vary_subj,0.481
subj_aux_agreement_question_vary_aux,0.443
subj_aux_vary_verb,0.452
