,best
adjunct_island,0.578
adv_order,0.536
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.457
center_embedding_double_1,0.43
center_embedding_double_2,0.922
center_embedding_single_1,0.32
center_embedding_single_2,0.924
complex_np_island,0.451
coordinate_structure_constrain_object_extraction,0.3
determiner_noun_agreement_1,0.527
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.515
determiner_noun_agreement_adj_2,0.602
ellipsis,0.187
green_ideas,0.476
intransitive,0.475
left_branch_island_simple_question,0.191
matrix_question_npi_licensor_present,0.39
npi_present,0.382
only_npi_licensor_present,0.998
only_npi_scope,0.994
pp_order,0.515
principle_A_c_command,0.483
principle_A_domain_1,0.989
principle_A_domain_2,0.476
principle_A_domain_3,0.489
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.606
recursion_poss_ditransitive_medium,0.631
recursion_poss_ditransitive_short,0.627
recursion_poss_transitive_long,0.778
recursion_poss_transitive_medium,0.853
recursion_poss_transitive_short,0.955
recursion_pp_is_long,0.071
recursion_pp_is_medium,0.092
recursion_pp_is_short,0.149
recursion_pp_verb_long,0.024
recursion_pp_verb_medium,0.282
recursion_pp_verb_short,0.85
sentential_negation_npi_licensor_present,0.968
sentential_negation_npi_scope,0.33
subj_aux_agreement_question_vary_aux,0.471
subj_aux_agreement_question_vary_subj,0.481
subj_aux_vary_subj,0.5
subj_aux_vary_verb,0.489
subj_aux_vary_verb_pp,0.508
subj_aux_vary_verb_rc,0.511
subj_verb_vary_verb,0.388
svo_vos,0.462
swapped_ditransitive_1,0.951
swapped_ditransitive_2,0.842
transitive,0.759
wh_island,0.919
wh_questions_object_gap,0.219
wh_questions_object_gap_long_distance,0.156
wh_questions_subject_gap,0.702
wh_questions_subject_gap_long_distance,0.623
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.217
wh_vs_that_with_gap_long_distance,0.465
