,best
adjunct_island,0.918
adv_order,0.556
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.502
center_embedding_double_1,0.416
center_embedding_double_2,0.871
center_embedding_single_1,0.428
center_embedding_single_2,0.805
complex_np_island,0.53
coordinate_structure_constrain_object_extraction,0.481
determiner_noun_agreement_1,0.489
determiner_noun_agreement_2,0.622
determiner_noun_agreement_adj_1,0.522
determiner_noun_agreement_adj_2,0.569
ellipsis,0.309
green_ideas,0.524
intransitive,0.678
left_branch_island_simple_question,0.007
matrix_question_npi_licensor_present,0.743
npi_present,0.454
only_npi_licensor_present,1.0
only_npi_scope,0.618
pp_order,0.82
principle_A_c_command,0.479
principle_A_domain_1,1.0
principle_A_domain_2,0.523
principle_A_domain_3,0.482
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.556
recursion_poss_ditransitive_medium,0.593
recursion_poss_ditransitive_short,0.617
recursion_poss_transitive_long,0.951
recursion_poss_transitive_medium,0.915
recursion_poss_transitive_short,0.752
recursion_pp_is_long,0.067
recursion_pp_is_medium,0.001
recursion_pp_is_short,0.001
recursion_pp_verb_long,0.81
recursion_pp_verb_medium,0.981
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.345
sentential_negation_npi_scope,0.693
subj_aux_agreement_question_vary_aux,0.659
subj_aux_agreement_question_vary_subj,0.488
subj_aux_vary_subj,0.625
subj_aux_vary_verb,0.694
subj_aux_vary_verb_pp,0.444
subj_aux_vary_verb_rc,0.435
subj_verb_vary_verb,0.464
svo_vos,0.167
swapped_ditransitive_1,0.741
swapped_ditransitive_2,0.737
transitive,0.839
wh_island,0.988
wh_questions_object_gap,0.039
wh_questions_object_gap_long_distance,0.077
wh_questions_subject_gap,0.798
wh_questions_subject_gap_long_distance,0.892
wh_vs_that_no_gap,0.781
wh_vs_that_no_gap_long_distance,0.799
wh_vs_that_with_gap,0.606
wh_vs_that_with_gap_long_distance,0.607
