,best
adjunct_island,0.94
adv_order,0.75
wh_vs_that_with_gap,0.247
anaphor_gender_agreement,0.534
anaphor_number_agreement,0.708
recursion_pp_verb_long,0.253
center_embedding_double_1,0.42
recursion_pp_verb_medium,0.284
center_embedding_double_2,0.959
recursion_pp_verb_short,0.616
center_embedding_single_1,0.359
subj_aux_vary_verb_rc,0.418
center_embedding_single_2,0.96
complex_np_island,0.605
recursion_poss_transitive_medium,0.655
coordinate_structure_constrain_object_extraction,0.392
subj_aux_vary_verb_pp,0.409
determiner_noun_agreement_1,0.741
subj_verb_vary_verb,0.703
determiner_noun_agreement_2,0.822
svo_vos,0.9
determiner_noun_agreement_adj_1,0.596
swapped_ditransitive_1,0.732
determiner_noun_agreement_adj_2,0.68
ellipsis,0.627
green_ideas,0.299
intransitive,0.611
recursion_poss_transitive_short,0.952
left_branch_island_simple_question,0.497
recursion_pp_is_long,0.127
matrix_question_npi_licensor_present,0.022
npi_present,0.329
swapped_ditransitive_2,0.686
only_npi_licensor_present,1.0
only_npi_scope,0.952
pp_order,0.792
principle_A_c_command,0.541
principle_A_domain_1,1.0
principle_A_domain_2,0.483
principle_A_domain_3,0.477
transitive,0.882
recursion_intensifier_adj_long,0.999
wh_island,0.783
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.248
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.199
recursion_intensifier_adv_long,0.004
wh_questions_object_gap_long_distance,0.305
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.828
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.763
recursion_poss_ditransitive_long,0.805
recursion_pp_is_medium,0.038
recursion_poss_ditransitive_medium,0.796
recursion_pp_is_short,0.273
recursion_poss_ditransitive_short,0.786
wh_vs_that_no_gap,0.956
recursion_poss_transitive_long,0.499
subj_aux_agreement_question_vary_subj,0.527
sentential_negation_npi_licensor_present,0.39
wh_vs_that_no_gap_long_distance,0.941
sentential_negation_npi_scope,0.513
subj_aux_vary_subj,0.764
subj_aux_agreement_question_vary_aux,0.636
subj_aux_vary_verb,0.963
