,best
adjunct_island,0.505
adv_order,0.809
anaphor_gender_agreement,0.51
anaphor_number_agreement,0.505
center_embedding_double_1,0.685
center_embedding_double_2,0.865
center_embedding_single_1,0.668
center_embedding_single_2,0.915
complex_np_island,0.546
coordinate_structure_constrain_object_extraction,0.731
determiner_noun_agreement_1,0.48
determiner_noun_agreement_2,0.564
determiner_noun_agreement_adj_1,0.524
determiner_noun_agreement_adj_2,0.586
ellipsis,0.118
green_ideas,0.441
intransitive,0.44
left_branch_island_simple_question,0.376
matrix_question_npi_licensor_present,0.218
npi_present,0.483
only_npi_licensor_present,0.99
only_npi_scope,0.217
pp_order,0.706
principle_A_c_command,0.503
principle_A_domain_1,1.0
principle_A_domain_2,0.481
principle_A_domain_3,0.487
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.8
recursion_poss_ditransitive_medium,0.824
recursion_poss_ditransitive_short,0.787
recursion_poss_transitive_long,0.874
recursion_poss_transitive_medium,0.892
recursion_poss_transitive_short,0.925
recursion_pp_is_long,0.911
recursion_pp_is_medium,0.311
recursion_pp_is_short,0.202
recursion_pp_verb_long,0.987
recursion_pp_verb_medium,0.981
recursion_pp_verb_short,0.999
sentential_negation_npi_licensor_present,0.529
sentential_negation_npi_scope,0.656
subj_aux_agreement_question_vary_aux,0.619
subj_aux_agreement_question_vary_subj,0.495
subj_aux_vary_subj,0.554
subj_aux_vary_verb,0.679
subj_aux_vary_verb_pp,0.517
subj_aux_vary_verb_rc,0.51
subj_verb_vary_verb,0.42
svo_vos,0.623
swapped_ditransitive_1,0.857
swapped_ditransitive_2,0.869
transitive,0.786
wh_island,0.944
wh_questions_object_gap,0.262
wh_questions_object_gap_long_distance,0.213
wh_questions_subject_gap,0.82
wh_questions_subject_gap_long_distance,0.623
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.338
wh_vs_that_with_gap_long_distance,0.438
