,epoch_3
adjunct_island,0.633
adv_order,0.919
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.545
center_embedding_double_1,0.337
center_embedding_double_2,0.904
center_embedding_single_1,0.117
center_embedding_single_2,0.989
complex_np_island,0.552
coordinate_structure_constrain_object_extraction,0.606
determiner_noun_agreement_1,0.474
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.523
determiner_noun_agreement_adj_2,0.602
ellipsis,0.56
green_ideas,0.428
intransitive,0.515
left_branch_island_simple_question,0.48
matrix_question_npi_licensor_present,0.659
npi_present,0.44
only_npi_licensor_present,0.93
only_npi_scope,0.927
pp_order,0.779
principle_A_c_command,0.51
principle_A_domain_1,1.0
principle_A_domain_2,0.486
principle_A_domain_3,0.484
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.702
recursion_poss_ditransitive_medium,0.721
recursion_poss_ditransitive_short,0.767
recursion_poss_transitive_long,0.956
recursion_poss_transitive_medium,0.945
recursion_poss_transitive_short,0.971
recursion_pp_is_long,0.038
recursion_pp_is_medium,0.248
recursion_pp_is_short,0.582
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.986
sentential_negation_npi_licensor_present,0.244
sentential_negation_npi_scope,0.418
subj_aux_agreement_question_vary_aux,0.667
subj_aux_agreement_question_vary_subj,0.494
subj_aux_vary_subj,0.56
subj_aux_vary_verb,0.631
subj_aux_vary_verb_pp,0.506
subj_aux_vary_verb_rc,0.488
subj_verb_vary_verb,0.427
svo_vos,0.48
swapped_ditransitive_1,0.874
swapped_ditransitive_2,0.93
transitive,0.796
wh_island,0.979
wh_questions_object_gap,0.244
wh_questions_object_gap_long_distance,0.245
wh_questions_subject_gap,0.895
wh_questions_subject_gap_long_distance,0.908
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.111
wh_vs_that_with_gap_long_distance,0.13
