,best
adjunct_island,0.799
adv_order,0.695
wh_vs_that_with_gap,0.197
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.509
recursion_pp_verb_long,0.962
center_embedding_double_1,0.46
recursion_pp_verb_medium,0.996
center_embedding_double_2,0.923
recursion_pp_verb_short,1.0
center_embedding_single_1,0.338
subj_aux_vary_verb_rc,0.492
center_embedding_single_2,0.894
complex_np_island,0.643
recursion_poss_transitive_medium,0.981
coordinate_structure_constrain_object_extraction,0.31
subj_aux_vary_verb_pp,0.494
determiner_noun_agreement_1,0.502
subj_verb_vary_verb,0.468
determiner_noun_agreement_2,0.585
svo_vos,0.589
determiner_noun_agreement_adj_1,0.514
swapped_ditransitive_1,0.875
determiner_noun_agreement_adj_2,0.589
ellipsis,0.17
green_ideas,0.481
intransitive,0.618
recursion_poss_transitive_short,0.999
left_branch_island_simple_question,0.123
recursion_pp_is_long,0.244
matrix_question_npi_licensor_present,0.567
npi_present,0.467
swapped_ditransitive_2,0.867
only_npi_licensor_present,0.95
only_npi_scope,0.581
pp_order,0.858
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.513
principle_A_domain_3,0.487
transitive,0.879
recursion_intensifier_adj_long,1.0
wh_island,0.964
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.097
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.246
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.141
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.838
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.834
recursion_poss_ditransitive_long,0.721
recursion_pp_is_medium,0.393
recursion_poss_ditransitive_medium,0.737
recursion_pp_is_short,0.575
recursion_poss_ditransitive_short,0.772
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,1.0
subj_aux_agreement_question_vary_subj,0.487
sentential_negation_npi_licensor_present,0.067
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.421
subj_aux_vary_subj,0.555
subj_aux_agreement_question_vary_aux,0.603
subj_aux_vary_verb,0.667
