,best
adjunct_island,0.585
adv_order,0.56
anaphor_gender_agreement,0.498
anaphor_number_agreement,0.496
center_embedding_double_1,0.572
center_embedding_double_2,0.761
center_embedding_single_1,0.602
center_embedding_single_2,0.694
complex_np_island,0.387
coordinate_structure_constrain_object_extraction,0.197
determiner_noun_agreement_1,0.478
determiner_noun_agreement_2,0.541
determiner_noun_agreement_adj_1,0.506
determiner_noun_agreement_adj_2,0.553
ellipsis,0.126
green_ideas,0.45
intransitive,0.399
left_branch_island_simple_question,0.043
matrix_question_npi_licensor_present,0.171
npi_present,0.529
only_npi_licensor_present,1.0
only_npi_scope,0.29
pp_order,0.658
principle_A_c_command,0.493
principle_A_domain_1,1.0
principle_A_domain_2,0.503
principle_A_domain_3,0.486
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.515
recursion_poss_ditransitive_medium,0.596
recursion_poss_ditransitive_short,0.661
recursion_poss_transitive_long,0.648
recursion_poss_transitive_medium,0.697
recursion_poss_transitive_short,0.729
recursion_pp_is_long,0.331
recursion_pp_is_medium,0.04
recursion_pp_is_short,0.0
recursion_pp_verb_long,0.011
recursion_pp_verb_medium,0.397
recursion_pp_verb_short,0.995
sentential_negation_npi_licensor_present,0.547
sentential_negation_npi_scope,0.599
subj_aux_agreement_question_vary_aux,0.598
subj_aux_agreement_question_vary_subj,0.474
subj_aux_vary_subj,0.534
subj_aux_vary_verb,0.609
subj_aux_vary_verb_pp,0.487
subj_aux_vary_verb_rc,0.486
subj_verb_vary_verb,0.441
svo_vos,0.611
swapped_ditransitive_1,0.784
swapped_ditransitive_2,0.639
transitive,0.819
wh_island,0.969
wh_questions_object_gap,0.153
wh_questions_object_gap_long_distance,0.135
wh_questions_subject_gap,0.896
wh_questions_subject_gap_long_distance,0.929
wh_vs_that_no_gap,0.994
wh_vs_that_no_gap_long_distance,0.988
wh_vs_that_with_gap,0.259
wh_vs_that_with_gap_long_distance,0.279
