,best
adjunct_island,0.664
adv_order,0.647
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.515
center_embedding_double_1,0.535
center_embedding_double_2,0.883
center_embedding_single_1,0.361
center_embedding_single_2,0.928
complex_np_island,0.691
coordinate_structure_constrain_object_extraction,0.366
determiner_noun_agreement_1,0.541
determiner_noun_agreement_2,0.647
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.579
ellipsis,0.304
green_ideas,0.467
intransitive,0.688
left_branch_island_simple_question,0.095
matrix_question_npi_licensor_present,0.076
npi_present,0.481
only_npi_licensor_present,0.998
only_npi_scope,0.383
pp_order,0.779
principle_A_c_command,0.487
principle_A_domain_1,0.999
principle_A_domain_2,0.508
principle_A_domain_3,0.5
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.757
recursion_poss_ditransitive_medium,0.742
recursion_poss_ditransitive_short,0.766
recursion_poss_transitive_long,0.974
recursion_poss_transitive_medium,0.973
recursion_poss_transitive_short,1.0
recursion_pp_is_long,0.08
recursion_pp_is_medium,0.154
recursion_pp_is_short,0.471
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.193
sentential_negation_npi_scope,0.307
subj_aux_agreement_question_vary_aux,0.633
subj_aux_agreement_question_vary_subj,0.489
subj_aux_vary_subj,0.607
subj_aux_vary_verb,0.716
subj_aux_vary_verb_pp,0.476
subj_aux_vary_verb_rc,0.462
subj_verb_vary_verb,0.499
svo_vos,0.612
swapped_ditransitive_1,0.773
swapped_ditransitive_2,0.756
transitive,0.852
wh_island,0.89
wh_questions_object_gap,0.085
wh_questions_object_gap_long_distance,0.079
wh_questions_subject_gap,0.703
wh_questions_subject_gap_long_distance,0.666
wh_vs_that_no_gap,0.997
wh_vs_that_no_gap_long_distance,0.991
wh_vs_that_with_gap,0.264
wh_vs_that_with_gap_long_distance,0.379
