,best
adjunct_island,0.471
adv_order,0.391
anaphor_gender_agreement,0.487
anaphor_number_agreement,0.472
center_embedding_double_1,0.455
center_embedding_double_2,0.91
center_embedding_single_1,0.25
center_embedding_single_2,0.889
complex_np_island,0.441
coordinate_structure_constrain_object_extraction,0.393
determiner_noun_agreement_1,0.565
determiner_noun_agreement_2,0.577
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.599
ellipsis,0.099
green_ideas,0.501
intransitive,0.454
left_branch_island_simple_question,0.302
matrix_question_npi_licensor_present,0.542
npi_present,0.44
only_npi_licensor_present,1.0
only_npi_scope,0.976
pp_order,0.356
principle_A_c_command,0.463
principle_A_domain_1,0.398
principle_A_domain_2,0.502
principle_A_domain_3,0.486
recursion_intensifier_adj_long,0.978
recursion_intensifier_adj_medium,0.987
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.019
recursion_intensifier_adv_medium,0.007
recursion_intensifier_adv_short,0.002
recursion_poss_ditransitive_long,0.476
recursion_poss_ditransitive_medium,0.476
recursion_poss_ditransitive_short,0.492
recursion_poss_transitive_long,0.226
recursion_poss_transitive_medium,0.486
recursion_poss_transitive_short,0.821
recursion_pp_is_long,0.021
recursion_pp_is_medium,0.049
recursion_pp_is_short,0.057
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.005
recursion_pp_verb_short,0.45
sentential_negation_npi_licensor_present,0.754
sentential_negation_npi_scope,0.613
subj_aux_agreement_question_vary_aux,0.411
subj_aux_agreement_question_vary_subj,0.485
subj_aux_vary_subj,0.492
subj_aux_vary_verb,0.478
subj_aux_vary_verb_pp,0.497
subj_aux_vary_verb_rc,0.492
subj_verb_vary_verb,0.438
svo_vos,0.356
swapped_ditransitive_1,0.866
swapped_ditransitive_2,0.756
transitive,0.667
wh_island,0.64
wh_questions_object_gap,0.378
wh_questions_object_gap_long_distance,0.362
wh_questions_subject_gap,0.631
wh_questions_subject_gap_long_distance,0.637
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.995
wh_vs_that_with_gap,0.338
wh_vs_that_with_gap_long_distance,0.56
