,best
adjunct_island,0.657
adv_order,0.752
wh_vs_that_with_gap,0.317
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.501
recursion_pp_verb_long,1.0
center_embedding_double_1,0.528
recursion_pp_verb_medium,1.0
center_embedding_double_2,0.946
recursion_pp_verb_short,1.0
center_embedding_single_1,0.341
subj_aux_vary_verb_rc,0.489
center_embedding_single_2,0.869
complex_np_island,0.567
recursion_poss_transitive_medium,0.91
coordinate_structure_constrain_object_extraction,0.536
subj_aux_vary_verb_pp,0.459
determiner_noun_agreement_1,0.49
subj_verb_vary_verb,0.413
determiner_noun_agreement_2,0.581
svo_vos,0.757
determiner_noun_agreement_adj_1,0.52
swapped_ditransitive_1,0.808
determiner_noun_agreement_adj_2,0.602
ellipsis,0.393
green_ideas,0.448
intransitive,0.612
recursion_poss_transitive_short,0.948
left_branch_island_simple_question,0.489
recursion_pp_is_long,0.661
matrix_question_npi_licensor_present,0.084
npi_present,0.458
swapped_ditransitive_2,0.829
only_npi_licensor_present,1.0
only_npi_scope,0.61
pp_order,0.898
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.511
principle_A_domain_3,0.461
transitive,0.835
recursion_intensifier_adj_long,1.0
wh_island,0.921
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.219
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.297
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.182
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.817
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.683
recursion_poss_ditransitive_long,0.754
recursion_pp_is_medium,0.211
recursion_poss_ditransitive_medium,0.756
recursion_pp_is_short,0.409
recursion_poss_ditransitive_short,0.714
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.911
subj_aux_agreement_question_vary_subj,0.489
sentential_negation_npi_licensor_present,0.523
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.636
subj_aux_vary_subj,0.561
subj_aux_agreement_question_vary_aux,0.48
subj_aux_vary_verb,0.734
