,best
adjunct_island,0.529
adv_order,0.721
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.478
center_embedding_double_1,0.495
center_embedding_double_2,0.96
center_embedding_single_1,0.326
center_embedding_single_2,0.977
complex_np_island,0.603
coordinate_structure_constrain_object_extraction,0.708
determiner_noun_agreement_1,0.478
determiner_noun_agreement_2,0.59
determiner_noun_agreement_adj_1,0.515
determiner_noun_agreement_adj_2,0.589
ellipsis,0.391
green_ideas,0.438
intransitive,0.615
left_branch_island_simple_question,0.56
matrix_question_npi_licensor_present,0.008
npi_present,0.401
only_npi_licensor_present,0.988
only_npi_scope,0.126
pp_order,0.901
principle_A_c_command,0.498
principle_A_domain_1,1.0
principle_A_domain_2,0.518
principle_A_domain_3,0.46
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.7
recursion_poss_ditransitive_medium,0.752
recursion_poss_ditransitive_short,0.736
recursion_poss_transitive_long,0.98
recursion_poss_transitive_medium,0.971
recursion_poss_transitive_short,0.992
recursion_pp_is_long,0.565
recursion_pp_is_medium,0.133
recursion_pp_is_short,0.344
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.952
sentential_negation_npi_licensor_present,0.515
sentential_negation_npi_scope,0.553
subj_aux_agreement_question_vary_aux,0.511
subj_aux_agreement_question_vary_subj,0.497
subj_aux_vary_subj,0.582
subj_aux_vary_verb,0.738
subj_aux_vary_verb_pp,0.501
subj_aux_vary_verb_rc,0.504
subj_verb_vary_verb,0.431
svo_vos,0.721
swapped_ditransitive_1,0.713
swapped_ditransitive_2,0.642
transitive,0.817
wh_island,0.912
wh_questions_object_gap,0.205
wh_questions_object_gap_long_distance,0.214
wh_questions_subject_gap,0.764
wh_questions_subject_gap_long_distance,0.621
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.331
wh_vs_that_with_gap_long_distance,0.331
