,best
adjunct_island,0.848
adv_order,0.705
wh_vs_that_with_gap,0.253
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.523
recursion_pp_verb_long,0.977
center_embedding_double_1,0.455
recursion_pp_verb_medium,0.997
center_embedding_double_2,0.932
recursion_pp_verb_short,1.0
center_embedding_single_1,0.346
subj_aux_vary_verb_rc,0.484
center_embedding_single_2,0.915
complex_np_island,0.656
recursion_poss_transitive_medium,0.987
coordinate_structure_constrain_object_extraction,0.241
subj_aux_vary_verb_pp,0.485
determiner_noun_agreement_1,0.524
subj_verb_vary_verb,0.473
determiner_noun_agreement_2,0.593
svo_vos,0.592
determiner_noun_agreement_adj_1,0.524
swapped_ditransitive_1,0.881
determiner_noun_agreement_adj_2,0.599
ellipsis,0.197
green_ideas,0.471
intransitive,0.605
recursion_poss_transitive_short,1.0
left_branch_island_simple_question,0.158
recursion_pp_is_long,0.306
matrix_question_npi_licensor_present,0.504
npi_present,0.466
swapped_ditransitive_2,0.844
only_npi_licensor_present,0.999
only_npi_scope,0.566
pp_order,0.859
principle_A_c_command,0.503
principle_A_domain_1,1.0
principle_A_domain_2,0.516
principle_A_domain_3,0.493
transitive,0.873
recursion_intensifier_adj_long,1.0
wh_island,0.968
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.097
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.303
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.13
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.81
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.791
recursion_poss_ditransitive_long,0.761
recursion_pp_is_medium,0.445
recursion_poss_ditransitive_medium,0.791
recursion_pp_is_short,0.635
recursion_poss_ditransitive_short,0.809
wh_vs_that_no_gap,0.999
recursion_poss_transitive_long,0.999
subj_aux_agreement_question_vary_subj,0.487
sentential_negation_npi_licensor_present,0.039
wh_vs_that_no_gap_long_distance,0.999
sentential_negation_npi_scope,0.424
subj_aux_vary_subj,0.584
subj_aux_agreement_question_vary_aux,0.573
subj_aux_vary_verb,0.733
