,best
adjunct_island,0.748
adv_order,0.755
wh_vs_that_with_gap,0.41
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.498
recursion_pp_verb_long,1.0
center_embedding_double_1,0.456
recursion_pp_verb_medium,0.995
center_embedding_double_2,0.987
recursion_pp_verb_short,1.0
center_embedding_single_1,0.287
subj_aux_vary_verb_rc,0.468
center_embedding_single_2,0.916
complex_np_island,0.584
recursion_poss_transitive_medium,0.859
coordinate_structure_constrain_object_extraction,0.367
subj_aux_vary_verb_pp,0.453
determiner_noun_agreement_1,0.526
subj_verb_vary_verb,0.441
determiner_noun_agreement_2,0.617
svo_vos,0.71
determiner_noun_agreement_adj_1,0.527
swapped_ditransitive_1,0.715
determiner_noun_agreement_adj_2,0.6
ellipsis,0.475
green_ideas,0.386
intransitive,0.676
recursion_poss_transitive_short,0.937
left_branch_island_simple_question,0.465
recursion_pp_is_long,0.458
matrix_question_npi_licensor_present,0.086
npi_present,0.348
swapped_ditransitive_2,0.701
only_npi_licensor_present,1.0
only_npi_scope,0.82
pp_order,0.825
principle_A_c_command,0.502
principle_A_domain_1,1.0
principle_A_domain_2,0.509
principle_A_domain_3,0.476
transitive,0.827
recursion_intensifier_adj_long,1.0
wh_island,0.835
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.209
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.357
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.212
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.798
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.68
recursion_poss_ditransitive_long,0.839
recursion_pp_is_medium,0.127
recursion_poss_ditransitive_medium,0.751
recursion_pp_is_short,0.307
recursion_poss_ditransitive_short,0.624
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.912
subj_aux_agreement_question_vary_subj,0.494
sentential_negation_npi_licensor_present,0.491
wh_vs_that_no_gap_long_distance,0.997
sentential_negation_npi_scope,0.628
subj_aux_vary_subj,0.561
subj_aux_agreement_question_vary_aux,0.498
subj_aux_vary_verb,0.775
