,best
adjunct_island,0.652
adv_order,0.642
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.52
center_embedding_double_1,0.527
center_embedding_double_2,0.876
center_embedding_single_1,0.346
center_embedding_single_2,0.92
complex_np_island,0.702
coordinate_structure_constrain_object_extraction,0.397
determiner_noun_agreement_1,0.518
determiner_noun_agreement_2,0.638
determiner_noun_agreement_adj_1,0.512
determiner_noun_agreement_adj_2,0.565
ellipsis,0.269
green_ideas,0.468
intransitive,0.683
left_branch_island_simple_question,0.092
matrix_question_npi_licensor_present,0.068
npi_present,0.48
only_npi_licensor_present,0.991
only_npi_scope,0.317
pp_order,0.805
principle_A_c_command,0.483
principle_A_domain_1,0.999
principle_A_domain_2,0.512
principle_A_domain_3,0.505
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.695
recursion_poss_ditransitive_medium,0.691
recursion_poss_ditransitive_short,0.747
recursion_poss_transitive_long,0.975
recursion_poss_transitive_medium,0.973
recursion_poss_transitive_short,0.999
recursion_pp_is_long,0.066
recursion_pp_is_medium,0.144
recursion_pp_is_short,0.484
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.216
sentential_negation_npi_scope,0.304
subj_aux_agreement_question_vary_aux,0.611
subj_aux_agreement_question_vary_subj,0.487
subj_aux_vary_subj,0.589
subj_aux_vary_verb,0.688
subj_aux_vary_verb_pp,0.491
subj_aux_vary_verb_rc,0.465
subj_verb_vary_verb,0.499
svo_vos,0.661
swapped_ditransitive_1,0.803
swapped_ditransitive_2,0.781
transitive,0.848
wh_island,0.881
wh_questions_object_gap,0.081
wh_questions_object_gap_long_distance,0.079
wh_questions_subject_gap,0.716
wh_questions_subject_gap_long_distance,0.687
wh_vs_that_no_gap,0.997
wh_vs_that_no_gap_long_distance,0.991
wh_vs_that_with_gap,0.234
wh_vs_that_with_gap_long_distance,0.337
