,best
adjunct_island,0.6
adv_order,0.551
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.457
center_embedding_double_1,0.431
center_embedding_double_2,0.921
center_embedding_single_1,0.321
center_embedding_single_2,0.928
complex_np_island,0.448
coordinate_structure_constrain_object_extraction,0.292
determiner_noun_agreement_1,0.541
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.518
determiner_noun_agreement_adj_2,0.602
ellipsis,0.194
green_ideas,0.466
intransitive,0.472
left_branch_island_simple_question,0.173
matrix_question_npi_licensor_present,0.411
npi_present,0.392
only_npi_licensor_present,0.997
only_npi_scope,0.994
pp_order,0.539
principle_A_c_command,0.48
principle_A_domain_1,0.996
principle_A_domain_2,0.475
principle_A_domain_3,0.492
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.603
recursion_poss_ditransitive_medium,0.644
recursion_poss_ditransitive_short,0.632
recursion_poss_transitive_long,0.784
recursion_poss_transitive_medium,0.858
recursion_poss_transitive_short,0.955
recursion_pp_is_long,0.075
recursion_pp_is_medium,0.092
recursion_pp_is_short,0.16
recursion_pp_verb_long,0.032
recursion_pp_verb_medium,0.322
recursion_pp_verb_short,0.866
sentential_negation_npi_licensor_present,0.97
sentential_negation_npi_scope,0.336
subj_aux_agreement_question_vary_aux,0.486
subj_aux_agreement_question_vary_subj,0.483
subj_aux_vary_subj,0.5
subj_aux_vary_verb,0.493
subj_aux_vary_verb_pp,0.511
subj_aux_vary_verb_rc,0.509
subj_verb_vary_verb,0.388
svo_vos,0.47
swapped_ditransitive_1,0.956
swapped_ditransitive_2,0.848
transitive,0.761
wh_island,0.958
wh_questions_object_gap,0.225
wh_questions_object_gap_long_distance,0.164
wh_questions_subject_gap,0.751
wh_questions_subject_gap_long_distance,0.67
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.192
wh_vs_that_with_gap_long_distance,0.425
