,best
adjunct_island,0.491
adv_order,0.475
anaphor_gender_agreement,0.499
anaphor_number_agreement,0.498
center_embedding_double_1,0.42
center_embedding_double_2,0.916
center_embedding_single_1,0.308
center_embedding_single_2,0.913
complex_np_island,0.437
coordinate_structure_constrain_object_extraction,0.354
determiner_noun_agreement_1,0.523
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.52
determiner_noun_agreement_adj_2,0.602
ellipsis,0.135
green_ideas,0.496
intransitive,0.475
left_branch_island_simple_question,0.253
matrix_question_npi_licensor_present,0.355
npi_present,0.274
only_npi_licensor_present,1.0
only_npi_scope,0.97
pp_order,0.401
principle_A_c_command,0.492
principle_A_domain_1,0.927
principle_A_domain_2,0.481
principle_A_domain_3,0.479
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.544
recursion_poss_ditransitive_medium,0.559
recursion_poss_ditransitive_short,0.576
recursion_poss_transitive_long,0.724
recursion_poss_transitive_medium,0.804
recursion_poss_transitive_short,0.948
recursion_pp_is_long,0.054
recursion_pp_is_medium,0.084
recursion_pp_is_short,0.064
recursion_pp_verb_long,0.007
recursion_pp_verb_medium,0.246
recursion_pp_verb_short,0.845
sentential_negation_npi_licensor_present,0.941
sentential_negation_npi_scope,0.43
subj_aux_agreement_question_vary_aux,0.408
subj_aux_agreement_question_vary_subj,0.487
subj_aux_vary_subj,0.485
subj_aux_vary_verb,0.465
subj_aux_vary_verb_pp,0.502
subj_aux_vary_verb_rc,0.506
subj_verb_vary_verb,0.386
svo_vos,0.436
swapped_ditransitive_1,0.932
swapped_ditransitive_2,0.781
transitive,0.748
wh_island,0.729
wh_questions_object_gap,0.248
wh_questions_object_gap_long_distance,0.163
wh_questions_subject_gap,0.537
wh_questions_subject_gap_long_distance,0.494
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.984
wh_vs_that_with_gap,0.29
wh_vs_that_with_gap_long_distance,0.554
