,best
adjunct_island,0.51
adv_order,0.493
wh_vs_that_with_gap,0.659
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.413
recursion_pp_verb_long,0.0
center_embedding_double_1,0.656
recursion_pp_verb_medium,0.0
center_embedding_double_2,0.54
recursion_pp_verb_short,0.005
center_embedding_single_1,0.426
subj_aux_vary_verb_rc,0.559
center_embedding_single_2,0.416
complex_np_island,0.515
recursion_poss_transitive_medium,0.389
coordinate_structure_constrain_object_extraction,0.262
subj_aux_vary_verb_pp,0.531
determiner_noun_agreement_1,0.48
subj_verb_vary_verb,0.586
determiner_noun_agreement_2,0.506
svo_vos,0.348
determiner_noun_agreement_adj_1,0.502
swapped_ditransitive_1,0.346
determiner_noun_agreement_adj_2,0.5
ellipsis,0.583
green_ideas,0.387
intransitive,0.596
recursion_poss_transitive_short,0.379
left_branch_island_simple_question,0.586
recursion_pp_is_long,0.56
matrix_question_npi_licensor_present,0.62
npi_present,0.386
swapped_ditransitive_2,0.38
only_npi_licensor_present,1.0
only_npi_scope,0.468
pp_order,0.435
principle_A_c_command,0.483
principle_A_domain_1,0.698
principle_A_domain_2,0.525
principle_A_domain_3,0.49
transitive,0.407
recursion_intensifier_adj_long,0.577
wh_island,0.572
recursion_intensifier_adj_medium,0.585
wh_questions_object_gap,0.331
recursion_intensifier_adj_short,0.602
wh_vs_that_with_gap_long_distance,0.919
recursion_intensifier_adv_long,0.423
wh_questions_object_gap_long_distance,0.323
recursion_intensifier_adv_medium,0.44
wh_questions_subject_gap,0.131
recursion_intensifier_adv_short,0.365
wh_questions_subject_gap_long_distance,0.111
recursion_poss_ditransitive_long,0.259
recursion_pp_is_medium,0.473
recursion_poss_ditransitive_medium,0.216
recursion_pp_is_short,0.495
recursion_poss_ditransitive_short,0.19
wh_vs_that_no_gap,0.329
recursion_poss_transitive_long,0.349
subj_aux_agreement_question_vary_subj,0.483
sentential_negation_npi_licensor_present,0.036
wh_vs_that_no_gap_long_distance,0.156
sentential_negation_npi_scope,0.671
subj_aux_vary_subj,0.543
subj_aux_agreement_question_vary_aux,0.477
subj_aux_vary_verb,0.539
