,best
adjunct_island,0.348
adv_order,0.498
wh_vs_that_with_gap,0.297
anaphor_gender_agreement,0.52
anaphor_number_agreement,0.465
recursion_pp_verb_long,0.0
center_embedding_double_1,0.566
recursion_pp_verb_medium,0.0
center_embedding_double_2,0.538
recursion_pp_verb_short,0.0
center_embedding_single_1,0.464
subj_aux_vary_verb_rc,0.54
center_embedding_single_2,0.348
complex_np_island,0.551
recursion_poss_transitive_medium,0.418
coordinate_structure_constrain_object_extraction,0.291
subj_aux_vary_verb_pp,0.528
determiner_noun_agreement_1,0.464
subj_verb_vary_verb,0.487
determiner_noun_agreement_2,0.501
svo_vos,0.451
determiner_noun_agreement_adj_1,0.483
swapped_ditransitive_1,0.459
determiner_noun_agreement_adj_2,0.496
ellipsis,0.508
green_ideas,0.474
intransitive,0.512
recursion_poss_transitive_short,0.396
left_branch_island_simple_question,0.313
recursion_pp_is_long,0.683
matrix_question_npi_licensor_present,0.396
npi_present,0.418
swapped_ditransitive_2,0.492
only_npi_licensor_present,0.318
only_npi_scope,0.456
pp_order,0.573
principle_A_c_command,0.491
principle_A_domain_1,0.661
principle_A_domain_2,0.509
principle_A_domain_3,0.506
transitive,0.454
recursion_intensifier_adj_long,0.521
wh_island,0.449
recursion_intensifier_adj_medium,0.52
wh_questions_object_gap,0.541
recursion_intensifier_adj_short,0.507
wh_vs_that_with_gap_long_distance,0.511
recursion_intensifier_adv_long,0.501
wh_questions_object_gap_long_distance,0.552
recursion_intensifier_adv_medium,0.524
wh_questions_subject_gap,0.294
recursion_intensifier_adv_short,0.457
wh_questions_subject_gap_long_distance,0.278
recursion_poss_ditransitive_long,0.508
recursion_pp_is_medium,0.503
recursion_poss_ditransitive_medium,0.46
recursion_pp_is_short,0.597
recursion_poss_ditransitive_short,0.394
wh_vs_that_no_gap,0.415
recursion_poss_transitive_long,0.509
subj_aux_agreement_question_vary_subj,0.47
sentential_negation_npi_licensor_present,0.005
wh_vs_that_no_gap_long_distance,0.172
sentential_negation_npi_scope,0.686
subj_aux_vary_subj,0.538
subj_aux_agreement_question_vary_aux,0.471
subj_aux_vary_verb,0.525
