,best
adjunct_island,0.848
adv_order,0.436
wh_vs_that_with_gap,0.595
anaphor_gender_agreement,0.534
anaphor_number_agreement,0.634
recursion_pp_verb_long,0.82
center_embedding_double_1,0.413
recursion_pp_verb_medium,0.889
center_embedding_double_2,0.938
recursion_pp_verb_short,0.863
center_embedding_single_1,0.512
subj_aux_vary_verb_rc,0.3
center_embedding_single_2,0.862
complex_np_island,0.424
recursion_poss_transitive_medium,0.804
coordinate_structure_constrain_object_extraction,0.464
subj_aux_vary_verb_pp,0.122
determiner_noun_agreement_1,0.836
subj_verb_vary_verb,0.68
determiner_noun_agreement_2,0.817
svo_vos,0.635
determiner_noun_agreement_adj_1,0.746
swapped_ditransitive_1,0.954
determiner_noun_agreement_adj_2,0.681
ellipsis,0.659
green_ideas,0.548
intransitive,0.739
recursion_poss_transitive_short,0.907
left_branch_island_simple_question,0.102
recursion_pp_is_long,0.022
matrix_question_npi_licensor_present,0.149
npi_present,0.451
swapped_ditransitive_2,0.898
only_npi_licensor_present,0.987
only_npi_scope,0.126
pp_order,0.367
principle_A_c_command,0.498
principle_A_domain_1,1.0
principle_A_domain_2,0.555
principle_A_domain_3,0.473
transitive,0.899
recursion_intensifier_adj_long,1.0
wh_island,0.915
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.177
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.507
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.263
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.827
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.805
recursion_poss_ditransitive_long,0.661
recursion_pp_is_medium,0.016
recursion_poss_ditransitive_medium,0.565
recursion_pp_is_short,0.154
recursion_poss_ditransitive_short,0.564
wh_vs_that_no_gap,0.799
recursion_poss_transitive_long,0.762
subj_aux_agreement_question_vary_subj,0.521
sentential_negation_npi_licensor_present,0.174
wh_vs_that_no_gap_long_distance,0.685
sentential_negation_npi_scope,0.44
subj_aux_vary_subj,0.733
subj_aux_agreement_question_vary_aux,0.562
subj_aux_vary_verb,0.862
