,best
adjunct_island,0.575
adv_order,0.537
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.46
center_embedding_double_1,0.427
center_embedding_double_2,0.922
center_embedding_single_1,0.322
center_embedding_single_2,0.92
complex_np_island,0.45
coordinate_structure_constrain_object_extraction,0.311
determiner_noun_agreement_1,0.529
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.517
determiner_noun_agreement_adj_2,0.602
ellipsis,0.184
green_ideas,0.478
intransitive,0.473
left_branch_island_simple_question,0.195
matrix_question_npi_licensor_present,0.399
npi_present,0.38
only_npi_licensor_present,0.998
only_npi_scope,0.996
pp_order,0.517
principle_A_c_command,0.483
principle_A_domain_1,0.987
principle_A_domain_2,0.477
principle_A_domain_3,0.492
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.607
recursion_poss_ditransitive_medium,0.637
recursion_poss_ditransitive_short,0.634
recursion_poss_transitive_long,0.781
recursion_poss_transitive_medium,0.857
recursion_poss_transitive_short,0.958
recursion_pp_is_long,0.078
recursion_pp_is_medium,0.094
recursion_pp_is_short,0.154
recursion_pp_verb_long,0.015
recursion_pp_verb_medium,0.253
recursion_pp_verb_short,0.821
sentential_negation_npi_licensor_present,0.977
sentential_negation_npi_scope,0.316
subj_aux_agreement_question_vary_aux,0.472
subj_aux_agreement_question_vary_subj,0.484
subj_aux_vary_subj,0.503
subj_aux_vary_verb,0.488
subj_aux_vary_verb_pp,0.509
subj_aux_vary_verb_rc,0.511
subj_verb_vary_verb,0.388
svo_vos,0.459
swapped_ditransitive_1,0.949
swapped_ditransitive_2,0.847
transitive,0.758
wh_island,0.922
wh_questions_object_gap,0.22
wh_questions_object_gap_long_distance,0.155
wh_questions_subject_gap,0.697
wh_questions_subject_gap_long_distance,0.618
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.222
wh_vs_that_with_gap_long_distance,0.47
