,best
adjunct_island,0.48
adv_order,0.457
anaphor_gender_agreement,0.471
anaphor_number_agreement,0.462
center_embedding_double_1,0.744
center_embedding_double_2,0.559
center_embedding_single_1,0.568
center_embedding_single_2,0.381
complex_np_island,0.459
coordinate_structure_constrain_object_extraction,0.564
determiner_noun_agreement_1,0.484
determiner_noun_agreement_2,0.533
determiner_noun_agreement_adj_1,0.497
determiner_noun_agreement_adj_2,0.538
ellipsis,0.389
green_ideas,0.371
intransitive,0.704
left_branch_island_simple_question,0.608
matrix_question_npi_licensor_present,0.819
npi_present,0.844
only_npi_licensor_present,0.0
only_npi_scope,0.166
pp_order,0.64
principle_A_c_command,0.495
principle_A_domain_1,0.487
principle_A_domain_2,0.53
principle_A_domain_3,0.48
recursion_intensifier_adj_long,0.246
recursion_intensifier_adj_medium,0.205
recursion_intensifier_adj_short,0.256
recursion_intensifier_adv_long,0.729
recursion_intensifier_adv_medium,0.795
recursion_intensifier_adv_short,0.714
recursion_poss_ditransitive_long,0.637
recursion_poss_ditransitive_medium,0.659
recursion_poss_ditransitive_short,0.607
recursion_poss_transitive_long,0.152
recursion_poss_transitive_medium,0.167
recursion_poss_transitive_short,0.306
recursion_pp_is_long,0.974
recursion_pp_is_medium,0.778
recursion_pp_is_short,0.656
recursion_pp_verb_long,0.325
recursion_pp_verb_medium,0.245
recursion_pp_verb_short,0.163
sentential_negation_npi_licensor_present,0.69
sentential_negation_npi_scope,0.372
subj_aux_agreement_question_vary_aux,0.51
subj_aux_agreement_question_vary_subj,0.497
subj_aux_vary_subj,0.484
subj_aux_vary_verb,0.535
subj_aux_vary_verb_pp,0.508
subj_aux_vary_verb_rc,0.529
subj_verb_vary_verb,0.486
svo_vos,0.355
swapped_ditransitive_1,0.482
swapped_ditransitive_2,0.485
transitive,0.411
wh_island,0.742
wh_questions_object_gap,0.456
wh_questions_object_gap_long_distance,0.468
wh_questions_subject_gap,0.538
wh_questions_subject_gap_long_distance,0.54
wh_vs_that_no_gap,0.677
wh_vs_that_no_gap_long_distance,0.535
wh_vs_that_with_gap,0.568
wh_vs_that_with_gap_long_distance,0.684
