,best
adjunct_island,0.941
adv_order,0.745
wh_vs_that_with_gap,0.271
anaphor_gender_agreement,0.54
anaphor_number_agreement,0.706
recursion_pp_verb_long,0.37
center_embedding_double_1,0.401
recursion_pp_verb_medium,0.433
center_embedding_double_2,0.966
recursion_pp_verb_short,0.676
center_embedding_single_1,0.365
subj_aux_vary_verb_rc,0.426
center_embedding_single_2,0.967
complex_np_island,0.601
recursion_poss_transitive_medium,0.613
coordinate_structure_constrain_object_extraction,0.439
subj_aux_vary_verb_pp,0.412
determiner_noun_agreement_1,0.754
subj_verb_vary_verb,0.726
determiner_noun_agreement_2,0.848
svo_vos,0.897
determiner_noun_agreement_adj_1,0.6
swapped_ditransitive_1,0.724
determiner_noun_agreement_adj_2,0.699
ellipsis,0.591
green_ideas,0.298
intransitive,0.655
recursion_poss_transitive_short,0.938
left_branch_island_simple_question,0.529
recursion_pp_is_long,0.345
matrix_question_npi_licensor_present,0.037
npi_present,0.324
swapped_ditransitive_2,0.702
only_npi_licensor_present,1.0
only_npi_scope,0.968
pp_order,0.826
principle_A_c_command,0.542
principle_A_domain_1,1.0
principle_A_domain_2,0.48
principle_A_domain_3,0.467
transitive,0.873
recursion_intensifier_adj_long,0.999
wh_island,0.813
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.246
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.227
recursion_intensifier_adv_long,0.002
wh_questions_object_gap_long_distance,0.297
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.831
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.752
recursion_poss_ditransitive_long,0.824
recursion_pp_is_medium,0.12
recursion_poss_ditransitive_medium,0.808
recursion_pp_is_short,0.331
recursion_poss_ditransitive_short,0.779
wh_vs_that_no_gap,0.956
recursion_poss_transitive_long,0.425
subj_aux_agreement_question_vary_subj,0.523
sentential_negation_npi_licensor_present,0.435
wh_vs_that_no_gap_long_distance,0.934
sentential_negation_npi_scope,0.499
subj_aux_vary_subj,0.767
subj_aux_agreement_question_vary_aux,0.61
subj_aux_vary_verb,0.967
