,best
adjunct_island,0.615
adv_order,0.382
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.458
center_embedding_double_1,0.692
center_embedding_double_2,0.513
center_embedding_single_1,0.799
center_embedding_single_2,0.261
complex_np_island,0.152
coordinate_structure_constrain_object_extraction,0.402
determiner_noun_agreement_1,0.527
determiner_noun_agreement_2,0.431
determiner_noun_agreement_adj_1,0.5
determiner_noun_agreement_adj_2,0.405
ellipsis,0.635
green_ideas,0.47
intransitive,0.413
left_branch_island_simple_question,0.515
matrix_question_npi_licensor_present,0.938
npi_present,0.396
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.479
principle_A_c_command,0.479
principle_A_domain_1,0.538
principle_A_domain_2,0.511
principle_A_domain_3,0.488
recursion_intensifier_adj_long,0.0
recursion_intensifier_adj_medium,0.0
recursion_intensifier_adj_short,0.0
recursion_intensifier_adv_long,0.999
recursion_intensifier_adv_medium,1.0
recursion_intensifier_adv_short,1.0
recursion_poss_ditransitive_long,0.445
recursion_poss_ditransitive_medium,0.515
recursion_poss_ditransitive_short,0.559
recursion_poss_transitive_long,0.627
recursion_poss_transitive_medium,0.632
recursion_poss_transitive_short,0.646
recursion_pp_is_long,0.907
recursion_pp_is_medium,0.967
recursion_pp_is_short,0.947
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.574
sentential_negation_npi_scope,0.154
subj_aux_agreement_question_vary_aux,0.476
subj_aux_agreement_question_vary_subj,0.489
subj_aux_vary_subj,0.481
subj_aux_vary_verb,0.554
subj_aux_vary_verb_pp,0.486
subj_aux_vary_verb_rc,0.511
subj_verb_vary_verb,0.55
svo_vos,0.159
swapped_ditransitive_1,0.318
swapped_ditransitive_2,0.421
transitive,0.48
wh_island,0.823
wh_questions_object_gap,0.9
wh_questions_object_gap_long_distance,0.942
wh_questions_subject_gap,0.904
wh_questions_subject_gap_long_distance,0.983
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.007
wh_vs_that_with_gap_long_distance,0.0
