,epoch_10
adjunct_island,0.736
adv_order,0.833
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.508
center_embedding_double_1,0.316
center_embedding_double_2,0.93
center_embedding_single_1,0.09
center_embedding_single_2,0.986
complex_np_island,0.472
coordinate_structure_constrain_object_extraction,0.596
determiner_noun_agreement_1,0.504
determiner_noun_agreement_2,0.604
determiner_noun_agreement_adj_1,0.523
determiner_noun_agreement_adj_2,0.604
ellipsis,0.724
green_ideas,0.438
intransitive,0.624
left_branch_island_simple_question,0.388
matrix_question_npi_licensor_present,0.587
npi_present,0.369
only_npi_licensor_present,0.881
only_npi_scope,0.939
pp_order,0.793
principle_A_c_command,0.507
principle_A_domain_1,1.0
principle_A_domain_2,0.508
principle_A_domain_3,0.486
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.456
recursion_poss_ditransitive_medium,0.469
recursion_poss_ditransitive_short,0.58
recursion_poss_transitive_long,0.917
recursion_poss_transitive_medium,0.923
recursion_poss_transitive_short,0.982
recursion_pp_is_long,0.306
recursion_pp_is_medium,0.491
recursion_pp_is_short,0.655
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.935
sentential_negation_npi_licensor_present,0.354
sentential_negation_npi_scope,0.37
subj_aux_agreement_question_vary_aux,0.803
subj_aux_agreement_question_vary_subj,0.493
subj_aux_vary_subj,0.555
subj_aux_vary_verb,0.714
subj_aux_vary_verb_pp,0.47
subj_aux_vary_verb_rc,0.486
subj_verb_vary_verb,0.438
svo_vos,0.496
swapped_ditransitive_1,0.876
swapped_ditransitive_2,0.91
transitive,0.797
wh_island,0.926
wh_questions_object_gap,0.175
wh_questions_object_gap_long_distance,0.149
wh_questions_subject_gap,0.831
wh_questions_subject_gap_long_distance,0.871
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.318
wh_vs_that_with_gap_long_distance,0.331
