,best
adjunct_island,0.406
adv_order,0.509
anaphor_gender_agreement,0.511
anaphor_number_agreement,0.451
center_embedding_double_1,0.26
center_embedding_double_2,0.335
center_embedding_single_1,0.071
center_embedding_single_2,0.313
complex_np_island,0.502
coordinate_structure_constrain_object_extraction,0.283
determiner_noun_agreement_1,0.494
determiner_noun_agreement_2,0.484
determiner_noun_agreement_adj_1,0.5
determiner_noun_agreement_adj_2,0.48
ellipsis,0.329
green_ideas,0.519
intransitive,0.684
left_branch_island_simple_question,0.126
matrix_question_npi_licensor_present,0.736
npi_present,0.881
only_npi_licensor_present,0.807
only_npi_scope,0.792
pp_order,0.482
principle_A_c_command,0.478
principle_A_domain_1,0.01
principle_A_domain_2,0.553
principle_A_domain_3,0.485
recursion_intensifier_adj_long,0.806
recursion_intensifier_adj_medium,0.747
recursion_intensifier_adj_short,0.415
recursion_intensifier_adv_long,0.219
recursion_intensifier_adv_medium,0.322
recursion_intensifier_adv_short,0.564
recursion_poss_ditransitive_long,0.334
recursion_poss_ditransitive_medium,0.328
recursion_poss_ditransitive_short,0.298
recursion_poss_transitive_long,0.369
recursion_poss_transitive_medium,0.32
recursion_poss_transitive_short,0.329
recursion_pp_is_long,0.453
recursion_pp_is_medium,0.685
recursion_pp_is_short,0.998
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.0
sentential_negation_npi_licensor_present,0.0
sentential_negation_npi_scope,0.491
subj_aux_agreement_question_vary_aux,0.512
subj_aux_agreement_question_vary_subj,0.464
subj_aux_vary_subj,0.536
subj_aux_vary_verb,0.668
subj_aux_vary_verb_pp,0.575
subj_aux_vary_verb_rc,0.532
subj_verb_vary_verb,0.526
svo_vos,0.322
swapped_ditransitive_1,0.849
swapped_ditransitive_2,0.8
transitive,0.398
wh_island,0.32
wh_questions_object_gap,0.18
wh_questions_object_gap_long_distance,0.16
wh_questions_subject_gap,0.348
wh_questions_subject_gap_long_distance,0.137
wh_vs_that_no_gap,0.495
wh_vs_that_no_gap_long_distance,0.2
wh_vs_that_with_gap,0.282
wh_vs_that_with_gap_long_distance,0.67
