,best
adjunct_island,0.859
adv_order,0.461
wh_vs_that_with_gap,0.569
anaphor_gender_agreement,0.522
anaphor_number_agreement,0.57
recursion_pp_verb_long,0.784
center_embedding_double_1,0.414
recursion_pp_verb_medium,0.954
center_embedding_double_2,0.917
recursion_pp_verb_short,0.992
center_embedding_single_1,0.481
subj_aux_vary_verb_rc,0.333
center_embedding_single_2,0.863
complex_np_island,0.434
recursion_poss_transitive_medium,0.777
coordinate_structure_constrain_object_extraction,0.468
subj_aux_vary_verb_pp,0.168
determiner_noun_agreement_1,0.756
subj_verb_vary_verb,0.621
determiner_noun_agreement_2,0.761
svo_vos,0.619
determiner_noun_agreement_adj_1,0.632
swapped_ditransitive_1,0.946
determiner_noun_agreement_adj_2,0.632
ellipsis,0.664
green_ideas,0.526
intransitive,0.728
recursion_poss_transitive_short,0.922
left_branch_island_simple_question,0.082
recursion_pp_is_long,0.0
matrix_question_npi_licensor_present,0.109
npi_present,0.441
swapped_ditransitive_2,0.876
only_npi_licensor_present,0.958
only_npi_scope,0.087
pp_order,0.335
principle_A_c_command,0.487
principle_A_domain_1,1.0
principle_A_domain_2,0.557
principle_A_domain_3,0.475
transitive,0.873
recursion_intensifier_adj_long,1.0
wh_island,0.947
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.17
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.559
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.215
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.82
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.766
recursion_poss_ditransitive_long,0.59
recursion_pp_is_medium,0.001
recursion_poss_ditransitive_medium,0.508
recursion_pp_is_short,0.152
recursion_poss_ditransitive_short,0.523
wh_vs_that_no_gap,0.835
recursion_poss_transitive_long,0.687
subj_aux_agreement_question_vary_subj,0.511
sentential_negation_npi_licensor_present,0.056
wh_vs_that_no_gap_long_distance,0.693
sentential_negation_npi_scope,0.4
subj_aux_vary_subj,0.69
subj_aux_agreement_question_vary_aux,0.58
subj_aux_vary_verb,0.913
