,best
adjunct_island,0.505
adv_order,0.37
anaphor_gender_agreement,0.498
anaphor_number_agreement,0.475
center_embedding_double_1,0.669
center_embedding_double_2,0.924
center_embedding_single_1,0.586
center_embedding_single_2,0.749
complex_np_island,0.413
coordinate_structure_constrain_object_extraction,0.459
determiner_noun_agreement_1,0.523
determiner_noun_agreement_2,0.5
determiner_noun_agreement_adj_1,0.493
determiner_noun_agreement_adj_2,0.5
ellipsis,0.25
green_ideas,0.509
intransitive,0.419
left_branch_island_simple_question,0.451
matrix_question_npi_licensor_present,0.48
npi_present,0.908
only_npi_licensor_present,1.0
only_npi_scope,0.823
pp_order,0.393
principle_A_c_command,0.482
principle_A_domain_1,0.487
principle_A_domain_2,0.512
principle_A_domain_3,0.499
recursion_intensifier_adj_long,0.833
recursion_intensifier_adj_medium,0.84
recursion_intensifier_adj_short,0.804
recursion_intensifier_adv_long,0.175
recursion_intensifier_adv_medium,0.148
recursion_intensifier_adv_short,0.185
recursion_poss_ditransitive_long,0.484
recursion_poss_ditransitive_medium,0.505
recursion_poss_ditransitive_short,0.603
recursion_poss_transitive_long,0.537
recursion_poss_transitive_medium,0.481
recursion_poss_transitive_short,0.238
recursion_pp_is_long,0.899
recursion_pp_is_medium,0.633
recursion_pp_is_short,0.431
recursion_pp_verb_long,0.797
recursion_pp_verb_medium,0.934
recursion_pp_verb_short,0.947
sentential_negation_npi_licensor_present,0.876
sentential_negation_npi_scope,0.188
subj_aux_agreement_question_vary_aux,0.519
subj_aux_agreement_question_vary_subj,0.46
subj_aux_vary_subj,0.53
subj_aux_vary_verb,0.553
subj_aux_vary_verb_pp,0.467
subj_aux_vary_verb_rc,0.489
subj_verb_vary_verb,0.466
svo_vos,0.566
swapped_ditransitive_1,0.594
swapped_ditransitive_2,0.418
transitive,0.605
wh_island,0.797
wh_questions_object_gap,0.535
wh_questions_object_gap_long_distance,0.505
wh_questions_subject_gap,0.658
wh_questions_subject_gap_long_distance,0.648
wh_vs_that_no_gap,0.872
wh_vs_that_no_gap_long_distance,0.904
wh_vs_that_with_gap,0.549
wh_vs_that_with_gap_long_distance,0.573
