,best
adjunct_island,0.908
adv_order,0.745
wh_vs_that_with_gap,0.293
anaphor_gender_agreement,0.51
anaphor_number_agreement,0.656
recursion_pp_verb_long,0.38
center_embedding_double_1,0.44
recursion_pp_verb_medium,0.388
center_embedding_double_2,0.956
recursion_pp_verb_short,0.719
center_embedding_single_1,0.334
subj_aux_vary_verb_rc,0.446
center_embedding_single_2,0.944
complex_np_island,0.582
recursion_poss_transitive_medium,0.678
coordinate_structure_constrain_object_extraction,0.395
subj_aux_vary_verb_pp,0.431
determiner_noun_agreement_1,0.627
subj_verb_vary_verb,0.6
determiner_noun_agreement_2,0.713
svo_vos,0.887
determiner_noun_agreement_adj_1,0.549
swapped_ditransitive_1,0.639
determiner_noun_agreement_adj_2,0.638
ellipsis,0.643
green_ideas,0.307
intransitive,0.577
recursion_poss_transitive_short,0.917
left_branch_island_simple_question,0.522
recursion_pp_is_long,0.237
matrix_question_npi_licensor_present,0.028
npi_present,0.245
swapped_ditransitive_2,0.644
only_npi_licensor_present,1.0
only_npi_scope,0.904
pp_order,0.795
principle_A_c_command,0.524
principle_A_domain_1,1.0
principle_A_domain_2,0.477
principle_A_domain_3,0.486
transitive,0.845
recursion_intensifier_adj_long,1.0
wh_island,0.83
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.27
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.229
recursion_intensifier_adv_long,0.002
wh_questions_object_gap_long_distance,0.314
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.796
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.736
recursion_poss_ditransitive_long,0.768
recursion_pp_is_medium,0.065
recursion_poss_ditransitive_medium,0.761
recursion_pp_is_short,0.274
recursion_poss_ditransitive_short,0.707
wh_vs_that_no_gap,0.97
recursion_poss_transitive_long,0.63
subj_aux_agreement_question_vary_subj,0.511
sentential_negation_npi_licensor_present,0.357
wh_vs_that_no_gap_long_distance,0.96
sentential_negation_npi_scope,0.588
subj_aux_vary_subj,0.693
subj_aux_agreement_question_vary_aux,0.56
subj_aux_vary_verb,0.881
