,best
adjunct_island,0.81
adv_order,0.46
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.464
center_embedding_double_1,0.448
center_embedding_double_2,0.875
center_embedding_single_1,0.38
center_embedding_single_2,0.789
complex_np_island,0.375
coordinate_structure_constrain_object_extraction,0.446
determiner_noun_agreement_1,0.494
determiner_noun_agreement_2,0.627
determiner_noun_agreement_adj_1,0.513
determiner_noun_agreement_adj_2,0.586
ellipsis,0.278
green_ideas,0.499
intransitive,0.637
left_branch_island_simple_question,0.051
matrix_question_npi_licensor_present,0.035
npi_present,0.47
only_npi_licensor_present,0.23
only_npi_scope,0.125
pp_order,0.369
principle_A_c_command,0.495
principle_A_domain_1,1.0
principle_A_domain_2,0.5
principle_A_domain_3,0.481
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.556
recursion_poss_ditransitive_medium,0.624
recursion_poss_ditransitive_short,0.684
recursion_poss_transitive_long,0.729
recursion_poss_transitive_medium,0.739
recursion_poss_transitive_short,0.795
recursion_pp_is_long,0.0
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.95
sentential_negation_npi_licensor_present,0.427
sentential_negation_npi_scope,0.596
subj_aux_agreement_question_vary_aux,0.41
subj_aux_agreement_question_vary_subj,0.485
subj_aux_vary_subj,0.571
subj_aux_vary_verb,0.799
subj_aux_vary_verb_pp,0.438
subj_aux_vary_verb_rc,0.464
subj_verb_vary_verb,0.49
svo_vos,0.6
swapped_ditransitive_1,0.82
swapped_ditransitive_2,0.761
transitive,0.818
wh_island,0.996
wh_questions_object_gap,0.06
wh_questions_object_gap_long_distance,0.048
wh_questions_subject_gap,0.762
wh_questions_subject_gap_long_distance,0.823
wh_vs_that_no_gap,0.936
wh_vs_that_no_gap_long_distance,0.868
wh_vs_that_with_gap,0.546
wh_vs_that_with_gap_long_distance,0.547
