,best
adjunct_island,0.768
adv_order,0.767
wh_vs_that_with_gap,0.393
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.486
recursion_pp_verb_long,0.994
center_embedding_double_1,0.439
recursion_pp_verb_medium,0.974
center_embedding_double_2,0.987
recursion_pp_verb_short,0.98
center_embedding_single_1,0.282
subj_aux_vary_verb_rc,0.461
center_embedding_single_2,0.941
complex_np_island,0.563
recursion_poss_transitive_medium,0.817
coordinate_structure_constrain_object_extraction,0.361
subj_aux_vary_verb_pp,0.444
determiner_noun_agreement_1,0.54
subj_verb_vary_verb,0.463
determiner_noun_agreement_2,0.629
svo_vos,0.729
determiner_noun_agreement_adj_1,0.526
swapped_ditransitive_1,0.673
determiner_noun_agreement_adj_2,0.604
ellipsis,0.464
green_ideas,0.365
intransitive,0.687
recursion_poss_transitive_short,0.929
left_branch_island_simple_question,0.509
recursion_pp_is_long,0.409
matrix_question_npi_licensor_present,0.075
npi_present,0.331
swapped_ditransitive_2,0.647
only_npi_licensor_present,1.0
only_npi_scope,0.83
pp_order,0.798
principle_A_c_command,0.505
principle_A_domain_1,1.0
principle_A_domain_2,0.512
principle_A_domain_3,0.473
transitive,0.836
recursion_intensifier_adj_long,1.0
wh_island,0.833
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.229
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.333
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.239
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.797
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.697
recursion_poss_ditransitive_long,0.861
recursion_pp_is_medium,0.134
recursion_poss_ditransitive_medium,0.794
recursion_pp_is_short,0.294
recursion_poss_ditransitive_short,0.642
wh_vs_that_no_gap,0.997
recursion_poss_transitive_long,0.874
subj_aux_agreement_question_vary_subj,0.492
sentential_negation_npi_licensor_present,0.477
wh_vs_that_no_gap_long_distance,0.992
sentential_negation_npi_scope,0.644
subj_aux_vary_subj,0.572
subj_aux_agreement_question_vary_aux,0.502
subj_aux_vary_verb,0.794
