,best
adjunct_island,0.565
adv_order,0.809
anaphor_gender_agreement,0.513
anaphor_number_agreement,0.467
center_embedding_double_1,0.757
center_embedding_double_2,0.811
center_embedding_single_1,0.781
center_embedding_single_2,0.821
complex_np_island,0.506
coordinate_structure_constrain_object_extraction,0.612
determiner_noun_agreement_1,0.475
determiner_noun_agreement_2,0.569
determiner_noun_agreement_adj_1,0.518
determiner_noun_agreement_adj_2,0.591
ellipsis,0.129
green_ideas,0.44
intransitive,0.389
left_branch_island_simple_question,0.384
matrix_question_npi_licensor_present,0.199
npi_present,0.516
only_npi_licensor_present,0.994
only_npi_scope,0.253
pp_order,0.767
principle_A_c_command,0.482
principle_A_domain_1,0.997
principle_A_domain_2,0.492
principle_A_domain_3,0.482
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.694
recursion_poss_ditransitive_medium,0.731
recursion_poss_ditransitive_short,0.638
recursion_poss_transitive_long,0.864
recursion_poss_transitive_medium,0.901
recursion_poss_transitive_short,0.954
recursion_pp_is_long,0.867
recursion_pp_is_medium,0.279
recursion_pp_is_short,0.152
recursion_pp_verb_long,0.987
recursion_pp_verb_medium,0.97
recursion_pp_verb_short,0.993
sentential_negation_npi_licensor_present,0.584
sentential_negation_npi_scope,0.539
subj_aux_agreement_question_vary_aux,0.584
subj_aux_agreement_question_vary_subj,0.494
subj_aux_vary_subj,0.55
subj_aux_vary_verb,0.658
subj_aux_vary_verb_pp,0.516
subj_aux_vary_verb_rc,0.517
subj_verb_vary_verb,0.411
svo_vos,0.638
swapped_ditransitive_1,0.803
swapped_ditransitive_2,0.76
transitive,0.789
wh_island,0.921
wh_questions_object_gap,0.227
wh_questions_object_gap_long_distance,0.159
wh_questions_subject_gap,0.79
wh_questions_subject_gap_long_distance,0.602
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.437
wh_vs_that_with_gap_long_distance,0.532
