,best
adjunct_island,0.827
adv_order,0.442
wh_vs_that_with_gap,0.526
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.477
recursion_pp_verb_long,0.624
center_embedding_double_1,0.424
recursion_pp_verb_medium,0.927
center_embedding_double_2,0.915
recursion_pp_verb_short,0.977
center_embedding_single_1,0.424
subj_aux_vary_verb_rc,0.382
center_embedding_single_2,0.852
complex_np_island,0.467
recursion_poss_transitive_medium,0.771
coordinate_structure_constrain_object_extraction,0.544
subj_aux_vary_verb_pp,0.26
determiner_noun_agreement_1,0.576
subj_verb_vary_verb,0.551
determiner_noun_agreement_2,0.665
svo_vos,0.69
determiner_noun_agreement_adj_1,0.541
swapped_ditransitive_1,0.931
determiner_noun_agreement_adj_2,0.57
ellipsis,0.493
green_ideas,0.534
intransitive,0.667
recursion_poss_transitive_short,0.83
left_branch_island_simple_question,0.134
recursion_pp_is_long,0.0
matrix_question_npi_licensor_present,0.059
npi_present,0.43
swapped_ditransitive_2,0.833
only_npi_licensor_present,0.968
only_npi_scope,0.138
pp_order,0.337
principle_A_c_command,0.506
principle_A_domain_1,1.0
principle_A_domain_2,0.522
principle_A_domain_3,0.485
transitive,0.843
recursion_intensifier_adj_long,1.0
wh_island,0.933
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.143
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.449
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.148
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.792
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.827
recursion_poss_ditransitive_long,0.658
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.581
recursion_pp_is_short,0.099
recursion_poss_ditransitive_short,0.539
wh_vs_that_no_gap,0.907
recursion_poss_transitive_long,0.759
subj_aux_agreement_question_vary_subj,0.506
sentential_negation_npi_licensor_present,0.074
wh_vs_that_no_gap_long_distance,0.855
sentential_negation_npi_scope,0.51
subj_aux_vary_subj,0.607
subj_aux_agreement_question_vary_aux,0.549
subj_aux_vary_verb,0.882
