,best
adjunct_island,0.85
adv_order,0.441
wh_vs_that_with_gap,0.628
anaphor_gender_agreement,0.533
anaphor_number_agreement,0.65
recursion_pp_verb_long,0.865
center_embedding_double_1,0.42
recursion_pp_verb_medium,0.917
center_embedding_double_2,0.93
recursion_pp_verb_short,0.899
center_embedding_single_1,0.518
subj_aux_vary_verb_rc,0.301
center_embedding_single_2,0.859
complex_np_island,0.414
recursion_poss_transitive_medium,0.802
coordinate_structure_constrain_object_extraction,0.46
subj_aux_vary_verb_pp,0.125
determiner_noun_agreement_1,0.843
subj_verb_vary_verb,0.68
determiner_noun_agreement_2,0.815
svo_vos,0.644
determiner_noun_agreement_adj_1,0.758
swapped_ditransitive_1,0.953
determiner_noun_agreement_adj_2,0.678
ellipsis,0.664
green_ideas,0.55
intransitive,0.742
recursion_poss_transitive_short,0.901
left_branch_island_simple_question,0.1
recursion_pp_is_long,0.019
matrix_question_npi_licensor_present,0.176
npi_present,0.462
swapped_ditransitive_2,0.896
only_npi_licensor_present,0.972
only_npi_scope,0.133
pp_order,0.364
principle_A_c_command,0.488
principle_A_domain_1,1.0
principle_A_domain_2,0.559
principle_A_domain_3,0.468
transitive,0.895
recursion_intensifier_adj_long,1.0
wh_island,0.912
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.166
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.543
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.253
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.823
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.787
recursion_poss_ditransitive_long,0.673
recursion_pp_is_medium,0.014
recursion_poss_ditransitive_medium,0.568
recursion_pp_is_short,0.142
recursion_poss_ditransitive_short,0.562
wh_vs_that_no_gap,0.765
recursion_poss_transitive_long,0.784
subj_aux_agreement_question_vary_subj,0.526
sentential_negation_npi_licensor_present,0.227
wh_vs_that_no_gap_long_distance,0.636
sentential_negation_npi_scope,0.43
subj_aux_vary_subj,0.722
subj_aux_agreement_question_vary_aux,0.573
subj_aux_vary_verb,0.857
