,best
adjunct_island,0.315
adv_order,0.253
anaphor_gender_agreement,0.506
anaphor_number_agreement,0.423
center_embedding_double_1,0.527
center_embedding_double_2,0.838
center_embedding_single_1,0.248
center_embedding_single_2,0.696
complex_np_island,0.373
coordinate_structure_constrain_object_extraction,0.572
determiner_noun_agreement_1,0.534
determiner_noun_agreement_2,0.491
determiner_noun_agreement_adj_1,0.47
determiner_noun_agreement_adj_2,0.486
ellipsis,0.099
green_ideas,0.52
intransitive,0.371
left_branch_island_simple_question,0.382
matrix_question_npi_licensor_present,0.493
npi_present,0.118
only_npi_licensor_present,1.0
only_npi_scope,0.774
pp_order,0.237
principle_A_c_command,0.481
principle_A_domain_1,0.161
principle_A_domain_2,0.525
principle_A_domain_3,0.526
recursion_intensifier_adj_long,0.845
recursion_intensifier_adj_medium,0.637
recursion_intensifier_adj_short,0.201
recursion_intensifier_adv_long,0.152
recursion_intensifier_adv_medium,0.362
recursion_intensifier_adv_short,0.83
recursion_poss_ditransitive_long,0.581
recursion_poss_ditransitive_medium,0.575
recursion_poss_ditransitive_short,0.591
recursion_poss_transitive_long,0.594
recursion_poss_transitive_medium,0.604
recursion_poss_transitive_short,0.567
recursion_pp_is_long,0.527
recursion_pp_is_medium,0.49
recursion_pp_is_short,0.359
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.0
recursion_pp_verb_short,0.007
sentential_negation_npi_licensor_present,0.604
sentential_negation_npi_scope,0.234
subj_aux_agreement_question_vary_aux,0.55
subj_aux_agreement_question_vary_subj,0.492
subj_aux_vary_subj,0.523
subj_aux_vary_verb,0.464
subj_aux_vary_verb_pp,0.526
subj_aux_vary_verb_rc,0.488
subj_verb_vary_verb,0.525
svo_vos,0.47
swapped_ditransitive_1,0.577
swapped_ditransitive_2,0.571
transitive,0.595
wh_island,0.94
wh_questions_object_gap,0.572
wh_questions_object_gap_long_distance,0.537
wh_questions_subject_gap,0.711
wh_questions_subject_gap_long_distance,0.796
wh_vs_that_no_gap,0.978
wh_vs_that_no_gap_long_distance,0.988
wh_vs_that_with_gap,0.391
wh_vs_that_with_gap_long_distance,0.372
