,best
adjunct_island,0.546
adv_order,0.668
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.501
center_embedding_double_1,0.541
center_embedding_double_2,0.828
center_embedding_single_1,0.285
center_embedding_single_2,0.757
complex_np_island,0.672
coordinate_structure_constrain_object_extraction,0.431
determiner_noun_agreement_1,0.474
determiner_noun_agreement_2,0.571
determiner_noun_agreement_adj_1,0.507
determiner_noun_agreement_adj_2,0.548
ellipsis,0.152
green_ideas,0.496
intransitive,0.592
left_branch_island_simple_question,0.072
matrix_question_npi_licensor_present,0.116
npi_present,0.481
only_npi_licensor_present,0.996
only_npi_scope,0.128
pp_order,0.825
principle_A_c_command,0.486
principle_A_domain_1,0.999
principle_A_domain_2,0.532
principle_A_domain_3,0.525
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.742
recursion_poss_ditransitive_medium,0.756
recursion_poss_ditransitive_short,0.782
recursion_poss_transitive_long,0.982
recursion_poss_transitive_medium,0.924
recursion_poss_transitive_short,0.925
recursion_pp_is_long,0.091
recursion_pp_is_medium,0.23
recursion_pp_is_short,0.526
recursion_pp_verb_long,0.812
recursion_pp_verb_medium,0.938
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.162
sentential_negation_npi_scope,0.318
subj_aux_agreement_question_vary_aux,0.604
subj_aux_agreement_question_vary_subj,0.48
subj_aux_vary_subj,0.535
subj_aux_vary_verb,0.625
subj_aux_vary_verb_pp,0.501
subj_aux_vary_verb_rc,0.479
subj_verb_vary_verb,0.496
svo_vos,0.8
swapped_ditransitive_1,0.894
swapped_ditransitive_2,0.88
transitive,0.85
wh_island,0.718
wh_questions_object_gap,0.073
wh_questions_object_gap_long_distance,0.066
wh_questions_subject_gap,0.769
wh_questions_subject_gap_long_distance,0.736
wh_vs_that_no_gap,0.986
wh_vs_that_no_gap_long_distance,0.955
wh_vs_that_with_gap,0.296
wh_vs_that_with_gap_long_distance,0.426
