,best
adjunct_island,0.272
adv_order,0.471
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.507
center_embedding_double_1,0.078
center_embedding_double_2,0.782
center_embedding_single_1,0.099
center_embedding_single_2,0.82
complex_np_island,0.661
coordinate_structure_constrain_object_extraction,0.615
determiner_noun_agreement_1,0.466
determiner_noun_agreement_2,0.498
determiner_noun_agreement_adj_1,0.471
determiner_noun_agreement_adj_2,0.487
ellipsis,0.103
green_ideas,0.592
intransitive,0.51
left_branch_island_simple_question,0.356
matrix_question_npi_licensor_present,0.245
npi_present,0.814
only_npi_licensor_present,1.0
only_npi_scope,0.153
pp_order,0.102
principle_A_c_command,0.509
principle_A_domain_1,0.104
principle_A_domain_2,0.509
principle_A_domain_3,0.481
recursion_intensifier_adj_long,0.706
recursion_intensifier_adj_medium,0.743
recursion_intensifier_adj_short,0.764
recursion_intensifier_adv_long,0.288
recursion_intensifier_adv_medium,0.266
recursion_intensifier_adv_short,0.24
recursion_poss_ditransitive_long,0.584
recursion_poss_ditransitive_medium,0.547
recursion_poss_ditransitive_short,0.497
recursion_poss_transitive_long,0.863
recursion_poss_transitive_medium,0.842
recursion_poss_transitive_short,0.806
recursion_pp_is_long,0.462
recursion_pp_is_medium,0.442
recursion_pp_is_short,0.467
recursion_pp_verb_long,0.381
recursion_pp_verb_medium,0.496
recursion_pp_verb_short,0.611
sentential_negation_npi_licensor_present,0.605
sentential_negation_npi_scope,0.48
subj_aux_agreement_question_vary_aux,0.528
subj_aux_agreement_question_vary_subj,0.48
subj_aux_vary_subj,0.553
subj_aux_vary_verb,0.581
subj_aux_vary_verb_pp,0.487
subj_aux_vary_verb_rc,0.477
subj_verb_vary_verb,0.51
svo_vos,0.642
swapped_ditransitive_1,0.768
swapped_ditransitive_2,0.549
transitive,0.482
wh_island,1.0
wh_questions_object_gap,0.429
wh_questions_object_gap_long_distance,0.441
wh_questions_subject_gap,0.392
wh_questions_subject_gap_long_distance,0.31
wh_vs_that_no_gap,0.996
wh_vs_that_no_gap_long_distance,0.963
wh_vs_that_with_gap,0.125
wh_vs_that_with_gap_long_distance,0.124
