,best
adjunct_island,0.435
adv_order,0.464
anaphor_gender_agreement,0.44
anaphor_number_agreement,0.478
center_embedding_double_1,0.228
center_embedding_double_2,0.555
center_embedding_single_1,0.491
center_embedding_single_2,0.938
complex_np_island,0.356
coordinate_structure_constrain_object_extraction,0.263
determiner_noun_agreement_1,0.505
determiner_noun_agreement_2,0.559
determiner_noun_agreement_adj_1,0.504
determiner_noun_agreement_adj_2,0.599
ellipsis,0.545
green_ideas,0.504
intransitive,0.468
left_branch_island_simple_question,0.236
matrix_question_npi_licensor_present,0.588
npi_present,0.806
only_npi_licensor_present,0.0
only_npi_scope,0.003
pp_order,0.544
principle_A_c_command,0.454
principle_A_domain_1,0.808
principle_A_domain_2,0.564
principle_A_domain_3,0.503
recursion_intensifier_adj_long,0.188
recursion_intensifier_adj_medium,0.192
recursion_intensifier_adj_short,0.282
recursion_intensifier_adv_long,0.831
recursion_intensifier_adv_medium,0.797
recursion_intensifier_adv_short,0.731
recursion_poss_ditransitive_long,0.445
recursion_poss_ditransitive_medium,0.485
recursion_poss_ditransitive_short,0.523
recursion_poss_transitive_long,0.075
recursion_poss_transitive_medium,0.116
recursion_poss_transitive_short,0.209
recursion_pp_is_long,1.0
recursion_pp_is_medium,0.999
recursion_pp_is_short,0.725
recursion_pp_verb_long,0.291
recursion_pp_verb_medium,0.296
recursion_pp_verb_short,0.275
sentential_negation_npi_licensor_present,0.997
sentential_negation_npi_scope,0.053
subj_aux_agreement_question_vary_aux,0.528
subj_aux_agreement_question_vary_subj,0.503
subj_aux_vary_subj,0.512
subj_aux_vary_verb,0.421
subj_aux_vary_verb_pp,0.495
subj_aux_vary_verb_rc,0.489
subj_verb_vary_verb,0.529
svo_vos,0.322
swapped_ditransitive_1,0.593
swapped_ditransitive_2,0.644
transitive,0.558
wh_island,0.952
wh_questions_object_gap,0.76
wh_questions_object_gap_long_distance,0.72
wh_questions_subject_gap,0.819
wh_questions_subject_gap_long_distance,0.911
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.011
wh_vs_that_with_gap_long_distance,0.026
