,best
adjunct_island,0.515
adv_order,0.691
anaphor_gender_agreement,0.502
anaphor_number_agreement,0.509
center_embedding_double_1,0.518
center_embedding_double_2,0.64
center_embedding_single_1,0.26
center_embedding_single_2,0.518
complex_np_island,0.585
coordinate_structure_constrain_object_extraction,0.333
determiner_noun_agreement_1,0.486
determiner_noun_agreement_2,0.519
determiner_noun_agreement_adj_1,0.496
determiner_noun_agreement_adj_2,0.517
ellipsis,0.083
green_ideas,0.516
intransitive,0.572
left_branch_island_simple_question,0.031
matrix_question_npi_licensor_present,0.242
npi_present,0.548
only_npi_licensor_present,1.0
only_npi_scope,0.159
pp_order,0.803
principle_A_c_command,0.489
principle_A_domain_1,0.946
principle_A_domain_2,0.534
principle_A_domain_3,0.517
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.879
recursion_poss_ditransitive_medium,0.856
recursion_poss_ditransitive_short,0.835
recursion_poss_transitive_long,0.815
recursion_poss_transitive_medium,0.752
recursion_poss_transitive_short,0.744
recursion_pp_is_long,0.479
recursion_pp_is_medium,0.443
recursion_pp_is_short,0.645
recursion_pp_verb_long,0.006
recursion_pp_verb_medium,0.099
recursion_pp_verb_short,0.701
sentential_negation_npi_licensor_present,0.112
sentential_negation_npi_scope,0.266
subj_aux_agreement_question_vary_aux,0.555
subj_aux_agreement_question_vary_subj,0.482
subj_aux_vary_subj,0.543
subj_aux_vary_verb,0.623
subj_aux_vary_verb_pp,0.53
subj_aux_vary_verb_rc,0.537
subj_verb_vary_verb,0.498
svo_vos,0.802
swapped_ditransitive_1,0.96
swapped_ditransitive_2,0.988
transitive,0.81
wh_island,0.582
wh_questions_object_gap,0.073
wh_questions_object_gap_long_distance,0.067
wh_questions_subject_gap,0.78
wh_questions_subject_gap_long_distance,0.706
wh_vs_that_no_gap,0.966
wh_vs_that_no_gap_long_distance,0.903
wh_vs_that_with_gap,0.529
wh_vs_that_with_gap_long_distance,0.677
