,best
adjunct_island,0.956
adv_order,0.75
wh_vs_that_with_gap,0.296
anaphor_gender_agreement,0.538
anaphor_number_agreement,0.727
recursion_pp_verb_long,0.41
center_embedding_double_1,0.426
recursion_pp_verb_medium,0.5
center_embedding_double_2,0.963
recursion_pp_verb_short,0.725
center_embedding_single_1,0.392
subj_aux_vary_verb_rc,0.413
center_embedding_single_2,0.969
complex_np_island,0.621
recursion_poss_transitive_medium,0.665
coordinate_structure_constrain_object_extraction,0.41
subj_aux_vary_verb_pp,0.41
determiner_noun_agreement_1,0.762
subj_verb_vary_verb,0.726
determiner_noun_agreement_2,0.864
svo_vos,0.901
determiner_noun_agreement_adj_1,0.612
swapped_ditransitive_1,0.726
determiner_noun_agreement_adj_2,0.706
ellipsis,0.594
green_ideas,0.309
intransitive,0.617
recursion_poss_transitive_short,0.945
left_branch_island_simple_question,0.462
recursion_pp_is_long,0.36
matrix_question_npi_licensor_present,0.029
npi_present,0.331
swapped_ditransitive_2,0.745
only_npi_licensor_present,1.0
only_npi_scope,0.978
pp_order,0.817
principle_A_c_command,0.54
principle_A_domain_1,1.0
principle_A_domain_2,0.487
principle_A_domain_3,0.469
transitive,0.886
recursion_intensifier_adj_long,1.0
wh_island,0.774
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.239
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.239
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.28
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.836
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.78
recursion_poss_ditransitive_long,0.84
recursion_pp_is_medium,0.138
recursion_poss_ditransitive_medium,0.822
recursion_pp_is_short,0.344
recursion_poss_ditransitive_short,0.806
wh_vs_that_no_gap,0.946
recursion_poss_transitive_long,0.5
subj_aux_agreement_question_vary_subj,0.521
sentential_negation_npi_licensor_present,0.464
wh_vs_that_no_gap_long_distance,0.921
sentential_negation_npi_scope,0.499
subj_aux_vary_subj,0.766
subj_aux_agreement_question_vary_aux,0.641
subj_aux_vary_verb,0.968
