,best
adjunct_island,0.838
adv_order,0.454
wh_vs_that_with_gap,0.614
anaphor_gender_agreement,0.533
anaphor_number_agreement,0.622
recursion_pp_verb_long,0.8
center_embedding_double_1,0.408
recursion_pp_verb_medium,0.922
center_embedding_double_2,0.944
recursion_pp_verb_short,0.957
center_embedding_single_1,0.503
subj_aux_vary_verb_rc,0.308
center_embedding_single_2,0.87
complex_np_island,0.438
recursion_poss_transitive_medium,0.767
coordinate_structure_constrain_object_extraction,0.454
subj_aux_vary_verb_pp,0.144
determiner_noun_agreement_1,0.81
subj_verb_vary_verb,0.64
determiner_noun_agreement_2,0.793
svo_vos,0.619
determiner_noun_agreement_adj_1,0.713
swapped_ditransitive_1,0.954
determiner_noun_agreement_adj_2,0.665
ellipsis,0.646
green_ideas,0.537
intransitive,0.731
recursion_poss_transitive_short,0.899
left_branch_island_simple_question,0.089
recursion_pp_is_long,0.018
matrix_question_npi_licensor_present,0.181
npi_present,0.447
swapped_ditransitive_2,0.898
only_npi_licensor_present,0.963
only_npi_scope,0.145
pp_order,0.363
principle_A_c_command,0.488
principle_A_domain_1,1.0
principle_A_domain_2,0.548
principle_A_domain_3,0.479
transitive,0.891
recursion_intensifier_adj_long,1.0
wh_island,0.921
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.159
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.559
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.23
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.812
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.763
recursion_poss_ditransitive_long,0.643
recursion_pp_is_medium,0.016
recursion_poss_ditransitive_medium,0.556
recursion_pp_is_short,0.163
recursion_poss_ditransitive_short,0.55
wh_vs_that_no_gap,0.791
recursion_poss_transitive_long,0.698
subj_aux_agreement_question_vary_subj,0.518
sentential_negation_npi_licensor_present,0.208
wh_vs_that_no_gap_long_distance,0.662
sentential_negation_npi_scope,0.436
subj_aux_vary_subj,0.699
subj_aux_agreement_question_vary_aux,0.576
subj_aux_vary_verb,0.848
