,adjunct_island,adv_order,wh_vs_that_with_gap,anaphor_gender_agreement,anaphor_number_agreement,recursion_pp_verb_long,center_embedding_double_1,recursion_pp_verb_medium,center_embedding_double_2,recursion_pp_verb_short,center_embedding_single_1,subj_aux_vary_verb_rc,center_embedding_single_2,complex_np_island,recursion_poss_transitive_medium,coordinate_structure_constrain_object_extraction,subj_aux_vary_verb_pp,determiner_noun_agreement_1,subj_verb_vary_verb,determiner_noun_agreement_2,svo_vos,determiner_noun_agreement_adj_1,swapped_ditransitive_1,determiner_noun_agreement_adj_2,ellipsis,green_ideas,intransitive,recursion_poss_transitive_short,left_branch_island_simple_question,recursion_pp_is_long,matrix_question_npi_licensor_present,npi_present,swapped_ditransitive_2,only_npi_licensor_present,only_npi_scope,pp_order,principle_A_c_command,principle_A_domain_1,principle_A_domain_2,principle_A_domain_3,transitive,recursion_intensifier_adj_long,wh_island,recursion_intensifier_adj_medium,wh_questions_object_gap,recursion_intensifier_adj_short,wh_vs_that_with_gap_long_distance,recursion_intensifier_adv_long,wh_questions_object_gap_long_distance,recursion_intensifier_adv_medium,wh_questions_subject_gap,recursion_intensifier_adv_short,wh_questions_subject_gap_long_distance,recursion_poss_ditransitive_long,recursion_pp_is_medium,recursion_poss_ditransitive_medium,recursion_pp_is_short,recursion_poss_ditransitive_short,wh_vs_that_no_gap,recursion_poss_transitive_long,subj_aux_agreement_question_vary_subj,sentential_negation_npi_licensor_present,wh_vs_that_no_gap_long_distance,sentential_negation_npi_scope,subj_aux_vary_subj,subj_aux_agreement_question_vary_aux,subj_aux_vary_verb
0,"[(0, 2091.316162109375), (1, 2270.595703125)]","[(0, 6468.56005859375), (1, 4562.37744140625)]","[(0, 4135.8095703125), (1, 4107.11669921875)]","[(0, 4867.50341796875), (1, 4487.65380859375)]","[(0, 11592.94921875), (1, 13903.939453125)]","[(0, 486.8624267578125), (1, 491.3955383300781)]","[(0, 7163.15771484375), (1, 9182.9775390625)]","[(0, 415.28814697265625), (1, 400.27685546875)]","[(0, 7741.46826171875), (1, 8083.8876953125)]","[(0, 5957.6162109375), (1, 6054.16015625)]","[(0, 5244.89794921875), (1, 6538.052734375)]","[(0, 1727.9415283203125), (1, 2295.4521484375)]","[(0, 12436.6123046875), (1, 10018.166015625)]","[(0, 1263.597900390625), (1, 1311.3126220703125)]","[(0, 3403.185791015625), (1, 3555.7900390625)]","[(0, 4574.9951171875), (1, 4587.22802734375)]","[(0, 4655.9306640625), (1, 4283.0517578125)]","[(0, 2867.284423828125), (1, 2809.180419921875)]","[(0, 4840.09521484375), (1, 4390.3662109375)]","[(0, 4348.791015625), (1, 4431.47705078125)]","[(0, 4676.2802734375), (1, 3583.261474609375)]","[(0, 4065.82275390625), (1, 2882.503662109375)]","[(0, 2946.67138671875), (1, 1685.791259765625)]","[(0, 3653.26953125), (1, 4161.54248046875)]","[(0, 1503.79736328125), (1, 1668.479736328125)]","[(0, 11595.802734375), (1, 16031.9169921875)]","[(0, 9552.6845703125), (1, 12804.21875)]","[(0, 3585.44921875), (1, 4310.84765625)]","[(0, 2096.3740234375), (1, 2347.996826171875)]","[(0, 313.9878845214844), (1, 286.1270446777344)]","[(0, 4575.22216796875), (1, 2283.75390625)]","[(0, 4095.125244140625), (1, 3829.8603515625)]","[(0, 3895.514404296875), (1, 4677.783203125)]","[(0, 3025.4853515625), (1, 2700.197509765625)]","[(0, 1887.6949462890625), (1, 1784.8397216796875)]","[(0, 2303.217041015625), (1, 2069.0322265625)]","[(0, 7791.03955078125), (1, 7583.98486328125)]","[(0, 4672.2373046875), (1, 3928.839111328125)]","[(0, 2949.620849609375), (1, 2763.396484375)]","[(0, 1860.7841796875), (1, 1793.6231689453125)]","[(0, 4736.18359375), (1, 3114.31103515625)]","[(0, 1378.229248046875), (1, 859.0154418945312)]","[(0, 2810.930419921875), (1, 2940.02734375)]","[(0, 2563.734619140625), (1, 1503.544921875)]","[(0, 1533.2406005859375), (1, 1839.3824462890625)]","[(0, 13838.9462890625), (1, 6522.3154296875)]","[(0, 3980.029052734375), (1, 4035.382568359375)]","[(0, 1435.364501953125), (1, 2482.560302734375)]","[(0, 1574.3016357421875), (1, 1722.7716064453125)]","[(0, 3131.40869140625), (1, 5304.9619140625)]","[(0, 2753.63525390625), (1, 2190.16748046875)]","[(0, 2141.023681640625), (1, 4266.7724609375)]","[(0, 4758.939453125), (1, 4512.37744140625)]","[(0, 2790.93408203125), (1, 2580.81787109375)]","[(0, 463.2105712890625), (1, 439.3331298828125)]","[(0, 3273.938720703125), (1, 3064.239013671875)]","[(0, 2793.611572265625), (1, 3495.598388671875)]","[(0, 3783.436767578125), (1, 3179.7021484375)]","[(0, 6331.31689453125), (1, 5997.412109375)]","[(0, 3294.281005859375), (1, 3014.9033203125)]","[(0, 3408.870361328125), (1, 5591.73828125)]","[(0, 7326.51171875), (1, 4807.08984375)]","[(0, 1712.7255859375), (1, 1438.2913818359375)]","[(0, 2810.756103515625), (1, 2513.508544921875)]","[(0, 5088.7919921875), (1, 3588.202880859375)]","[(0, 2768.734130859375), (1, 1990.6568603515625)]","[(0, 5005.76171875), (1, 3918.959716796875)]"
1,"[(0, 1576.9852294921875), (1, 1547.1195068359375)]","[(0, 5171.0341796875), (1, 5160.5654296875)]","[(0, 2983.80224609375), (1, 3159.076171875)]","[(0, 5152.4169921875), (1, 5809.02294921875)]","[(0, 5766.5166015625), (1, 5271.8720703125)]","[(0, 383.63800048828125), (1, 391.1446838378906)]","[(0, 9562.8115234375), (1, 11296.4833984375)]","[(0, 691.5751953125), (1, 661.5597534179688)]","[(0, 3232.34814453125), (1, 4085.62646484375)]","[(0, 1655.8287353515625), (1, 1489.57666015625)]","[(0, 7873.5693359375), (1, 8703.3203125)]","[(0, 4721.35546875), (1, 4238.69482421875)]","[(0, 6372.80029296875), (1, 4941.8876953125)]","[(0, 846.3115844726562), (1, 905.435791015625)]","[(0, 3098.284423828125), (1, 3183.23095703125)]","[(0, 1553.2139892578125), (1, 1418.90576171875)]","[(0, 3715.176513671875), (1, 3939.855224609375)]","[(0, 5496.73681640625), (1, 4325.1201171875)]","[(0, 13609.19921875), (1, 11917.9541015625)]","[(0, 5212.96826171875), (1, 4768.0390625)]","[(0, 7100.61181640625), (1, 6029.21728515625)]","[(0, 4349.22216796875), (1, 4223.3779296875)]","[(0, 2562.14208984375), (1, 1585.2952880859375)]","[(0, 5075.4736328125), (1, 4059.732177734375)]","[(0, 2170.202392578125), (1, 2373.95947265625)]","[(0, 20036.45703125), (1, 17221.3203125)]","[(0, 9728.3662109375), (1, 8460.400390625)]","[(0, 3497.76904296875), (1, 2852.158935546875)]","[(0, 1196.16162109375), (1, 1790.7347412109375)]","[(0, 524.4967651367188), (1, 503.37042236328125)]","[(0, 3252.3603515625), (1, 2202.288330078125)]","[(0, 3626.197998046875), (1, 4016.6650390625)]","[(0, 2883.586669921875), (1, 1918.1123046875)]","[(0, 2225.488525390625), (1, 2034.68017578125)]","[(0, 1465.6322021484375), (1, 1578.3138427734375)]","[(0, 1682.336669921875), (1, 1011.8099975585938)]","[(0, 4072.18310546875), (1, 4093.5322265625)]","[(0, 3300.022705078125), (1, 2557.0537109375)]","[(0, 5876.88720703125), (1, 5953.515625)]","[(0, 2841.0869140625), (1, 2208.426513671875)]","[(0, 7395.9267578125), (1, 3422.891357421875)]","[(0, 2172.07421875), (1, 1489.232177734375)]","[(0, 1650.0269775390625), (1, 1654.6827392578125)]","[(0, 2671.92236328125), (1, 1773.9486083984375)]","[(0, 3838.1533203125), (1, 4395.1337890625)]","[(0, 3756.919921875), (1, 2219.511474609375)]","[(0, 3016.92529296875), (1, 3038.5986328125)]","[(0, 1347.0672607421875), (1, 1756.61962890625)]","[(0, 3019.250732421875), (1, 3512.812255859375)]","[(0, 1251.817626953125), (1, 1904.98486328125)]","[(0, 3475.212646484375), (1, 2654.519287109375)]","[(0, 4764.583984375), (1, 8987.388671875)]","[(0, 2169.39111328125), (1, 1769.062744140625)]","[(0, 2653.806884765625), (1, 2602.2392578125)]","[(0, 723.8413696289062), (1, 615.8087158203125)]","[(0, 3805.98974609375), (1, 3625.133056640625)]","[(0, 3796.984619140625), (1, 5055.60888671875)]","[(0, 3392.977783203125), (1, 2767.92236328125)]","[(0, 2797.901611328125), (1, 2200.62353515625)]","[(0, 3215.43505859375), (1, 3014.302490234375)]","[(0, 3095.815185546875), (1, 3332.232421875)]","[(0, 2008.489501953125), (1, 1618.8380126953125)]","[(0, 1918.532958984375), (1, 1626.7689208984375)]","[(0, 2459.803955078125), (1, 2804.902587890625)]","[(0, 3958.441162109375), (1, 3110.40478515625)]","[(0, 2414.255859375), (1, 2079.647216796875)]","[(0, 13215.1923828125), (1, 9382.1884765625)]"
2,"[(0, 2754.143310546875), (1, 2487.73291015625)]","[(0, 3594.535400390625), (1, 3559.396240234375)]","[(0, 23297.0), (1, 24849.7890625)]","[(0, 11227.3818359375), (1, 10141.8076171875)]","[(0, 15465.0283203125), (1, 18093.30078125)]","[(0, 369.7603759765625), (1, 356.6172790527344)]","[(0, 6590.08544921875), (1, 6294.525390625)]","[(0, 602.9691162109375), (1, 539.83349609375)]","[(0, 5089.087890625), (1, 5001.9873046875)]","[(0, 1413.7900390625), (1, 1128.4886474609375)]","[(0, 4488.02587890625), (1, 5446.1748046875)]","[(0, 3770.897705078125), (1, 3396.06298828125)]","[(0, 5004.81689453125), (1, 4652.3310546875)]","[(0, 1588.716552734375), (1, 1570.1138916015625)]","[(0, 3400.3408203125), (1, 3265.95556640625)]","[(0, 3854.877197265625), (1, 3563.713623046875)]","[(0, 3350.085693359375), (1, 3969.441650390625)]","[(0, 3933.622802734375), (1, 4747.498046875)]","[(0, 25874.435546875), (1, 20912.07421875)]","[(0, 4768.30712890625), (1, 6103.8779296875)]","[(0, 5008.2880859375), (1, 4942.3212890625)]","[(0, 5598.42431640625), (1, 4477.265625)]","[(0, 2605.0029296875), (1, 1772.333740234375)]","[(0, 4128.86572265625), (1, 3597.306640625)]","[(0, 2469.65283203125), (1, 2864.3271484375)]","[(0, 6563.9365234375), (1, 7181.10546875)]","[(0, 10609.109375), (1, 10410.0947265625)]","[(0, 11010.30859375), (1, 5745.185546875)]","[(0, 2512.67822265625), (1, 4160.09375)]","[(0, 435.2356872558594), (1, 389.1455993652344)]","[(0, 2360.359375), (1, 2284.7939453125)]","[(0, 9926.7802734375), (1, 9730.7509765625)]","[(0, 4178.19677734375), (1, 1523.46337890625)]","[(0, 3716.654296875), (1, 3294.780517578125)]","[(0, 1903.33154296875), (1, 2101.23876953125)]","[(0, 3580.17333984375), (1, 2838.775146484375)]","[(0, 3814.83837890625), (1, 3589.342529296875)]","[(0, 1407.5120849609375), (1, 1079.2001953125)]","[(0, 3973.08154296875), (1, 3981.023681640625)]","[(0, 2624.7333984375), (1, 2603.0)]","[(0, 4944.89990234375), (1, 4029.7216796875)]","[(0, 1305.0777587890625), (1, 960.5179443359375)]","[(0, 1684.5938720703125), (1, 1684.783447265625)]","[(0, 3151.454345703125), (1, 1667.1182861328125)]","[(0, 2403.861083984375), (1, 2817.059814453125)]","[(0, 3720.026611328125), (1, 1481.91259765625)]","[(0, 4013.6708984375), (1, 3980.287109375)]","[(0, 821.9412841796875), (1, 1641.539794921875)]","[(0, 3121.753662109375), (1, 3191.979736328125)]","[(0, 1675.023681640625), (1, 2386.17333984375)]","[(0, 3798.01318359375), (1, 3338.2470703125)]","[(0, 2052.998291015625), (1, 5656.12548828125)]","[(0, 1965.684326171875), (1, 1848.0968017578125)]","[(0, 3404.24072265625), (1, 3263.162841796875)]","[(0, 422.2620849609375), (1, 428.6537170410156)]","[(0, 2972.146728515625), (1, 2973.71630859375)]","[(0, 4104.59130859375), (1, 6531.03564453125)]","[(0, 3810.838623046875), (1, 2735.406494140625)]","[(0, 2100.659912109375), (1, 1873.788330078125)]","[(0, 2828.240478515625), (1, 2965.247314453125)]","[(0, 1764.908935546875), (1, 1910.222412109375)]","[(0, 4172.23583984375), (1, 7395.2431640625)]","[(0, 6748.6943359375), (1, 5401.4072265625)]","[(0, 1637.287841796875), (1, 1755.34521484375)]","[(0, 5653.63916015625), (1, 4778.3720703125)]","[(0, 1463.7059326171875), (1, 1762.5264892578125)]","[(0, 1942.1378173828125), (1, 2149.121337890625)]"
3,"[(0, 1572.9532470703125), (1, 1680.7506103515625)]","[(0, 3539.479248046875), (1, 4238.703125)]","[(0, 2537.587890625), (1, 2896.614013671875)]","[(0, 4287.51416015625), (1, 4791.34521484375)]","[(0, 15562.794921875), (1, 15669.0986328125)]","[(0, 407.6219787597656), (1, 402.81982421875)]","[(0, 8033.2802734375), (1, 8460.0380859375)]","[(0, 712.134521484375), (1, 683.4359741210938)]","[(0, 3925.296142578125), (1, 3433.146728515625)]","[(0, 2577.858642578125), (1, 2258.97900390625)]","[(0, 7692.205078125), (1, 7540.97119140625)]","[(0, 4026.3798828125), (1, 4481.82421875)]","[(0, 5578.01318359375), (1, 4939.56494140625)]","[(0, 1724.26171875), (1, 1454.8236083984375)]","[(0, 3487.350341796875), (1, 3367.115966796875)]","[(0, 2362.96630859375), (1, 2472.27685546875)]","[(0, 1518.174560546875), (1, 1952.4017333984375)]","[(0, 3468.206787109375), (1, 3854.56103515625)]","[(0, 14139.3486328125), (1, 20430.470703125)]","[(0, 7850.08642578125), (1, 10771.66796875)]","[(0, 5543.013671875), (1, 8558.6689453125)]","[(0, 4131.599609375), (1, 3509.165771484375)]","[(0, 5771.17626953125), (1, 4074.87109375)]","[(0, 4918.740234375), (1, 4058.628662109375)]","[(0, 1863.75537109375), (1, 2188.460693359375)]","[(0, 27393.275390625), (1, 15910.62890625)]","[(0, 13832.7177734375), (1, 13838.1015625)]","[(0, 3748.573974609375), (1, 3103.58984375)]","[(0, 3696.02978515625), (1, 4877.19140625)]","[(0, 491.6596984863281), (1, 461.9103088378906)]","[(0, 2913.980712890625), (1, 1608.2333984375)]","[(0, 5552.7646484375), (1, 4483.49560546875)]","[(0, 3438.550048828125), (1, 1812.1136474609375)]","[(0, 3398.43115234375), (1, 2954.51806640625)]","[(0, 2126.837890625), (1, 1862.142333984375)]","[(0, 1869.3145751953125), (1, 1624.9971923828125)]","[(0, 2452.6865234375), (1, 2534.633544921875)]","[(0, 2884.277099609375), (1, 2117.331298828125)]","[(0, 4540.9208984375), (1, 4631.00341796875)]","[(0, 3067.671630859375), (1, 3690.665283203125)]","[(0, 6939.28173828125), (1, 4776.94140625)]","[(0, 1084.6356201171875), (1, 821.7151489257812)]","[(0, 2973.73876953125), (1, 2769.69970703125)]","[(0, 1923.583251953125), (1, 1218.502197265625)]","[(0, 2387.962646484375), (1, 2498.851318359375)]","[(0, 5779.3662109375), (1, 1981.4783935546875)]","[(0, 4761.517578125), (1, 4752.43115234375)]","[(0, 1213.561279296875), (1, 1710.723388671875)]","[(0, 1339.10546875), (1, 1289.8189697265625)]","[(0, 2009.6632080078125), (1, 2922.429931640625)]","[(0, 3737.935791015625), (1, 3139.6826171875)]","[(0, 5615.953125), (1, 11800.2333984375)]","[(0, 3166.13671875), (1, 2887.732421875)]","[(0, 2724.523681640625), (1, 3097.294677734375)]","[(0, 420.2918701171875), (1, 346.2608337402344)]","[(0, 3375.243408203125), (1, 3289.95458984375)]","[(0, 1246.224609375), (1, 1451.5980224609375)]","[(0, 2618.49169921875), (1, 2144.39501953125)]","[(0, 6158.484375), (1, 5095.89697265625)]","[(0, 3628.97607421875), (1, 3655.677734375)]","[(0, 952.630126953125), (1, 1119.0218505859375)]","[(0, 6448.7998046875), (1, 5578.81591796875)]","[(0, 4255.666015625), (1, 3599.475341796875)]","[(0, 3547.18017578125), (1, 3726.442626953125)]","[(0, 2157.09765625), (1, 1731.3262939453125)]","[(0, 2751.033935546875), (1, 2916.509521484375)]","[(0, 4017.4697265625), (1, 4799.599609375)]"
4,"[(0, 1870.3221435546875), (1, 2128.74755859375)]","[(0, 12127.3701171875), (1, 11499.84765625)]","[(0, 6323.3876953125), (1, 6895.1494140625)]","[(0, 4676.2578125), (1, 4297.94970703125)]","[(0, 2489.07958984375), (1, 3011.173583984375)]","[(0, 470.3601379394531), (1, 471.56610107421875)]","[(0, 8540.005859375), (1, 7352.10107421875)]","[(0, 1156.753173828125), (1, 1161.3099365234375)]","[(0, 3083.33984375), (1, 2859.256103515625)]","[(0, 1327.5509033203125), (1, 999.341796875)]","[(0, 6437.40771484375), (1, 8397.740234375)]","[(0, 4058.02490234375), (1, 3090.5966796875)]","[(0, 6198.291015625), (1, 4919.1669921875)]","[(0, 1952.5955810546875), (1, 2304.795654296875)]","[(0, 2769.0830078125), (1, 2804.165771484375)]","[(0, 5053.49755859375), (1, 5382.7451171875)]","[(0, 1870.2996826171875), (1, 2009.296142578125)]","[(0, 3789.084228515625), (1, 4876.26611328125)]","[(0, 10494.013671875), (1, 11338.966796875)]","[(0, 2731.433837890625), (1, 2566.22607421875)]","[(0, 6422.28662109375), (1, 5090.02001953125)]","[(0, 3228.24169921875), (1, 3241.3154296875)]","[(0, 3527.97705078125), (1, 2974.1103515625)]","[(0, 9549.6240234375), (1, 9524.5478515625)]","[(0, 3106.0146484375), (1, 3507.121826171875)]","[(0, 11029.79296875), (1, 9157.3017578125)]","[(0, 15862.4365234375), (1, 28855.44140625)]","[(0, 4879.8388671875), (1, 5161.328125)]","[(0, 1573.677978515625), (1, 1885.078369140625)]","[(0, 408.8785705566406), (1, 369.283935546875)]","[(0, 3939.389404296875), (1, 4171.2451171875)]","[(0, 7603.55224609375), (1, 9192.2041015625)]","[(0, 5764.40478515625), (1, 3591.670654296875)]","[(0, 4321.80126953125), (1, 3995.93017578125)]","[(0, 3545.962646484375), (1, 3613.325439453125)]","[(0, 3111.095947265625), (1, 2665.8544921875)]","[(0, 3907.137451171875), (1, 3968.790771484375)]","[(0, 2087.036376953125), (1, 1594.413818359375)]","[(0, 1893.4222412109375), (1, 1864.4825439453125)]","[(0, 5959.71337890625), (1, 6016.982421875)]","[(0, 7467.0751953125), (1, 7395.57421875)]","[(0, 2088.464111328125), (1, 1346.7178955078125)]","[(0, 3251.275146484375), (1, 3119.66455078125)]","[(0, 1770.813232421875), (1, 1013.106201171875)]","[(0, 2687.197265625), (1, 2980.334228515625)]","[(0, 7704.39990234375), (1, 2649.721435546875)]","[(0, 4469.07958984375), (1, 5228.74658203125)]","[(0, 1605.6243896484375), (1, 1898.1807861328125)]","[(0, 3274.154296875), (1, 3632.86474609375)]","[(0, 1114.7840576171875), (1, 2068.237060546875)]","[(0, 2624.021240234375), (1, 2486.33837890625)]","[(0, 2339.980224609375), (1, 5757.88916015625)]","[(0, 1421.1280517578125), (1, 1238.9283447265625)]","[(0, 3436.75341796875), (1, 3142.92138671875)]","[(0, 536.219970703125), (1, 474.8462219238281)]","[(0, 2778.534423828125), (1, 2887.560546875)]","[(0, 4894.39892578125), (1, 7294.6435546875)]","[(0, 3305.115478515625), (1, 3713.61083984375)]","[(0, 4133.857421875), (1, 3686.306884765625)]","[(0, 3630.76220703125), (1, 3452.366943359375)]","[(0, 3358.178466796875), (1, 2189.090087890625)]","[(0, 3857.74951171875), (1, 4560.8154296875)]","[(0, 2714.493408203125), (1, 2441.795654296875)]","[(0, 2091.579345703125), (1, 2411.517822265625)]","[(0, 3103.853271484375), (1, 3857.528564453125)]","[(0, 2411.55322265625), (1, 3246.99267578125)]","[(0, 3680.395263671875), (1, 3529.474609375)]"
5,"[(0, 1630.09765625), (1, 1821.7174072265625)]","[(0, 8186.185546875), (1, 8553.33203125)]","[(0, 1621.7686767578125), (1, 2046.889892578125)]","[(0, 10161.0341796875), (1, 9008.275390625)]","[(0, 6936.32421875), (1, 8382.6572265625)]","[(0, 354.91815185546875), (1, 334.0959167480469)]","[(0, 3026.86767578125), (1, 3621.902099609375)]","[(0, 915.8135375976562), (1, 901.3319091796875)]","[(0, 4803.1943359375), (1, 4815.2060546875)]","[(0, 1501.821533203125), (1, 1385.0023193359375)]","[(0, 10756.5166015625), (1, 11428.345703125)]","[(0, 1464.89501953125), (1, 1558.744384765625)]","[(0, 5808.04248046875), (1, 5097.802734375)]","[(0, 1255.673095703125), (1, 1343.2745361328125)]","[(0, 2974.174072265625), (1, 2842.16943359375)]","[(0, 1133.1971435546875), (1, 1146.1171875)]","[(0, 1389.9000244140625), (1, 1407.259033203125)]","[(0, 5244.5478515625), (1, 5698.46484375)]","[(0, 3382.068115234375), (1, 3676.2802734375)]","[(0, 4758.08154296875), (1, 6932.33642578125)]","[(0, 1288.4642333984375), (1, 1644.77880859375)]","[(0, 6355.90283203125), (1, 5025.51708984375)]","[(0, 9508.51171875), (1, 6051.59130859375)]","[(0, 5576.310546875), (1, 5420.70166015625)]","[(0, 2488.92529296875), (1, 2731.74365234375)]","[(0, 16920.908203125), (1, 16092.4697265625)]","[(0, 6990.51953125), (1, 6516.2412109375)]","[(0, 4230.162109375), (1, 2998.884765625)]","[(0, 1610.6494140625), (1, 2225.6689453125)]","[(0, 366.88165283203125), (1, 331.51885986328125)]","[(0, 5818.9921875), (1, 4992.1318359375)]","[(0, 2251.08740234375), (1, 1945.11279296875)]","[(0, 2711.748291015625), (1, 1908.640869140625)]","[(0, 2851.837890625), (1, 2509.37353515625)]","[(0, 3162.458251953125), (1, 3145.18798828125)]","[(0, 1664.243896484375), (1, 1649.5322265625)]","[(0, 5240.47314453125), (1, 6124.9462890625)]","[(0, 3180.38134765625), (1, 2136.590087890625)]","[(0, 5248.22509765625), (1, 4831.42529296875)]","[(0, 8220.302734375), (1, 9148.162109375)]","[(0, 6858.48291015625), (1, 6266.70947265625)]","[(0, 1166.59423828125), (1, 856.66259765625)]","[(0, 1976.688232421875), (1, 1841.16650390625)]","[(0, 2141.32177734375), (1, 1124.0821533203125)]","[(0, 1840.266845703125), (1, 2035.114990234375)]","[(0, 14305.8564453125), (1, 6394.32666015625)]","[(0, 2108.553955078125), (1, 2154.98095703125)]","[(0, 1049.8507080078125), (1, 1406.2763671875)]","[(0, 3298.78271484375), (1, 3588.634033203125)]","[(0, 1289.7679443359375), (1, 1859.3516845703125)]","[(0, 4521.21630859375), (1, 3944.776611328125)]","[(0, 3718.806640625), (1, 8460.5546875)]","[(0, 2325.759521484375), (1, 1949.9771728515625)]","[(0, 2993.435791015625), (1, 2876.607421875)]","[(0, 363.5644226074219), (1, 351.61669921875)]","[(0, 3676.33642578125), (1, 3309.840576171875)]","[(0, 1055.8902587890625), (1, 1248.6539306640625)]","[(0, 3219.5712890625), (1, 3140.158935546875)]","[(0, 3381.742431640625), (1, 2999.116455078125)]","[(0, 3060.85986328125), (1, 3149.813720703125)]","[(0, 4524.3994140625), (1, 3478.75732421875)]","[(0, 3097.867919921875), (1, 4057.065185546875)]","[(0, 3333.91064453125), (1, 2876.950439453125)]","[(0, 1695.598388671875), (1, 1729.5546875)]","[(0, 5735.03076171875), (1, 4667.974609375)]","[(0, 3121.486083984375), (1, 4103.67919921875)]","[(0, 4000.429443359375), (1, 3562.106201171875)]"
6,"[(0, 2039.32421875), (1, 1751.35888671875)]","[(0, 8005.9384765625), (1, 8304.52734375)]","[(0, 3016.401611328125), (1, 3685.41064453125)]","[(0, 6185.572265625), (1, 6802.44921875)]","[(0, 6485.8994140625), (1, 7582.68994140625)]","[(0, 480.372802734375), (1, 478.6134033203125)]","[(0, 6535.74658203125), (1, 6942.55859375)]","[(0, 512.5628662109375), (1, 503.9172668457031)]","[(0, 9078.51171875), (1, 8140.83642578125)]","[(0, 950.9426879882812), (1, 849.5499267578125)]","[(0, 5428.48193359375), (1, 3957.188232421875)]","[(0, 2639.55224609375), (1, 2317.84814453125)]","[(0, 9010.4833984375), (1, 8020.3515625)]","[(0, 2032.671875), (1, 2090.06982421875)]","[(0, 2871.297119140625), (1, 2508.3662109375)]","[(0, 1430.5875244140625), (1, 1228.7437744140625)]","[(0, 2941.87158203125), (1, 3097.418701171875)]","[(0, 1785.5650634765625), (1, 1795.00830078125)]","[(0, 10100.9580078125), (1, 14112.0830078125)]","[(0, 4744.82763671875), (1, 3335.84765625)]","[(0, 3231.24169921875), (1, 2605.37548828125)]","[(0, 5289.0947265625), (1, 4444.40673828125)]","[(0, 5167.20361328125), (1, 4830.42578125)]","[(0, 3679.30029296875), (1, 2605.600341796875)]","[(0, 1888.034423828125), (1, 2291.339111328125)]","[(0, 12099.95703125), (1, 19802.94921875)]","[(0, 12082.5908203125), (1, 13094.98046875)]","[(0, 3642.373779296875), (1, 3207.805419921875)]","[(0, 1268.489013671875), (1, 1965.003173828125)]","[(0, 454.03033447265625), (1, 400.7430725097656)]","[(0, 7116.11474609375), (1, 3411.26708984375)]","[(0, 6594.42333984375), (1, 9403.53515625)]","[(0, 6432.17333984375), (1, 3712.481201171875)]","[(0, 3531.104248046875), (1, 3074.041259765625)]","[(0, 3546.4833984375), (1, 3405.5234375)]","[(0, 1604.4595947265625), (1, 1487.4530029296875)]","[(0, 3320.4541015625), (1, 3373.711669921875)]","[(0, 4264.79541015625), (1, 3721.389404296875)]","[(0, 2623.7509765625), (1, 2864.982666015625)]","[(0, 2455.7138671875), (1, 2546.019775390625)]","[(0, 6593.00244140625), (1, 7264.92919921875)]","[(0, 1375.1326904296875), (1, 971.5140380859375)]","[(0, 2272.286376953125), (1, 2426.478271484375)]","[(0, 2194.4609375), (1, 1528.145263671875)]","[(0, 1234.5491943359375), (1, 1486.8048095703125)]","[(0, 7963.0), (1, 3723.050537109375)]","[(0, 4459.8662109375), (1, 5010.65283203125)]","[(0, 1680.84033203125), (1, 2119.474853515625)]","[(0, 2448.8291015625), (1, 2812.969970703125)]","[(0, 1259.8551025390625), (1, 2288.574462890625)]","[(0, 3809.690185546875), (1, 3986.27783203125)]","[(0, 7370.3115234375), (1, 12291.2294921875)]","[(0, 2034.362060546875), (1, 1776.6524658203125)]","[(0, 2704.09375), (1, 2385.59423828125)]","[(0, 432.16754150390625), (1, 391.88568115234375)]","[(0, 2718.19775390625), (1, 2503.86328125)]","[(0, 3349.139892578125), (1, 4248.197265625)]","[(0, 3970.748046875), (1, 2740.18310546875)]","[(0, 3020.15234375), (1, 2546.04296875)]","[(0, 3068.382568359375), (1, 2953.034912109375)]","[(0, 1768.2969970703125), (1, 2333.02587890625)]","[(0, 7043.9560546875), (1, 5345.45263671875)]","[(0, 1874.5263671875), (1, 1672.8189697265625)]","[(0, 2268.201904296875), (1, 2521.730712890625)]","[(0, 9181.5244140625), (1, 10746.150390625)]","[(0, 6585.07861328125), (1, 5492.81201171875)]","[(0, 5178.36767578125), (1, 4802.6123046875)]"
