,adjunct_island,adv_order,anaphor_gender_agreement,anaphor_number_agreement,center_embedding_double_1,center_embedding_double_2,center_embedding_single_1,center_embedding_single_2,complex_np_island,coordinate_structure_constrain_object_extraction,determiner_noun_agreement_1,determiner_noun_agreement_2,determiner_noun_agreement_adj_1,determiner_noun_agreement_adj_2,ellipsis,green_ideas,intransitive,left_branch_island_simple_question,matrix_question_npi_licensor_present,npi_present,only_npi_licensor_present,only_npi_scope,pp_order,principle_A_c_command,principle_A_domain_1,principle_A_domain_2,principle_A_domain_3,recursion_intensifier_adj_long,recursion_intensifier_adj_medium,recursion_intensifier_adj_short,recursion_intensifier_adv_long,recursion_intensifier_adv_medium,recursion_intensifier_adv_short,recursion_poss_ditransitive_long,recursion_poss_ditransitive_medium,recursion_poss_ditransitive_short,recursion_poss_transitive_long,recursion_poss_transitive_medium,recursion_poss_transitive_short,recursion_pp_is_long,recursion_pp_is_medium,recursion_pp_is_short,recursion_pp_verb_long,recursion_pp_verb_medium,recursion_pp_verb_short,sentential_negation_npi_licensor_present,sentential_negation_npi_scope,subj_aux_agreement_question_vary_aux,subj_aux_agreement_question_vary_subj,subj_aux_vary_subj,subj_aux_vary_verb,subj_aux_vary_verb_pp,subj_aux_vary_verb_rc,subj_verb_vary_verb,svo_vos,swapped_ditransitive_1,swapped_ditransitive_2,transitive,wh_island,wh_questions_object_gap,wh_questions_object_gap_long_distance,wh_questions_subject_gap,wh_questions_subject_gap_long_distance,wh_vs_that_no_gap,wh_vs_that_no_gap_long_distance,wh_vs_that_with_gap,wh_vs_that_with_gap_long_distance
0,"[(0, 2107.236083984375), (1, 2222.465087890625)]","[(0, 2635.55419921875), (1, 2703.4091796875)]","[(0, 2162.02197265625), (1, 2024.690185546875)]","[(0, 3077.28271484375), (1, 3152.01025390625)]","[(0, 4244.0869140625), (1, 5347.05908203125)]","[(0, 4049.369140625), (1, 3453.4140625)]","[(0, 2135.179443359375), (1, 3487.96240234375)]","[(0, 10967.1630859375), (1, 7465.3447265625)]","[(0, 1361.49365234375), (1, 1221.7451171875)]","[(0, 3878.543701171875), (1, 3584.1328125)]","[(0, 1707.8218994140625), (1, 1779.4859619140625)]","[(0, 1572.8743896484375), (1, 1768.31396484375)]","[(0, 2803.279541015625), (1, 2229.925537109375)]","[(0, 2100.332275390625), (1, 2208.803466796875)]","[(0, 1535.8353271484375), (1, 1639.65673828125)]","[(0, 9947.44921875), (1, 16805.630859375)]","[(0, 2836.2802734375), (1, 4796.49755859375)]","[(0, 1987.5858154296875), (1, 1756.3096923828125)]","[(0, 1086.087890625), (1, 1287.954345703125)]","[(0, 2409.22802734375), (1, 2104.209716796875)]","[(0, 1596.2271728515625), (1, 1699.1451416015625)]","[(0, 2210.8857421875), (1, 2199.19482421875)]","[(0, 1328.2542724609375), (1, 1367.2220458984375)]","[(0, 4177.69873046875), (1, 4455.89111328125)]","[(0, 3061.478759765625), (1, 2392.99853515625)]","[(0, 1871.7156982421875), (1, 1817.34716796875)]","[(0, 1455.137939453125), (1, 1310.9256591796875)]","[(0, 789.1430053710938), (1, 485.6402893066406)]","[(0, 1211.5994873046875), (1, 665.9387817382812)]","[(0, 4968.099609375), (1, 1381.6041259765625)]","[(0, 1502.38037109375), (1, 2610.23779296875)]","[(0, 1546.7049560546875), (1, 2914.254638671875)]","[(0, 1305.8465576171875), (1, 2720.1259765625)]","[(0, 2884.61962890625), (1, 3005.587646484375)]","[(0, 2857.947509765625), (1, 2507.05908203125)]","[(0, 2328.66357421875), (1, 2218.21337890625)]","[(0, 3301.080322265625), (1, 3324.623779296875)]","[(0, 3669.6845703125), (1, 3621.705078125)]","[(0, 2265.75244140625), (1, 2154.92626953125)]","[(0, 521.7869873046875), (1, 486.1959228515625)]","[(0, 428.1017761230469), (1, 429.67694091796875)]","[(0, 955.9386596679688), (1, 959.095458984375)]","[(0, 574.6292114257812), (1, 600.43017578125)]","[(0, 553.3759765625), (1, 562.8080444335938)]","[(0, 2070.951904296875), (1, 1591.7899169921875)]","[(0, 3337.002685546875), (1, 2516.139404296875)]","[(0, 2413.300537109375), (1, 2596.540283203125)]","[(0, 1736.1658935546875), (1, 1727.9168701171875)]","[(0, 2574.69189453125), (1, 3171.900146484375)]","[(0, 2261.44580078125), (1, 2346.803466796875)]","[(0, 2304.2451171875), (1, 1771.5235595703125)]","[(0, 2360.85009765625), (1, 2249.97021484375)]","[(0, 1362.9215087890625), (1, 1587.6260986328125)]","[(0, 1855.7042236328125), (1, 2240.591552734375)]","[(0, 2306.342529296875), (1, 1610.5511474609375)]","[(0, 1485.2493896484375), (1, 1183.29296875)]","[(0, 2335.981689453125), (1, 1844.156494140625)]","[(0, 2017.98095703125), (1, 1508.34326171875)]","[(0, 2294.114990234375), (1, 2005.348876953125)]","[(0, 1217.987548828125), (1, 1294.8338623046875)]","[(0, 1495.853759765625), (1, 1579.91845703125)]","[(0, 2103.55078125), (1, 1800.841552734375)]","[(0, 2380.706787109375), (1, 2235.693115234375)]","[(0, 2249.3212890625), (1, 1786.3009033203125)]","[(0, 1722.200927734375), (1, 1367.07275390625)]","[(0, 1915.9669189453125), (1, 2223.453125)]","[(0, 2085.6982421875), (1, 2191.026123046875)]"
1,"[(0, 1936.8211669921875), (1, 2155.2666015625)]","[(0, 2468.103515625), (1, 2798.263427734375)]","[(0, 1897.23974609375), (1, 2194.4599609375)]","[(0, 2341.462646484375), (1, 2488.15771484375)]","[(0, 4967.7255859375), (1, 6025.66455078125)]","[(0, 2060.309326171875), (1, 2005.830810546875)]","[(0, 3555.935791015625), (1, 6099.33935546875)]","[(0, 4019.807373046875), (1, 2424.1826171875)]","[(0, 1200.549560546875), (1, 1274.06103515625)]","[(0, 1483.3604736328125), (1, 1297.3963623046875)]","[(0, 2569.08984375), (1, 2145.62353515625)]","[(0, 2560.342041015625), (1, 2592.10546875)]","[(0, 2561.631591796875), (1, 2508.435546875)]","[(0, 3641.984619140625), (1, 2537.049560546875)]","[(0, 1864.0833740234375), (1, 2029.8697509765625)]","[(0, 14104.2666015625), (1, 10166.162109375)]","[(0, 2970.18603515625), (1, 2028.707763671875)]","[(0, 1105.7845458984375), (1, 1531.2166748046875)]","[(0, 2926.8662109375), (1, 2472.767333984375)]","[(0, 2080.805908203125), (1, 2260.603759765625)]","[(0, 1113.4454345703125), (1, 1190.0633544921875)]","[(0, 1378.647216796875), (1, 1516.1026611328125)]","[(0, 1121.548583984375), (1, 999.64013671875)]","[(0, 2509.077880859375), (1, 2364.761962890625)]","[(0, 1361.427490234375), (1, 1053.4342041015625)]","[(0, 3320.27978515625), (1, 3050.41259765625)]","[(0, 1536.1964111328125), (1, 1602.8536376953125)]","[(0, 2136.931396484375), (1, 1424.243896484375)]","[(0, 1867.387451171875), (1, 1242.1689453125)]","[(0, 2226.537109375), (1, 1014.617919921875)]","[(0, 1435.8621826171875), (1, 2044.107177734375)]","[(0, 665.4230346679688), (1, 1220.90185546875)]","[(0, 2624.117431640625), (1, 5857.34814453125)]","[(0, 3217.916748046875), (1, 3316.229248046875)]","[(0, 3755.37939453125), (1, 3339.884033203125)]","[(0, 1425.9012451171875), (1, 1491.9124755859375)]","[(0, 2973.510498046875), (1, 3054.91650390625)]","[(0, 2946.55224609375), (1, 2799.752685546875)]","[(0, 3524.657958984375), (1, 2873.7763671875)]","[(0, 568.9290161132812), (1, 562.3758544921875)]","[(0, 790.0838623046875), (1, 766.0929565429688)]","[(0, 995.9395141601562), (1, 1395.329345703125)]","[(0, 562.3855590820312), (1, 598.6600341796875)]","[(0, 795.2091064453125), (1, 844.60546875)]","[(0, 1349.824462890625), (1, 1254.221923828125)]","[(0, 1421.6025390625), (1, 1302.509521484375)]","[(0, 1842.6016845703125), (1, 1895.7935791015625)]","[(0, 1873.300537109375), (1, 1953.3349609375)]","[(0, 2141.66064453125), (1, 2243.7314453125)]","[(0, 1262.723876953125), (1, 958.9825439453125)]","[(0, 3320.875244140625), (1, 2094.951171875)]","[(0, 2173.13916015625), (1, 2314.630859375)]","[(0, 2572.011962890625), (1, 2148.649169921875)]","[(0, 3430.041015625), (1, 2748.94384765625)]","[(0, 2605.284912109375), (1, 2200.445068359375)]","[(0, 2037.0703125), (1, 1470.189697265625)]","[(0, 1630.0191650390625), (1, 1376.00634765625)]","[(0, 2381.496826171875), (1, 1452.5223388671875)]","[(0, 1067.02587890625), (1, 942.3140258789062)]","[(0, 2238.3330078125), (1, 2545.130126953125)]","[(0, 2328.78466796875), (1, 2531.71044921875)]","[(0, 2352.947265625), (1, 2226.750732421875)]","[(0, 1747.28076171875), (1, 1844.5567626953125)]","[(0, 1510.59521484375), (1, 1320.62158203125)]","[(0, 1426.31884765625), (1, 1242.6812744140625)]","[(0, 2299.7578125), (1, 2338.72216796875)]","[(0, 2033.360107421875), (1, 2203.109619140625)]"
2,"[(0, 2129.48779296875), (1, 2126.643310546875)]","[(0, 2613.096923828125), (1, 2553.991455078125)]","[(0, 5263.28173828125), (1, 4831.9140625)]","[(0, 5942.48291015625), (1, 6861.71435546875)]","[(0, 2811.49609375), (1, 3036.9619140625)]","[(0, 3469.503662109375), (1, 2602.1376953125)]","[(0, 1695.727783203125), (1, 2869.09228515625)]","[(0, 2544.9541015625), (1, 1939.9921875)]","[(0, 1619.8155517578125), (1, 1731.9002685546875)]","[(0, 3276.243896484375), (1, 3389.48828125)]","[(0, 1799.3779296875), (1, 2116.6337890625)]","[(0, 1871.073974609375), (1, 2907.840087890625)]","[(0, 2991.035888671875), (1, 2395.8359375)]","[(0, 2324.012451171875), (1, 2193.031982421875)]","[(0, 1533.3077392578125), (1, 1715.7484130859375)]","[(0, 3464.438232421875), (1, 3304.012451171875)]","[(0, 3404.99072265625), (1, 2712.71923828125)]","[(0, 2896.73681640625), (1, 2657.337158203125)]","[(0, 1618.357177734375), (1, 2358.662841796875)]","[(0, 3377.542724609375), (1, 3252.729736328125)]","[(0, 1323.3472900390625), (1, 1451.928955078125)]","[(0, 1529.9117431640625), (1, 1496.8997802734375)]","[(0, 2312.55224609375), (1, 2184.466552734375)]","[(0, 2092.37353515625), (1, 2081.876708984375)]","[(0, 767.64013671875), (1, 572.5098266601562)]","[(0, 1954.7156982421875), (1, 1913.016357421875)]","[(0, 1602.103271484375), (1, 1396.3236083984375)]","[(0, 846.3092041015625), (1, 575.01513671875)]","[(0, 1382.6624755859375), (1, 701.9890747070312)]","[(0, 1395.2841796875), (1, 601.9819946289062)]","[(0, 563.23974609375), (1, 889.2484741210938)]","[(0, 799.2271728515625), (1, 1205.2701416015625)]","[(0, 1554.866455078125), (1, 3794.9462890625)]","[(0, 3991.84716796875), (1, 3980.598388671875)]","[(0, 2952.62255859375), (1, 3031.079345703125)]","[(0, 1708.0196533203125), (1, 1609.3558349609375)]","[(0, 3278.525390625), (1, 3349.475341796875)]","[(0, 2995.606201171875), (1, 3050.66015625)]","[(0, 5641.34326171875), (1, 2837.80078125)]","[(0, 473.2711486816406), (1, 438.6419372558594)]","[(0, 437.3407897949219), (1, 416.1024475097656)]","[(0, 1395.6280517578125), (1, 1487.4466552734375)]","[(0, 634.845458984375), (1, 693.331787109375)]","[(0, 643.97412109375), (1, 681.3343505859375)]","[(0, 1232.662109375), (1, 1154.1796875)]","[(0, 2927.369873046875), (1, 3597.78662109375)]","[(0, 1494.673095703125), (1, 1547.584228515625)]","[(0, 1804.595458984375), (1, 1860.6226806640625)]","[(0, 2117.122314453125), (1, 2067.99755859375)]","[(0, 2418.7705078125), (1, 2404.720947265625)]","[(0, 1515.25341796875), (1, 1848.7119140625)]","[(0, 1332.7696533203125), (1, 1612.3106689453125)]","[(0, 2082.851806640625), (1, 1857.1851806640625)]","[(0, 8427.7548828125), (1, 4935.81201171875)]","[(0, 2144.552734375), (1, 2098.91552734375)]","[(0, 1636.9654541015625), (1, 1639.4002685546875)]","[(0, 1951.217041015625), (1, 1207.7548828125)]","[(0, 2212.04052734375), (1, 1724.5115966796875)]","[(0, 1141.1839599609375), (1, 919.6790161132812)]","[(0, 1845.8104248046875), (1, 2018.8865966796875)]","[(0, 1992.4869384765625), (1, 2257.359375)]","[(0, 3034.324462890625), (1, 2855.686279296875)]","[(0, 1203.6236572265625), (1, 1168.39013671875)]","[(0, 1947.435791015625), (1, 1577.7764892578125)]","[(0, 4830.05712890625), (1, 4298.4375)]","[(0, 3472.135009765625), (1, 3754.749267578125)]","[(0, 2343.88232421875), (1, 2397.7216796875)]"
3,"[(0, 1926.5462646484375), (1, 1931.5087890625)]","[(0, 2628.82275390625), (1, 2512.365478515625)]","[(0, 1988.24365234375), (1, 2061.19384765625)]","[(0, 4941.5576171875), (1, 4296.84716796875)]","[(0, 5673.017578125), (1, 6706.6572265625)]","[(0, 2815.323486328125), (1, 2608.151123046875)]","[(0, 4169.74951171875), (1, 5214.3154296875)]","[(0, 3428.984619140625), (1, 2647.8798828125)]","[(0, 1323.0147705078125), (1, 1329.15966796875)]","[(0, 1789.4158935546875), (1, 1681.3309326171875)]","[(0, 1818.387451171875), (1, 1848.6837158203125)]","[(0, 2354.366943359375), (1, 3988.772216796875)]","[(0, 2962.19482421875), (1, 2273.91650390625)]","[(0, 3545.759765625), (1, 3752.1435546875)]","[(0, 1743.9246826171875), (1, 1773.96044921875)]","[(0, 16731.685546875), (1, 11578.3984375)]","[(0, 3294.689453125), (1, 2623.039306640625)]","[(0, 4321.17041015625), (1, 4498.33154296875)]","[(0, 1701.30810546875), (1, 1849.31591796875)]","[(0, 2217.253173828125), (1, 2410.2451171875)]","[(0, 1929.9188232421875), (1, 1936.57177734375)]","[(0, 1505.8660888671875), (1, 1687.8543701171875)]","[(0, 1509.0604248046875), (1, 1463.50146484375)]","[(0, 1326.0906982421875), (1, 1242.732421875)]","[(0, 2151.048828125), (1, 1640.893310546875)]","[(0, 2698.518798828125), (1, 2473.868896484375)]","[(0, 2881.015380859375), (1, 2910.839599609375)]","[(0, 739.9185791015625), (1, 510.2057800292969)]","[(0, 1901.0123291015625), (1, 1158.2384033203125)]","[(0, 3071.781982421875), (1, 1439.8140869140625)]","[(0, 1248.108642578125), (1, 2019.8505859375)]","[(0, 1454.9326171875), (1, 2272.62548828125)]","[(0, 973.8590698242188), (1, 4363.2099609375)]","[(0, 3054.93408203125), (1, 3147.6845703125)]","[(0, 2949.47900390625), (1, 3050.98583984375)]","[(0, 1490.85205078125), (1, 1226.1795654296875)]","[(0, 3899.744384765625), (1, 3804.4365234375)]","[(0, 3580.675537109375), (1, 3140.135009765625)]","[(0, 3806.853759765625), (1, 2520.00439453125)]","[(0, 765.4269409179688), (1, 752.8971557617188)]","[(0, 467.7361755371094), (1, 458.4061584472656)]","[(0, 831.4124145507812), (1, 771.6657104492188)]","[(0, 448.3052978515625), (1, 474.43182373046875)]","[(0, 816.824951171875), (1, 823.9999389648438)]","[(0, 1618.8511962890625), (1, 1387.3031005859375)]","[(0, 2639.485595703125), (1, 2216.432861328125)]","[(0, 2554.006103515625), (1, 2657.42578125)]","[(0, 1507.8433837890625), (1, 1847.100341796875)]","[(0, 1710.89306640625), (1, 1591.32080078125)]","[(0, 961.1011352539062), (1, 754.6586303710938)]","[(0, 2364.88037109375), (1, 2743.050048828125)]","[(0, 1272.74169921875), (1, 1678.7120361328125)]","[(0, 1478.1376953125), (1, 1430.3228759765625)]","[(0, 4099.470703125), (1, 5736.2890625)]","[(0, 2454.6650390625), (1, 2312.46533203125)]","[(0, 3877.9189453125), (1, 2399.79541015625)]","[(0, 2014.56494140625), (1, 1288.5606689453125)]","[(0, 2172.785888671875), (1, 1758.7518310546875)]","[(0, 1241.2772216796875), (1, 1053.333740234375)]","[(0, 1801.7647705078125), (1, 1939.5345458984375)]","[(0, 1251.2137451171875), (1, 1243.62451171875)]","[(0, 2355.01025390625), (1, 2204.2939453125)]","[(0, 1731.3907470703125), (1, 1601.0760498046875)]","[(0, 3404.818603515625), (1, 2586.525634765625)]","[(0, 2977.684814453125), (1, 2761.549560546875)]","[(0, 1622.2296142578125), (1, 1586.0748291015625)]","[(0, 3446.198974609375), (1, 3452.0966796875)]"
4,"[(0, 1867.151611328125), (1, 2004.47607421875)]","[(0, 5579.9814453125), (1, 6464.35400390625)]","[(0, 2006.2171630859375), (1, 1907.423583984375)]","[(0, 1453.882568359375), (1, 1448.906494140625)]","[(0, 3120.845947265625), (1, 2656.21484375)]","[(0, 2130.234130859375), (1, 1795.3619384765625)]","[(0, 4576.31298828125), (1, 7551.708984375)]","[(0, 5194.4375), (1, 4892.67236328125)]","[(0, 1779.7015380859375), (1, 2052.64013671875)]","[(0, 3268.772216796875), (1, 3134.734375)]","[(0, 1902.9930419921875), (1, 2479.586181640625)]","[(0, 1203.2850341796875), (1, 857.2608032226562)]","[(0, 1735.334228515625), (1, 1680.0406494140625)]","[(0, 2940.665283203125), (1, 3092.07080078125)]","[(0, 3137.44970703125), (1, 3501.70751953125)]","[(0, 6072.7333984375), (1, 5626.4228515625)]","[(0, 8879.1005859375), (1, 7223.66357421875)]","[(0, 1336.5091552734375), (1, 1502.474853515625)]","[(0, 3091.84375), (1, 3096.4677734375)]","[(0, 1756.8919677734375), (1, 2114.677734375)]","[(0, 1946.3951416015625), (1, 2138.630859375)]","[(0, 3084.254638671875), (1, 2977.10986328125)]","[(0, 1776.0205078125), (1, 1851.0865478515625)]","[(0, 2656.531494140625), (1, 2649.3310546875)]","[(0, 1201.9224853515625), (1, 1039.89892578125)]","[(0, 1443.849853515625), (1, 1461.22265625)]","[(0, 2984.9521484375), (1, 3860.38818359375)]","[(0, 2247.654052734375), (1, 1451.6893310546875)]","[(0, 1186.3782958984375), (1, 674.2003784179688)]","[(0, 1938.5894775390625), (1, 891.1038208007812)]","[(0, 1379.6158447265625), (1, 2102.5498046875)]","[(0, 710.7429809570312), (1, 1301.1041259765625)]","[(0, 749.0690307617188), (1, 1666.943359375)]","[(0, 4193.49755859375), (1, 4133.21533203125)]","[(0, 2880.28857421875), (1, 2999.43701171875)]","[(0, 2955.855224609375), (1, 3006.0087890625)]","[(0, 3437.24169921875), (1, 3293.994873046875)]","[(0, 2890.8037109375), (1, 2850.713623046875)]","[(0, 2768.1376953125), (1, 2697.586181640625)]","[(0, 635.4305419921875), (1, 650.490966796875)]","[(0, 648.5846557617188), (1, 674.4810791015625)]","[(0, 1408.0128173828125), (1, 1428.6141357421875)]","[(0, 865.0330810546875), (1, 938.5709228515625)]","[(0, 1104.7115478515625), (1, 1107.6220703125)]","[(0, 1128.7701416015625), (1, 1053.1373291015625)]","[(0, 1898.5518798828125), (1, 2178.085693359375)]","[(0, 1690.274658203125), (1, 1853.58349609375)]","[(0, 2380.8349609375), (1, 1670.109130859375)]","[(0, 2053.910888671875), (1, 1493.3052978515625)]","[(0, 1394.158203125), (1, 1783.83154296875)]","[(0, 2006.2757568359375), (1, 1419.6502685546875)]","[(0, 1097.89990234375), (1, 1342.6412353515625)]","[(0, 2114.2138671875), (1, 1651.661865234375)]","[(0, 2043.9737548828125), (1, 1972.7437744140625)]","[(0, 3302.037353515625), (1, 3582.707763671875)]","[(0, 2372.049560546875), (1, 1457.359375)]","[(0, 1748.95458984375), (1, 1944.78076171875)]","[(0, 3841.03857421875), (1, 3312.451904296875)]","[(0, 1847.41748046875), (1, 1782.15234375)]","[(0, 1979.72265625), (1, 2222.302001953125)]","[(0, 2236.77001953125), (1, 2457.68798828125)]","[(0, 2079.17919921875), (1, 2042.081787109375)]","[(0, 1466.7032470703125), (1, 1414.465576171875)]","[(0, 2688.086669921875), (1, 2068.532958984375)]","[(0, 1787.0301513671875), (1, 1589.4697265625)]","[(0, 2687.18701171875), (1, 3015.75732421875)]","[(0, 2496.82421875), (1, 2957.015625)]"
5,"[(0, 1523.647216796875), (1, 1912.9835205078125)]","[(0, 2858.224365234375), (1, 2576.414794921875)]","[(0, 2641.540283203125), (1, 2351.80419921875)]","[(0, 2264.710205078125), (1, 2301.631591796875)]","[(0, 1745.34716796875), (1, 2071.06640625)]","[(0, 2757.5888671875), (1, 2947.55126953125)]","[(0, 4972.25244140625), (1, 6753.36865234375)]","[(0, 1956.1031494140625), (1, 2176.45458984375)]","[(0, 1916.7353515625), (1, 1875.19970703125)]","[(0, 1649.053955078125), (1, 1767.620849609375)]","[(0, 1624.6641845703125), (1, 1831.07421875)]","[(0, 1614.41943359375), (1, 2521.094482421875)]","[(0, 3205.478271484375), (1, 2655.957763671875)]","[(0, 2728.595703125), (1, 2589.34423828125)]","[(0, 1931.480224609375), (1, 1959.1790771484375)]","[(0, 9566.833984375), (1, 8146.60693359375)]","[(0, 2472.84521484375), (1, 1995.03955078125)]","[(0, 2423.869140625), (1, 2395.925048828125)]","[(0, 2530.80615234375), (1, 3794.27685546875)]","[(0, 2096.755859375), (1, 1606.5548095703125)]","[(0, 2139.226318359375), (1, 2164.011474609375)]","[(0, 2138.80322265625), (1, 2098.517333984375)]","[(0, 1454.7772216796875), (1, 1232.779052734375)]","[(0, 3474.2451171875), (1, 3700.805419921875)]","[(0, 1918.92822265625), (1, 1417.3052978515625)]","[(0, 2779.25390625), (1, 3022.8837890625)]","[(0, 3236.5771484375), (1, 3738.7451171875)]","[(0, 868.296142578125), (1, 546.5381469726562)]","[(0, 1049.2066650390625), (1, 627.6991577148438)]","[(0, 4785.74609375), (1, 1885.637451171875)]","[(0, 1407.683837890625), (1, 2004.2867431640625)]","[(0, 1085.6839599609375), (1, 1766.4775390625)]","[(0, 1989.634033203125), (1, 4212.677734375)]","[(0, 2723.909423828125), (1, 2827.9736328125)]","[(0, 3891.96044921875), (1, 3673.171875)]","[(0, 1989.713623046875), (1, 2013.684326171875)]","[(0, 3073.2060546875), (1, 3041.5849609375)]","[(0, 4429.0009765625), (1, 3203.43994140625)]","[(0, 2356.1953125), (1, 2395.350341796875)]","[(0, 481.9933776855469), (1, 498.2424011230469)]","[(0, 355.9185791015625), (1, 381.9470520019531)]","[(0, 934.5512084960938), (1, 978.3627319335938)]","[(0, 712.4867553710938), (1, 750.375)]","[(0, 1139.954345703125), (1, 1115.5540771484375)]","[(0, 820.8645629882812), (1, 802.0090942382812)]","[(0, 1833.30908203125), (1, 2342.32470703125)]","[(0, 1540.8731689453125), (1, 1591.606201171875)]","[(0, 1656.697509765625), (1, 1899.8785400390625)]","[(0, 3127.304931640625), (1, 2494.62255859375)]","[(0, 1926.83203125), (1, 1757.538818359375)]","[(0, 1736.2164306640625), (1, 1492.2276611328125)]","[(0, 1068.99169921875), (1, 1051.1566162109375)]","[(0, 1424.6405029296875), (1, 1465.3623046875)]","[(0, 1349.95263671875), (1, 1919.683349609375)]","[(0, 762.2454833984375), (1, 916.2875366210938)]","[(0, 3530.6396484375), (1, 2893.489990234375)]","[(0, 1590.058837890625), (1, 1333.2686767578125)]","[(0, 3264.83740234375), (1, 3490.60791015625)]","[(0, 2074.77294921875), (1, 1810.545166015625)]","[(0, 1326.3341064453125), (1, 1302.7225341796875)]","[(0, 2062.4287109375), (1, 1955.2796630859375)]","[(0, 3018.57421875), (1, 2597.257080078125)]","[(0, 1530.33642578125), (1, 1545.7501220703125)]","[(0, 3131.011474609375), (1, 2457.275390625)]","[(0, 2524.76025390625), (1, 2332.090576171875)]","[(0, 835.6405029296875), (1, 1165.875732421875)]","[(0, 1545.0228271484375), (1, 1574.1484375)]"
6,"[(0, 1784.172607421875), (1, 1497.29248046875)]","[(0, 4417.52685546875), (1, 4500.8203125)]","[(0, 2723.222412109375), (1, 2795.66259765625)]","[(0, 2637.648681640625), (1, 2590.7314453125)]","[(0, 3278.66943359375), (1, 3406.010498046875)]","[(0, 5923.91796875), (1, 4744.2890625)]","[(0, 1949.760498046875), (1, 2088.8125)]","[(0, 5354.55517578125), (1, 4577.11181640625)]","[(0, 2212.6376953125), (1, 2229.50244140625)]","[(0, 1224.0408935546875), (1, 1187.2481689453125)]","[(0, 1177.100341796875), (1, 1185.830322265625)]","[(0, 3119.587158203125), (1, 2358.52197265625)]","[(0, 2674.395263671875), (1, 2464.5625)]","[(0, 2240.0029296875), (1, 1541.9249267578125)]","[(0, 1765.955322265625), (1, 2010.9638671875)]","[(0, 13275.33203125), (1, 19161.17578125)]","[(0, 3295.01611328125), (1, 2589.367919921875)]","[(0, 2481.476318359375), (1, 2514.76025390625)]","[(0, 2155.4248046875), (1, 2844.662841796875)]","[(0, 2531.63916015625), (1, 3378.019287109375)]","[(0, 1406.81298828125), (1, 1551.3768310546875)]","[(0, 2364.804931640625), (1, 2345.25634765625)]","[(0, 1518.17822265625), (1, 1285.891845703125)]","[(0, 1743.471435546875), (1, 1609.5101318359375)]","[(0, 2845.65478515625), (1, 2486.734130859375)]","[(0, 2080.76708984375), (1, 1984.1871337890625)]","[(0, 1886.9183349609375), (1, 1949.4444580078125)]","[(0, 1530.0511474609375), (1, 1040.9686279296875)]","[(0, 1939.4503173828125), (1, 1220.31640625)]","[(0, 2949.587158203125), (1, 1004.2611083984375)]","[(0, 1596.28515625), (1, 2387.434326171875)]","[(0, 662.407958984375), (1, 1229.13818359375)]","[(0, 2434.17529296875), (1, 7240.3544921875)]","[(0, 3439.06494140625), (1, 3074.8740234375)]","[(0, 2926.370849609375), (1, 2968.191162109375)]","[(0, 2494.96533203125), (1, 1923.076904296875)]","[(0, 3104.761962890625), (1, 3219.341064453125)]","[(0, 2618.56640625), (1, 2680.82763671875)]","[(0, 2599.980712890625), (1, 2055.63720703125)]","[(0, 606.3739624023438), (1, 625.6378784179688)]","[(0, 459.53765869140625), (1, 464.05792236328125)]","[(0, 1102.087646484375), (1, 1325.25)]","[(0, 553.2182006835938), (1, 573.5831909179688)]","[(0, 590.5725708007812), (1, 609.9434814453125)]","[(0, 990.1209716796875), (1, 911.395751953125)]","[(0, 3222.068603515625), (1, 2561.029541015625)]","[(0, 1968.2374267578125), (1, 2022.0660400390625)]","[(0, 3583.193115234375), (1, 3318.494384765625)]","[(0, 1412.823486328125), (1, 1921.744140625)]","[(0, 1699.8809814453125), (1, 2641.05029296875)]","[(0, 2649.663330078125), (1, 2371.1484375)]","[(0, 1997.614501953125), (1, 2159.98486328125)]","[(0, 2366.87939453125), (1, 2196.798828125)]","[(0, 2953.45751953125), (1, 4475.20849609375)]","[(0, 1505.0281982421875), (1, 1239.6422119140625)]","[(0, 3002.556396484375), (1, 2542.67626953125)]","[(0, 2562.9326171875), (1, 2456.451904296875)]","[(0, 3440.767578125), (1, 3542.812255859375)]","[(0, 2515.561279296875), (1, 2223.958740234375)]","[(0, 1321.7392578125), (1, 1377.407958984375)]","[(0, 2012.4583740234375), (1, 1985.3419189453125)]","[(0, 1934.27294921875), (1, 1803.71875)]","[(0, 2522.55322265625), (1, 2202.260986328125)]","[(0, 2888.498291015625), (1, 2446.612548828125)]","[(0, 1855.5989990234375), (1, 1621.5482177734375)]","[(0, 1742.980224609375), (1, 2095.51953125)]","[(0, 2019.481689453125), (1, 2384.7607421875)]"
