,best
adjunct_island,0.807
adv_order,0.44
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.447
center_embedding_double_1,0.433
center_embedding_double_2,0.886
center_embedding_single_1,0.367
center_embedding_single_2,0.819
complex_np_island,0.359
coordinate_structure_constrain_object_extraction,0.483
determiner_noun_agreement_1,0.491
determiner_noun_agreement_2,0.603
determiner_noun_agreement_adj_1,0.519
determiner_noun_agreement_adj_2,0.577
ellipsis,0.234
green_ideas,0.5
intransitive,0.655
left_branch_island_simple_question,0.046
matrix_question_npi_licensor_present,0.011
npi_present,0.468
only_npi_licensor_present,0.069
only_npi_scope,0.136
pp_order,0.394
principle_A_c_command,0.493
principle_A_domain_1,1.0
principle_A_domain_2,0.505
principle_A_domain_3,0.481
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.592
recursion_poss_ditransitive_medium,0.626
recursion_poss_ditransitive_short,0.685
recursion_poss_transitive_long,0.752
recursion_poss_transitive_medium,0.768
recursion_poss_transitive_short,0.835
recursion_pp_is_long,0.0
recursion_pp_is_medium,0.0
recursion_pp_is_short,0.0
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,0.998
sentential_negation_npi_licensor_present,0.349
sentential_negation_npi_scope,0.536
subj_aux_agreement_question_vary_aux,0.422
subj_aux_agreement_question_vary_subj,0.493
subj_aux_vary_subj,0.559
subj_aux_vary_verb,0.82
subj_aux_vary_verb_pp,0.433
subj_aux_vary_verb_rc,0.458
subj_verb_vary_verb,0.472
svo_vos,0.595
swapped_ditransitive_1,0.854
swapped_ditransitive_2,0.791
transitive,0.823
wh_island,0.978
wh_questions_object_gap,0.038
wh_questions_object_gap_long_distance,0.032
wh_questions_subject_gap,0.754
wh_questions_subject_gap_long_distance,0.838
wh_vs_that_no_gap,0.87
wh_vs_that_no_gap_long_distance,0.746
wh_vs_that_with_gap,0.575
wh_vs_that_with_gap_long_distance,0.625
