,best
adjunct_island,0.469
adv_order,0.706
anaphor_gender_agreement,0.487
anaphor_number_agreement,0.497
center_embedding_double_1,0.414
center_embedding_double_2,0.818
center_embedding_single_1,0.392
center_embedding_single_2,0.967
complex_np_island,0.494
coordinate_structure_constrain_object_extraction,0.295
determiner_noun_agreement_1,0.457
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.514
determiner_noun_agreement_adj_2,0.602
ellipsis,0.312
green_ideas,0.549
intransitive,0.401
left_branch_island_simple_question,0.171
matrix_question_npi_licensor_present,0.368
npi_present,0.491
only_npi_licensor_present,0.184
only_npi_scope,0.047
pp_order,0.502
principle_A_c_command,0.499
principle_A_domain_1,1.0
principle_A_domain_2,0.513
principle_A_domain_3,0.506
recursion_intensifier_adj_long,0.986
recursion_intensifier_adj_medium,0.993
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.019
recursion_intensifier_adv_medium,0.006
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.69
recursion_poss_ditransitive_medium,0.727
recursion_poss_ditransitive_short,0.739
recursion_poss_transitive_long,0.745
recursion_poss_transitive_medium,0.869
recursion_poss_transitive_short,0.848
recursion_pp_is_long,0.56
recursion_pp_is_medium,0.652
recursion_pp_is_short,0.068
recursion_pp_verb_long,0.999
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.96
sentential_negation_npi_scope,0.235
subj_aux_agreement_question_vary_aux,0.42
subj_aux_agreement_question_vary_subj,0.476
subj_aux_vary_subj,0.531
subj_aux_vary_verb,0.442
subj_aux_vary_verb_pp,0.498
subj_aux_vary_verb_rc,0.506
subj_verb_vary_verb,0.411
svo_vos,0.447
swapped_ditransitive_1,0.912
swapped_ditransitive_2,0.759
transitive,0.727
wh_island,1.0
wh_questions_object_gap,0.475
wh_questions_object_gap_long_distance,0.417
wh_questions_subject_gap,0.52
wh_questions_subject_gap_long_distance,0.629
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.006
wh_vs_that_with_gap_long_distance,0.012
