,best
adjunct_island,0.635
adv_order,0.721
wh_vs_that_with_gap,0.141
anaphor_gender_agreement,0.495
anaphor_number_agreement,0.496
recursion_pp_verb_long,1.0
center_embedding_double_1,0.539
recursion_pp_verb_medium,1.0
center_embedding_double_2,0.913
recursion_pp_verb_short,1.0
center_embedding_single_1,0.438
subj_aux_vary_verb_rc,0.515
center_embedding_single_2,0.874
complex_np_island,0.55
recursion_poss_transitive_medium,0.852
coordinate_structure_constrain_object_extraction,0.626
subj_aux_vary_verb_pp,0.545
determiner_noun_agreement_1,0.472
subj_verb_vary_verb,0.403
determiner_noun_agreement_2,0.581
svo_vos,0.514
determiner_noun_agreement_adj_1,0.52
swapped_ditransitive_1,0.763
determiner_noun_agreement_adj_2,0.602
ellipsis,0.23
green_ideas,0.471
intransitive,0.496
recursion_poss_transitive_short,0.899
left_branch_island_simple_question,0.4
recursion_pp_is_long,0.53
matrix_question_npi_licensor_present,0.221
npi_present,0.481
swapped_ditransitive_2,0.797
only_npi_licensor_present,0.811
only_npi_scope,0.373
pp_order,0.551
principle_A_c_command,0.492
principle_A_domain_1,1.0
principle_A_domain_2,0.507
principle_A_domain_3,0.484
transitive,0.758
recursion_intensifier_adj_long,1.0
wh_island,0.998
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.395
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.223
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.31
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.873
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.678
recursion_poss_ditransitive_long,0.728
recursion_pp_is_medium,0.055
recursion_poss_ditransitive_medium,0.717
recursion_pp_is_short,0.052
recursion_poss_ditransitive_short,0.69
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.815
subj_aux_agreement_question_vary_subj,0.496
sentential_negation_npi_licensor_present,0.552
wh_vs_that_no_gap_long_distance,0.997
sentential_negation_npi_scope,0.597
subj_aux_vary_subj,0.563
subj_aux_agreement_question_vary_aux,0.492
subj_aux_vary_verb,0.685
