,best
adjunct_island,0.619
adv_order,0.338
wh_vs_that_with_gap,0.104
anaphor_gender_agreement,0.523
anaphor_number_agreement,0.46
recursion_pp_verb_long,0.0
center_embedding_double_1,0.7
recursion_pp_verb_medium,0.0
center_embedding_double_2,0.799
recursion_pp_verb_short,0.004
center_embedding_single_1,0.83
subj_aux_vary_verb_rc,0.503
center_embedding_single_2,0.509
complex_np_island,0.279
recursion_poss_transitive_medium,0.837
coordinate_structure_constrain_object_extraction,0.455
subj_aux_vary_verb_pp,0.478
determiner_noun_agreement_1,0.493
subj_verb_vary_verb,0.536
determiner_noun_agreement_2,0.475
svo_vos,0.228
determiner_noun_agreement_adj_1,0.488
swapped_ditransitive_1,0.532
determiner_noun_agreement_adj_2,0.48
ellipsis,0.498
green_ideas,0.466
intransitive,0.449
recursion_poss_transitive_short,0.735
left_branch_island_simple_question,0.478
recursion_pp_is_long,0.764
matrix_question_npi_licensor_present,0.849
npi_present,0.525
swapped_ditransitive_2,0.528
only_npi_licensor_present,1.0
only_npi_scope,1.0
pp_order,0.526
principle_A_c_command,0.458
principle_A_domain_1,0.769
principle_A_domain_2,0.517
principle_A_domain_3,0.475
transitive,0.571
recursion_intensifier_adj_long,0.596
wh_island,0.892
recursion_intensifier_adj_medium,0.459
wh_questions_object_gap,0.796
recursion_intensifier_adj_short,0.269
wh_vs_that_with_gap_long_distance,0.034
recursion_intensifier_adv_long,0.411
wh_questions_object_gap_long_distance,0.831
recursion_intensifier_adv_medium,0.551
wh_questions_subject_gap,0.765
recursion_intensifier_adv_short,0.741
wh_questions_subject_gap_long_distance,0.805
recursion_poss_ditransitive_long,0.447
recursion_pp_is_medium,0.634
recursion_poss_ditransitive_medium,0.482
recursion_pp_is_short,0.562
recursion_poss_ditransitive_short,0.584
wh_vs_that_no_gap,1.0
recursion_poss_transitive_long,0.841
subj_aux_agreement_question_vary_subj,0.496
sentential_negation_npi_licensor_present,0.925
wh_vs_that_no_gap_long_distance,1.0
sentential_negation_npi_scope,0.253
subj_aux_vary_subj,0.502
subj_aux_agreement_question_vary_aux,0.57
subj_aux_vary_verb,0.486
