,adjunct_island,adv_order,anaphor_gender_agreement,anaphor_number_agreement,center_embedding_double_1,center_embedding_double_2,center_embedding_single_1,center_embedding_single_2,complex_np_island,coordinate_structure_constrain_object_extraction,determiner_noun_agreement_1,determiner_noun_agreement_2,determiner_noun_agreement_adj_1,determiner_noun_agreement_adj_2,ellipsis,green_ideas,intransitive,left_branch_island_simple_question,matrix_question_npi_licensor_present,npi_present,only_npi_licensor_present,only_npi_scope,pp_order,principle_A_c_command,principle_A_domain_1,principle_A_domain_2,principle_A_domain_3,recursion_intensifier_adj_long,recursion_intensifier_adj_medium,recursion_intensifier_adj_short,recursion_intensifier_adv_long,recursion_intensifier_adv_medium,recursion_intensifier_adv_short,recursion_poss_ditransitive_long,recursion_poss_ditransitive_medium,recursion_poss_ditransitive_short,recursion_poss_transitive_long,recursion_poss_transitive_medium,recursion_poss_transitive_short,recursion_pp_is_long,recursion_pp_is_medium,recursion_pp_is_short,recursion_pp_verb_long,recursion_pp_verb_medium,recursion_pp_verb_short,sentential_negation_npi_licensor_present,sentential_negation_npi_scope,subj_aux_agreement_question_vary_aux,subj_aux_agreement_question_vary_subj,subj_aux_vary_subj,subj_aux_vary_verb,subj_aux_vary_verb_pp,subj_aux_vary_verb_rc,subj_verb_vary_verb,svo_vos,swapped_ditransitive_1,swapped_ditransitive_2,transitive,wh_island,wh_questions_object_gap,wh_questions_object_gap_long_distance,wh_questions_subject_gap,wh_questions_subject_gap_long_distance,wh_vs_that_no_gap,wh_vs_that_no_gap_long_distance,wh_vs_that_with_gap,wh_vs_that_with_gap_long_distance
0,"[(0, 3980.423583984375), (1, 4112.10595703125)]","[(0, 3524.483154296875), (1, 4549.8203125)]","[(0, 2827.72705078125), (1, 2280.79150390625)]","[(0, 9713.1904296875), (1, 12774.044921875)]","[(0, 8862.9072265625), (1, 9624.53125)]","[(0, 5512.9853515625), (1, 5734.0517578125)]","[(0, 5940.482421875), (1, 8490.0234375)]","[(0, 16685.857421875), (1, 12773.7646484375)]","[(0, 1727.884765625), (1, 1448.607421875)]","[(0, 8192.1064453125), (1, 7844.59375)]","[(0, 3095.233642578125), (1, 2952.792724609375)]","[(0, 3473.873779296875), (1, 3783.837158203125)]","[(0, 2560.730224609375), (1, 2119.907470703125)]","[(0, 1965.2073974609375), (1, 2346.65576171875)]","[(0, 956.1597900390625), (1, 1004.0221557617188)]","[(0, 16667.583984375), (1, 20985.755859375)]","[(0, 30955.302734375), (1, 52473.62109375)]","[(0, 5561.333984375), (1, 7777.55078125)]","[(0, 3112.666015625), (1, 3266.6533203125)]","[(0, 3918.238525390625), (1, 3490.44482421875)]","[(0, 2136.56884765625), (1, 2134.57275390625)]","[(0, 3346.15185546875), (1, 2975.497802734375)]","[(0, 2648.05908203125), (1, 2185.274169921875)]","[(0, 6486.30126953125), (1, 7111.203125)]","[(0, 3503.5146484375), (1, 2430.983154296875)]","[(0, 2268.08740234375), (1, 1848.392822265625)]","[(0, 1539.7017822265625), (1, 1421.9205322265625)]","[(0, 738.4797973632812), (1, 374.192138671875)]","[(0, 1499.6246337890625), (1, 778.0198974609375)]","[(0, 32696.46875), (1, 6771.43896484375)]","[(0, 733.27783203125), (1, 1429.64990234375)]","[(0, 1453.9228515625), (1, 4175.67919921875)]","[(0, 1782.30615234375), (1, 5467.255859375)]","[(0, 2219.43212890625), (1, 2161.560302734375)]","[(0, 2636.888916015625), (1, 2273.426513671875)]","[(0, 3971.993896484375), (1, 3944.614990234375)]","[(0, 1885.258056640625), (1, 1929.1744384765625)]","[(0, 2362.59326171875), (1, 2647.6337890625)]","[(0, 2519.718505859375), (1, 3151.114501953125)]","[(0, 209.72198486328125), (1, 216.53358459472656)]","[(0, 335.85992431640625), (1, 412.99505615234375)]","[(0, 3339.5908203125), (1, 4818.78955078125)]","[(0, 429.1347351074219), (1, 419.86859130859375)]","[(0, 426.0657043457031), (1, 400.88543701171875)]","[(0, 7912.90087890625), (1, 7284.43115234375)]","[(0, 3598.548583984375), (1, 3146.5322265625)]","[(0, 3020.244384765625), (1, 2840.933837890625)]","[(0, 2890.1337890625), (1, 2998.478759765625)]","[(0, 8520.3349609375), (1, 14485.853515625)]","[(0, 5516.4140625), (1, 3866.71826171875)]","[(0, 2281.351806640625), (1, 1650.16455078125)]","[(0, 2865.807861328125), (1, 2739.874755859375)]","[(0, 929.5610961914062), (1, 1273.4208984375)]","[(0, 8141.52734375), (1, 8895.8564453125)]","[(0, 6676.72021484375), (1, 2987.3583984375)]","[(0, 5250.12744140625), (1, 2802.384033203125)]","[(0, 3663.71533203125), (1, 7368.02099609375)]","[(0, 3935.115966796875), (1, 3202.358642578125)]","[(0, 3092.834716796875), (1, 2434.0126953125)]","[(0, 718.17724609375), (1, 1147.3994140625)]","[(0, 1094.067626953125), (1, 1366.732421875)]","[(0, 1707.75830078125), (1, 1444.556396484375)]","[(0, 3475.33203125), (1, 2774.9912109375)]","[(0, 3458.2587890625), (1, 3239.943359375)]","[(0, 897.8568725585938), (1, 787.5067138671875)]","[(0, 7864.06103515625), (1, 7706.03125)]","[(0, 2587.923583984375), (1, 2551.23828125)]"
1,"[(0, 2365.3076171875), (1, 2398.094482421875)]","[(0, 3568.1923828125), (1, 3613.962890625)]","[(0, 4787.90966796875), (1, 5706.2958984375)]","[(0, 3364.33642578125), (1, 3888.947998046875)]","[(0, 11490.5185546875), (1, 12116.2607421875)]","[(0, 2936.282470703125), (1, 3464.111083984375)]","[(0, 8369.8212890625), (1, 11474.7275390625)]","[(0, 6569.81689453125), (1, 5196.74169921875)]","[(0, 919.8702392578125), (1, 834.0234985351562)]","[(0, 2670.818115234375), (1, 1889.92138671875)]","[(0, 6955.9853515625), (1, 5255.9384765625)]","[(0, 5821.59033203125), (1, 4783.35546875)]","[(0, 4755.16064453125), (1, 4253.09765625)]","[(0, 5535.291015625), (1, 4623.3955078125)]","[(0, 1320.2122802734375), (1, 1385.1859130859375)]","[(0, 21492.658203125), (1, 23620.697265625)]","[(0, 30031.8203125), (1, 28706.921875)]","[(0, 1373.170166015625), (1, 1986.774658203125)]","[(0, 1893.423095703125), (1, 3198.662353515625)]","[(0, 1986.79931640625), (1, 2344.53076171875)]","[(0, 1455.1434326171875), (1, 1446.3262939453125)]","[(0, 765.0701293945312), (1, 921.8667602539062)]","[(0, 2038.0982666015625), (1, 1578.091796875)]","[(0, 3524.29833984375), (1, 3167.39306640625)]","[(0, 3860.48388671875), (1, 2548.684814453125)]","[(0, 7002.41650390625), (1, 6616.14306640625)]","[(0, 1728.786376953125), (1, 1801.337890625)]","[(0, 1175.6644287109375), (1, 675.6795654296875)]","[(0, 1412.0072021484375), (1, 783.7459106445312)]","[(0, 4131.76513671875), (1, 1570.6192626953125)]","[(0, 557.136962890625), (1, 828.2207641601562)]","[(0, 698.8739624023438), (1, 1642.5396728515625)]","[(0, 3551.685791015625), (1, 11105.396484375)]","[(0, 2192.56884765625), (1, 2268.427001953125)]","[(0, 3265.466552734375), (1, 3063.172607421875)]","[(0, 4658.728515625), (1, 4534.169921875)]","[(0, 1683.452880859375), (1, 1737.644287109375)]","[(0, 1801.1661376953125), (1, 1964.39794921875)]","[(0, 3316.4697265625), (1, 2774.4462890625)]","[(0, 400.0156555175781), (1, 462.7544250488281)]","[(0, 466.3089294433594), (1, 604.5384521484375)]","[(0, 2676.928955078125), (1, 5647.47998046875)]","[(0, 280.8754577636719), (1, 273.3832702636719)]","[(0, 801.310302734375), (1, 751.3904418945312)]","[(0, 1679.828369140625), (1, 1451.21728515625)]","[(0, 1215.16064453125), (1, 1119.9171142578125)]","[(0, 2452.29833984375), (1, 2331.323486328125)]","[(0, 4038.023681640625), (1, 4029.141357421875)]","[(0, 3039.45068359375), (1, 3219.8046875)]","[(0, 3844.175537109375), (1, 2923.727783203125)]","[(0, 17679.6328125), (1, 16014.236328125)]","[(0, 3642.73828125), (1, 3904.236083984375)]","[(0, 6702.513671875), (1, 6284.04150390625)]","[(0, 33139.44921875), (1, 40271.0390625)]","[(0, 17476.841796875), (1, 9199.7109375)]","[(0, 3443.1962890625), (1, 2022.3792724609375)]","[(0, 5498.62451171875), (1, 3242.6357421875)]","[(0, 5377.814453125), (1, 2683.41748046875)]","[(0, 1364.8106689453125), (1, 1173.4368896484375)]","[(0, 1758.8868408203125), (1, 2363.323486328125)]","[(0, 1841.0286865234375), (1, 2341.04296875)]","[(0, 2475.65185546875), (1, 1946.05078125)]","[(0, 1619.4881591796875), (1, 1193.1505126953125)]","[(0, 1768.286865234375), (1, 1467.9080810546875)]","[(0, 1229.2459716796875), (1, 1071.031982421875)]","[(0, 3173.040771484375), (1, 3131.826904296875)]","[(0, 2602.033203125), (1, 2618.322998046875)]"
2,"[(0, 3150.825927734375), (1, 2890.125244140625)]","[(0, 3464.025146484375), (1, 5440.173828125)]","[(0, 9279.2783203125), (1, 7420.2158203125)]","[(0, 13312.7958984375), (1, 15367.1875)]","[(0, 7216.22705078125), (1, 8007.22119140625)]","[(0, 5074.9267578125), (1, 3741.505859375)]","[(0, 4190.92333984375), (1, 5703.57568359375)]","[(0, 5200.13720703125), (1, 4637.09326171875)]","[(0, 1903.92333984375), (1, 1551.0712890625)]","[(0, 5549.30810546875), (1, 6076.89306640625)]","[(0, 2397.755859375), (1, 2749.335693359375)]","[(0, 7868.76513671875), (1, 7947.955078125)]","[(0, 4013.559814453125), (1, 3257.715087890625)]","[(0, 3541.275390625), (1, 2994.2724609375)]","[(0, 1426.6943359375), (1, 1868.9580078125)]","[(0, 9469.3642578125), (1, 7501.79296875)]","[(0, 10632.841796875), (1, 11590.1416015625)]","[(0, 4657.6005859375), (1, 9365.54296875)]","[(0, 1328.6103515625), (1, 1791.998046875)]","[(0, 5316.0888671875), (1, 4877.2099609375)]","[(0, 2921.085693359375), (1, 2931.573486328125)]","[(0, 1510.19775390625), (1, 2316.05615234375)]","[(0, 2613.515625), (1, 2519.556396484375)]","[(0, 3782.538330078125), (1, 3339.877685546875)]","[(0, 1312.201416015625), (1, 844.6473999023438)]","[(0, 3610.4560546875), (1, 3890.082763671875)]","[(0, 1495.821044921875), (1, 2158.77587890625)]","[(0, 848.4718017578125), (1, 498.38568115234375)]","[(0, 3205.481201171875), (1, 1051.5927734375)]","[(0, 4635.3291015625), (1, 1172.5001220703125)]","[(0, 476.0555419921875), (1, 1091.06103515625)]","[(0, 1024.2452392578125), (1, 1794.34765625)]","[(0, 1695.8870849609375), (1, 6175.58154296875)]","[(0, 2187.65625), (1, 2342.86083984375)]","[(0, 1750.1015625), (1, 1753.9822998046875)]","[(0, 4420.96630859375), (1, 3276.875)]","[(0, 1946.22705078125), (1, 1891.491943359375)]","[(0, 1976.2772216796875), (1, 2119.023193359375)]","[(0, 4400.3173828125), (1, 2492.427734375)]","[(0, 325.3664855957031), (1, 361.6271057128906)]","[(0, 340.2804260253906), (1, 415.5940246582031)]","[(0, 4378.44921875), (1, 5603.10302734375)]","[(0, 346.2698974609375), (1, 335.2845458984375)]","[(0, 584.1655883789062), (1, 546.0591430664062)]","[(0, 1889.41943359375), (1, 1552.791748046875)]","[(0, 6269.2861328125), (1, 8253.4208984375)]","[(0, 2887.974853515625), (1, 2851.431396484375)]","[(0, 2829.16064453125), (1, 3647.831298828125)]","[(0, 3015.91259765625), (1, 3602.4287109375)]","[(0, 4969.4267578125), (1, 3074.965087890625)]","[(0, 1408.4580078125), (1, 1352.206787109375)]","[(0, 3025.788330078125), (1, 2781.795654296875)]","[(0, 5169.111328125), (1, 5502.57421875)]","[(0, 44396.6875), (1, 39968.69921875)]","[(0, 6643.42578125), (1, 4818.74365234375)]","[(0, 4435.77294921875), (1, 3559.369384765625)]","[(0, 7052.640625), (1, 3986.460205078125)]","[(0, 4669.96484375), (1, 2979.4501953125)]","[(0, 2446.024658203125), (1, 2248.544677734375)]","[(0, 1295.4051513671875), (1, 1472.6297607421875)]","[(0, 1909.1197509765625), (1, 2137.791748046875)]","[(0, 3159.04296875), (1, 2549.98681640625)]","[(0, 809.798095703125), (1, 966.05517578125)]","[(0, 1541.373046875), (1, 1329.7637939453125)]","[(0, 6994.833984375), (1, 5677.3583984375)]","[(0, 3374.90234375), (1, 3817.076416015625)]","[(0, 1931.7381591796875), (1, 1922.9256591796875)]"
3,"[(0, 1937.2054443359375), (1, 1547.655029296875)]","[(0, 5364.70068359375), (1, 8291.1064453125)]","[(0, 2798.3486328125), (1, 3490.088623046875)]","[(0, 24694.267578125), (1, 23170.8125)]","[(0, 13273.0283203125), (1, 15325.1552734375)]","[(0, 4492.8779296875), (1, 3978.890625)]","[(0, 12417.271484375), (1, 14875.4677734375)]","[(0, 7408.68359375), (1, 5429.66748046875)]","[(0, 1772.5628662109375), (1, 1658.34619140625)]","[(0, 4308.1884765625), (1, 4604.33447265625)]","[(0, 1568.5693359375), (1, 2005.34033203125)]","[(0, 17388.49609375), (1, 17013.154296875)]","[(0, 7516.4521484375), (1, 4361.82470703125)]","[(0, 8780.828125), (1, 8394.0732421875)]","[(0, 1344.0703125), (1, 1499.47314453125)]","[(0, 22638.59375), (1, 20409.6328125)]","[(0, 58825.703125), (1, 42727.93359375)]","[(0, 6867.9599609375), (1, 11066.576171875)]","[(0, 3306.27880859375), (1, 4089.458740234375)]","[(0, 2271.199951171875), (1, 1969.93408203125)]","[(0, 1862.599609375), (1, 1770.074462890625)]","[(0, 2137.43798828125), (1, 2061.965576171875)]","[(0, 2608.205810546875), (1, 2341.2451171875)]","[(0, 1711.494384765625), (1, 1616.6156005859375)]","[(0, 3448.802978515625), (1, 2412.712646484375)]","[(0, 2745.35595703125), (1, 2521.7666015625)]","[(0, 3369.766357421875), (1, 3830.09814453125)]","[(0, 602.4385986328125), (1, 371.28759765625)]","[(0, 1248.59912109375), (1, 727.2564697265625)]","[(0, 5972.703125), (1, 1673.5760498046875)]","[(0, 651.5638427734375), (1, 1044.43310546875)]","[(0, 847.3085327148438), (1, 1746.5361328125)]","[(0, 6355.99951171875), (1, 24886.951171875)]","[(0, 2028.20166015625), (1, 1978.5289306640625)]","[(0, 3339.92529296875), (1, 3554.46435546875)]","[(0, 4759.080078125), (1, 4044.556396484375)]","[(0, 1928.2998046875), (1, 2076.353515625)]","[(0, 2405.176025390625), (1, 2296.633544921875)]","[(0, 3058.011962890625), (1, 2204.375)]","[(0, 444.6078796386719), (1, 501.0423278808594)]","[(0, 342.4778137207031), (1, 446.60247802734375)]","[(0, 1281.940673828125), (1, 2302.64599609375)]","[(0, 287.635498046875), (1, 279.4815979003906)]","[(0, 706.8228759765625), (1, 663.0731201171875)]","[(0, 2659.648193359375), (1, 2297.893310546875)]","[(0, 5819.130859375), (1, 4786.828125)]","[(0, 4536.83447265625), (1, 4392.40576171875)]","[(0, 4124.90283203125), (1, 4385.1064453125)]","[(0, 2423.400146484375), (1, 3022.73681640625)]","[(0, 1339.378173828125), (1, 1086.0904541015625)]","[(0, 3732.65673828125), (1, 3560.94140625)]","[(0, 1192.765869140625), (1, 1306.7666015625)]","[(0, 5156.9296875), (1, 4664.34814453125)]","[(0, 54727.51953125), (1, 79332.90625)]","[(0, 5556.3193359375), (1, 7231.8935546875)]","[(0, 10341.0771484375), (1, 12550.6015625)]","[(0, 3907.18212890625), (1, 2153.9677734375)]","[(0, 6404.9951171875), (1, 6279.23681640625)]","[(0, 1621.7415771484375), (1, 1313.2042236328125)]","[(0, 1253.34423828125), (1, 1816.351806640625)]","[(0, 1088.3004150390625), (1, 1319.3060302734375)]","[(0, 2230.3330078125), (1, 1896.646240234375)]","[(0, 2155.700439453125), (1, 1879.4356689453125)]","[(0, 5493.01611328125), (1, 5199.54248046875)]","[(0, 3537.771484375), (1, 3406.63427734375)]","[(0, 1665.1639404296875), (1, 1759.174560546875)]","[(0, 4092.236328125), (1, 3982.174072265625)]"
4,"[(0, 2799.005126953125), (1, 2629.5185546875)]","[(0, 10250.5185546875), (1, 15165.865234375)]","[(0, 3729.12353515625), (1, 2991.01025390625)]","[(0, 1620.0426025390625), (1, 1832.5006103515625)]","[(0, 8112.85791015625), (1, 5610.36962890625)]","[(0, 2050.135986328125), (1, 1939.369873046875)]","[(0, 10208.7841796875), (1, 12183.1748046875)]","[(0, 10108.7158203125), (1, 9663.5556640625)]","[(0, 2211.601806640625), (1, 3541.738037109375)]","[(0, 9041.126953125), (1, 8862.0625)]","[(0, 2839.370849609375), (1, 3597.179443359375)]","[(0, 2392.152099609375), (1, 2211.891845703125)]","[(0, 3150.369384765625), (1, 3665.497802734375)]","[(0, 5814.1220703125), (1, 6226.75390625)]","[(0, 2215.493408203125), (1, 2658.064453125)]","[(0, 27148.470703125), (1, 36116.4921875)]","[(0, 61945.71875), (1, 65890.9609375)]","[(0, 2083.638671875), (1, 1998.0689697265625)]","[(0, 3861.953125), (1, 4348.5419921875)]","[(0, 8246.31640625), (1, 11013.7841796875)]","[(0, 5149.81787109375), (1, 5008.56982421875)]","[(0, 2849.721435546875), (1, 3277.806640625)]","[(0, 3203.61376953125), (1, 2657.816162109375)]","[(0, 4710.3505859375), (1, 5003.04150390625)]","[(0, 919.786865234375), (1, 611.0391845703125)]","[(0, 2221.54443359375), (1, 2184.404052734375)]","[(0, 4567.453125), (1, 12737.33203125)]","[(0, 1220.882080078125), (1, 734.7324829101562)]","[(0, 1304.98388671875), (1, 601.9733276367188)]","[(0, 11136.6201171875), (1, 2848.26513671875)]","[(0, 996.8389282226562), (1, 1479.4427490234375)]","[(0, 803.969482421875), (1, 2058.931640625)]","[(0, 2769.36279296875), (1, 9678.3955078125)]","[(0, 2203.233642578125), (1, 2154.31298828125)]","[(0, 2460.84716796875), (1, 2631.529296875)]","[(0, 3419.0087890625), (1, 3476.419189453125)]","[(0, 2015.76611328125), (1, 1859.09912109375)]","[(0, 2098.639404296875), (1, 2470.42333984375)]","[(0, 2947.320556640625), (1, 3580.4365234375)]","[(0, 280.05657958984375), (1, 328.5624084472656)]","[(0, 364.82958984375), (1, 474.6472473144531)]","[(0, 4692.29541015625), (1, 10659.4013671875)]","[(0, 375.30291748046875), (1, 368.8833923339844)]","[(0, 1132.29248046875), (1, 1076.4571533203125)]","[(0, 1427.802978515625), (1, 1222.0684814453125)]","[(0, 2404.767822265625), (1, 3179.608154296875)]","[(0, 2130.889404296875), (1, 2114.66650390625)]","[(0, 10019.58984375), (1, 7362.337890625)]","[(0, 11519.177734375), (1, 7340.0654296875)]","[(0, 4923.72021484375), (1, 6274.6455078125)]","[(0, 4541.6875), (1, 5432.91015625)]","[(0, 2077.351806640625), (1, 1969.1461181640625)]","[(0, 4136.18017578125), (1, 4630.37158203125)]","[(0, 32491.59375), (1, 33222.609375)]","[(0, 5576.74169921875), (1, 3105.549560546875)]","[(0, 9581.0400390625), (1, 4150.09228515625)]","[(0, 5784.2294921875), (1, 6601.830078125)]","[(0, 6616.7490234375), (1, 5442.48828125)]","[(0, 3670.237548828125), (1, 3207.340576171875)]","[(0, 1381.326171875), (1, 1884.256103515625)]","[(0, 1612.7327880859375), (1, 2405.69921875)]","[(0, 3401.959228515625), (1, 2729.95458984375)]","[(0, 665.1939086914062), (1, 559.6472778320312)]","[(0, 4368.2939453125), (1, 4293.1279296875)]","[(0, 1809.1488037109375), (1, 1745.491943359375)]","[(0, 9219.9736328125), (1, 9569.1240234375)]","[(0, 3301.048583984375), (1, 3421.94140625)]"
5,"[(0, 1854.1103515625), (1, 1592.9903564453125)]","[(0, 10362.806640625), (1, 8190.42578125)]","[(0, 6090.6435546875), (1, 4772.78369140625)]","[(0, 6200.7568359375), (1, 8113.88671875)]","[(0, 3468.064453125), (1, 3675.190185546875)]","[(0, 5126.42529296875), (1, 5546.14404296875)]","[(0, 15897.009765625), (1, 19342.923828125)]","[(0, 9165.8291015625), (1, 9945.4853515625)]","[(0, 1786.4932861328125), (1, 1558.9866943359375)]","[(0, 1643.8662109375), (1, 2298.94091796875)]","[(0, 5489.2666015625), (1, 5747.02099609375)]","[(0, 8122.85205078125), (1, 8435.337890625)]","[(0, 6117.35107421875), (1, 4293.21435546875)]","[(0, 6463.42919921875), (1, 5577.85302734375)]","[(0, 1663.5616455078125), (1, 1877.8419189453125)]","[(0, 20246.576171875), (1, 14057.81640625)]","[(0, 13412.7705078125), (1, 8986.7119140625)]","[(0, 3905.77392578125), (1, 5042.22314453125)]","[(0, 4614.462890625), (1, 7836.7646484375)]","[(0, 1336.8004150390625), (1, 1223.2462158203125)]","[(0, 2493.63671875), (1, 2498.666748046875)]","[(0, 2055.263916015625), (1, 2505.65380859375)]","[(0, 2909.60009765625), (1, 2334.793212890625)]","[(0, 9674.9345703125), (1, 12528.19140625)]","[(0, 3762.883056640625), (1, 2210.517822265625)]","[(0, 4058.005615234375), (1, 4507.80078125)]","[(0, 9835.947265625), (1, 5251.57470703125)]","[(0, 1002.4712524414062), (1, 506.24188232421875)]","[(0, 1219.3251953125), (1, 512.8263549804688)]","[(0, 23955.28515625), (1, 7949.42578125)]","[(0, 543.2161254882812), (1, 939.4736328125)]","[(0, 584.2744750976562), (1, 1169.47314453125)]","[(0, 3262.385009765625), (1, 9236.03515625)]","[(0, 1894.5347900390625), (1, 1992.826171875)]","[(0, 2997.44677734375), (1, 2935.762939453125)]","[(0, 3630.29833984375), (1, 3633.779541015625)]","[(0, 2134.490478515625), (1, 2342.465576171875)]","[(0, 2577.0869140625), (1, 1924.76220703125)]","[(0, 2501.343017578125), (1, 2519.465087890625)]","[(0, 276.7096252441406), (1, 308.0841369628906)]","[(0, 300.6997985839844), (1, 340.2196044921875)]","[(0, 973.3651123046875), (1, 1878.1007080078125)]","[(0, 305.8284606933594), (1, 302.3026428222656)]","[(0, 773.1924438476562), (1, 757.4638671875)]","[(0, 1553.890380859375), (1, 1405.8204345703125)]","[(0, 2706.086669921875), (1, 3778.3671875)]","[(0, 1414.12841796875), (1, 1415.482421875)]","[(0, 2280.322998046875), (1, 3091.056640625)]","[(0, 5572.1806640625), (1, 4381.1181640625)]","[(0, 8904.845703125), (1, 5842.98193359375)]","[(0, 2888.62353515625), (1, 2639.997802734375)]","[(0, 916.5203247070312), (1, 878.0108642578125)]","[(0, 1441.5809326171875), (1, 1428.9527587890625)]","[(0, 4593.216796875), (1, 5950.98388671875)]","[(0, 2377.075927734375), (1, 1318.615478515625)]","[(0, 9676.2626953125), (1, 12006.35546875)]","[(0, 3078.045654296875), (1, 2278.59814453125)]","[(0, 6151.58154296875), (1, 5662.0458984375)]","[(0, 2242.301513671875), (1, 1566.47119140625)]","[(0, 1084.9588623046875), (1, 1570.3414306640625)]","[(0, 2187.184814453125), (1, 2364.29296875)]","[(0, 2509.836669921875), (1, 1953.9842529296875)]","[(0, 1432.5255126953125), (1, 1206.5853271484375)]","[(0, 3085.5078125), (1, 2908.383544921875)]","[(0, 2035.28662109375), (1, 1706.3526611328125)]","[(0, 1845.7392578125), (1, 1979.349853515625)]","[(0, 1751.0616455078125), (1, 1736.92529296875)]"
6,"[(0, 2371.282958984375), (1, 1569.3062744140625)]","[(0, 9268.3818359375), (1, 7090.4951171875)]","[(0, 3143.988525390625), (1, 3968.597900390625)]","[(0, 4497.4052734375), (1, 5360.91650390625)]","[(0, 8097.72265625), (1, 8997.2939453125)]","[(0, 15643.89453125), (1, 13670.3359375)]","[(0, 7172.0986328125), (1, 5520.82958984375)]","[(0, 13104.5751953125), (1, 11863.2744140625)]","[(0, 2594.05029296875), (1, 3283.250244140625)]","[(0, 1858.27294921875), (1, 2148.997314453125)]","[(0, 1891.4169921875), (1, 1645.7626953125)]","[(0, 4804.1748046875), (1, 3753.49267578125)]","[(0, 3723.6044921875), (1, 3553.3896484375)]","[(0, 4365.04541015625), (1, 4215.7646484375)]","[(0, 1134.124267578125), (1, 1160.9395751953125)]","[(0, 13995.93359375), (1, 34287.21484375)]","[(0, 15095.7646484375), (1, 11277.1513671875)]","[(0, 2283.498046875), (1, 5439.56201171875)]","[(0, 7566.1552734375), (1, 8323.3818359375)]","[(0, 10004.1884765625), (1, 13351.3330078125)]","[(0, 4344.05712890625), (1, 4291.3310546875)]","[(0, 2335.41357421875), (1, 2562.301025390625)]","[(0, 2028.4166259765625), (1, 2098.22509765625)]","[(0, 2255.521728515625), (1, 2110.3251953125)]","[(0, 3076.733642578125), (1, 2152.2255859375)]","[(0, 1314.6834716796875), (1, 1433.7508544921875)]","[(0, 1573.2239990234375), (1, 1689.081298828125)]","[(0, 825.4443969726562), (1, 478.6383056640625)]","[(0, 1173.1925048828125), (1, 691.692626953125)]","[(0, 11428.7265625), (1, 2982.345703125)]","[(0, 730.2978515625), (1, 1199.0980224609375)]","[(0, 761.8094482421875), (1, 1967.524169921875)]","[(0, 7777.48388671875), (1, 18902.3984375)]","[(0, 2123.880859375), (1, 1911.283935546875)]","[(0, 2180.68798828125), (1, 2206.21826171875)]","[(0, 5394.359375), (1, 4001.2919921875)]","[(0, 1696.6312255859375), (1, 1775.1502685546875)]","[(0, 1608.647705078125), (1, 1712.5361328125)]","[(0, 2753.59716796875), (1, 2161.12744140625)]","[(0, 333.1695251464844), (1, 365.4364929199219)]","[(0, 292.05645751953125), (1, 360.2533264160156)]","[(0, 2920.919921875), (1, 6490.9921875)]","[(0, 350.9762878417969), (1, 344.486328125)]","[(0, 369.1578674316406), (1, 350.7730407714844)]","[(0, 849.7848510742188), (1, 756.3557739257812)]","[(0, 6569.841796875), (1, 6221.0791015625)]","[(0, 2079.032470703125), (1, 1979.2139892578125)]","[(0, 7294.12890625), (1, 6221.22802734375)]","[(0, 2686.429931640625), (1, 3277.14697265625)]","[(0, 10142.146484375), (1, 18378.720703125)]","[(0, 5845.02783203125), (1, 5293.783203125)]","[(0, 2963.70947265625), (1, 2715.64306640625)]","[(0, 2335.169677734375), (1, 2443.92724609375)]","[(0, 14415.9130859375), (1, 20468.890625)]","[(0, 5169.8212890625), (1, 3664.746337890625)]","[(0, 2851.2451171875), (1, 9016.9208984375)]","[(0, 7666.60888671875), (1, 7211.04736328125)]","[(0, 7115.5517578125), (1, 8160.3701171875)]","[(0, 3765.194580078125), (1, 3815.12939453125)]","[(0, 750.0988159179688), (1, 1028.11083984375)]","[(0, 1448.1129150390625), (1, 1933.887451171875)]","[(0, 2474.614501953125), (1, 2609.461181640625)]","[(0, 1587.232421875), (1, 1301.4696044921875)]","[(0, 2956.57421875), (1, 2701.33837890625)]","[(0, 1424.311767578125), (1, 1388.196533203125)]","[(0, 3117.924560546875), (1, 4124.70947265625)]","[(0, 3829.3818359375), (1, 4036.341064453125)]"
