,epoch_2
adjunct_island,0.631
adv_order,0.923
anaphor_gender_agreement,0.496
anaphor_number_agreement,0.51
center_embedding_double_1,0.385
center_embedding_double_2,0.821
center_embedding_single_1,0.13
center_embedding_single_2,0.959
complex_np_island,0.527
coordinate_structure_constrain_object_extraction,0.311
determiner_noun_agreement_1,0.484
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.515
determiner_noun_agreement_adj_2,0.601
ellipsis,0.349
green_ideas,0.411
intransitive,0.421
left_branch_island_simple_question,0.239
matrix_question_npi_licensor_present,0.584
npi_present,0.473
only_npi_licensor_present,0.979
only_npi_scope,0.669
pp_order,0.633
principle_A_c_command,0.49
principle_A_domain_1,1.0
principle_A_domain_2,0.468
principle_A_domain_3,0.503
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.788
recursion_poss_ditransitive_medium,0.805
recursion_poss_ditransitive_short,0.782
recursion_poss_transitive_long,0.901
recursion_poss_transitive_medium,0.925
recursion_poss_transitive_short,0.965
recursion_pp_is_long,0.0
recursion_pp_is_medium,0.09
recursion_pp_is_short,0.472
recursion_pp_verb_long,0.653
recursion_pp_verb_medium,0.742
recursion_pp_verb_short,0.771
sentential_negation_npi_licensor_present,0.169
sentential_negation_npi_scope,0.47
subj_aux_agreement_question_vary_aux,0.568
subj_aux_agreement_question_vary_subj,0.492
subj_aux_vary_subj,0.548
subj_aux_vary_verb,0.63
subj_aux_vary_verb_pp,0.539
subj_aux_vary_verb_rc,0.506
subj_verb_vary_verb,0.411
svo_vos,0.578
swapped_ditransitive_1,0.86
swapped_ditransitive_2,0.943
transitive,0.786
wh_island,0.988
wh_questions_object_gap,0.189
wh_questions_object_gap_long_distance,0.184
wh_questions_subject_gap,0.883
wh_questions_subject_gap_long_distance,0.885
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.178
wh_vs_that_with_gap_long_distance,0.21
