,best
adjunct_island,0.913
adv_order,0.556
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.501
center_embedding_double_1,0.419
center_embedding_double_2,0.87
center_embedding_single_1,0.427
center_embedding_single_2,0.803
complex_np_island,0.528
coordinate_structure_constrain_object_extraction,0.487
determiner_noun_agreement_1,0.486
determiner_noun_agreement_2,0.613
determiner_noun_agreement_adj_1,0.521
determiner_noun_agreement_adj_2,0.567
ellipsis,0.307
green_ideas,0.522
intransitive,0.68
left_branch_island_simple_question,0.007
matrix_question_npi_licensor_present,0.739
npi_present,0.455
only_npi_licensor_present,1.0
only_npi_scope,0.618
pp_order,0.83
principle_A_c_command,0.478
principle_A_domain_1,1.0
principle_A_domain_2,0.522
principle_A_domain_3,0.485
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.55
recursion_poss_ditransitive_medium,0.593
recursion_poss_ditransitive_short,0.616
recursion_poss_transitive_long,0.958
recursion_poss_transitive_medium,0.92
recursion_poss_transitive_short,0.749
recursion_pp_is_long,0.073
recursion_pp_is_medium,0.003
recursion_pp_is_short,0.001
recursion_pp_verb_long,0.811
recursion_pp_verb_medium,0.983
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.361
sentential_negation_npi_scope,0.672
subj_aux_agreement_question_vary_aux,0.658
subj_aux_agreement_question_vary_subj,0.489
subj_aux_vary_subj,0.624
subj_aux_vary_verb,0.688
subj_aux_vary_verb_pp,0.441
subj_aux_vary_verb_rc,0.44
subj_verb_vary_verb,0.465
svo_vos,0.164
swapped_ditransitive_1,0.74
swapped_ditransitive_2,0.736
transitive,0.838
wh_island,0.987
wh_questions_object_gap,0.04
wh_questions_object_gap_long_distance,0.077
wh_questions_subject_gap,0.799
wh_questions_subject_gap_long_distance,0.891
wh_vs_that_no_gap,0.76
wh_vs_that_no_gap_long_distance,0.774
wh_vs_that_with_gap,0.617
wh_vs_that_with_gap_long_distance,0.612
