,best
adjunct_island,0.654
adv_order,0.694
anaphor_gender_agreement,0.502
anaphor_number_agreement,0.496
center_embedding_double_1,0.516
center_embedding_double_2,0.963
center_embedding_single_1,0.326
center_embedding_single_2,0.982
complex_np_island,0.623
coordinate_structure_constrain_object_extraction,0.705
determiner_noun_agreement_1,0.483
determiner_noun_agreement_2,0.6
determiner_noun_agreement_adj_1,0.521
determiner_noun_agreement_adj_2,0.593
ellipsis,0.438
green_ideas,0.418
intransitive,0.633
left_branch_island_simple_question,0.531
matrix_question_npi_licensor_present,0.013
npi_present,0.394
only_npi_licensor_present,0.998
only_npi_scope,0.2
pp_order,0.844
principle_A_c_command,0.496
principle_A_domain_1,1.0
principle_A_domain_2,0.511
principle_A_domain_3,0.469
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.648
recursion_poss_ditransitive_medium,0.663
recursion_poss_ditransitive_short,0.677
recursion_poss_transitive_long,0.925
recursion_poss_transitive_medium,0.902
recursion_poss_transitive_short,0.967
recursion_pp_is_long,0.493
recursion_pp_is_medium,0.181
recursion_pp_is_short,0.374
recursion_pp_verb_long,1.0
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.515
sentential_negation_npi_scope,0.623
subj_aux_agreement_question_vary_aux,0.521
subj_aux_agreement_question_vary_subj,0.491
subj_aux_vary_subj,0.577
subj_aux_vary_verb,0.727
subj_aux_vary_verb_pp,0.458
subj_aux_vary_verb_rc,0.486
subj_verb_vary_verb,0.431
svo_vos,0.652
swapped_ditransitive_1,0.71
swapped_ditransitive_2,0.676
transitive,0.811
wh_island,0.916
wh_questions_object_gap,0.182
wh_questions_object_gap_long_distance,0.202
wh_questions_subject_gap,0.717
wh_questions_subject_gap_long_distance,0.617
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.395
wh_vs_that_with_gap_long_distance,0.412
