,best
adjunct_island,0.59
adv_order,0.467
wh_vs_that_with_gap,0.16
anaphor_gender_agreement,0.5
anaphor_number_agreement,0.495
recursion_pp_verb_long,0.714
center_embedding_double_1,0.504
recursion_pp_verb_medium,0.994
center_embedding_double_2,0.838
recursion_pp_verb_short,1.0
center_embedding_single_1,0.453
subj_aux_vary_verb_rc,0.504
center_embedding_single_2,0.776
complex_np_island,0.454
recursion_poss_transitive_medium,0.693
coordinate_structure_constrain_object_extraction,0.223
subj_aux_vary_verb_pp,0.497
determiner_noun_agreement_1,0.474
subj_verb_vary_verb,0.409
determiner_noun_agreement_2,0.571
svo_vos,0.535
determiner_noun_agreement_adj_1,0.518
swapped_ditransitive_1,0.849
determiner_noun_agreement_adj_2,0.583
ellipsis,0.146
green_ideas,0.398
intransitive,0.46
recursion_poss_transitive_short,0.745
left_branch_island_simple_question,0.049
recursion_pp_is_long,0.003
matrix_question_npi_licensor_present,0.284
npi_present,0.446
swapped_ditransitive_2,0.752
only_npi_licensor_present,1.0
only_npi_scope,0.363
pp_order,0.431
principle_A_c_command,0.508
principle_A_domain_1,1.0
principle_A_domain_2,0.493
principle_A_domain_3,0.457
transitive,0.781
recursion_intensifier_adj_long,1.0
wh_island,0.994
recursion_intensifier_adj_medium,1.0
wh_questions_object_gap,0.241
recursion_intensifier_adj_short,1.0
wh_vs_that_with_gap_long_distance,0.152
recursion_intensifier_adv_long,0.0
wh_questions_object_gap_long_distance,0.198
recursion_intensifier_adv_medium,0.0
wh_questions_subject_gap,0.95
recursion_intensifier_adv_short,0.0
wh_questions_subject_gap_long_distance,0.967
recursion_poss_ditransitive_long,0.581
recursion_pp_is_medium,0.0
recursion_poss_ditransitive_medium,0.561
recursion_pp_is_short,0.0
recursion_poss_ditransitive_short,0.603
wh_vs_that_no_gap,0.992
recursion_poss_transitive_long,0.649
subj_aux_agreement_question_vary_subj,0.497
sentential_negation_npi_licensor_present,0.722
wh_vs_that_no_gap_long_distance,0.982
sentential_negation_npi_scope,0.614
subj_aux_vary_subj,0.535
subj_aux_agreement_question_vary_aux,0.524
subj_aux_vary_verb,0.544
